Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
1013,30,RM,7200,Inside,1Fam,4,1910,2006,MetalSd,465,1022,85000
1014,20,RL,11664,Inside,1Fam,5,1948,1950,MetalSd,0,1082,119200
1015,60,RL,8400,Inside,1Fam,6,2001,2001,VinylSd,0,810,227000
1016,20,RL,11883,Inside,1Fam,5,1996,1996,VinylSd,0,1504,203000
1017,120,RL,5814,CulDSac,TwnhsE,5,1984,1984,HdBoard,0,1220,187500
1018,80,RL,10784,FR2,1Fam,5,1991,1992,HdBoard,0,384,160000
1019,120,RL,3013,Inside,TwnhsE,5,2005,2005,VinylSd,0,1362,213490
1020,20,RL,7024,Inside,1Fam,5,2005,2005,VinylSd,0,1132,176000
1021,20,RL,7406,Inside,1Fam,5,2006,2006,VinylSd,0,1199,194000
1022,50,RM,9439,Inside,1Fam,5,1930,1950,Wd Sdng,0,912,87000
1023,120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1346,191000
1024,20,RL,15498,Corner,1Fam,6,1976,1976,Stone,400,1565,287000
1025,20,RL,7700,Corner,1Fam,5,1972,1972,VinylSd,468,882,112500
1026,20,RL,9300,Inside,1Fam,5,1960,1960,MetalSd,0,1268,167500
1027,20,RL,9520,Inside,1Fam,5,2007,2008,VinylSd,0,1638,293077
1028,50,RL,9492,Inside,1Fam,5,1941,1950,WdShing,41,768,105000
1029,160,RM,1680,Inside,Twnhs,7,1972,1972,HdBoard,0,672,118000
1030,190,RH,7082,Inside,2fmCon,8,1916,1995,VinylSd,0,686,160000
1031,75,RL,15863,Corner,1Fam,3,1920,1970,Wd Sdng,0,824,197000
1032,60,RL,14541,Corner,1Fam,7,1993,1993,MetalSd,0,1338,310000
1033,20,RL,8125,Inside,1Fam,5,2002,2002,VinylSd,0,1654,230000
1034,30,RL,6305,Inside,1Fam,7,1938,1950,MetalSd,0,920,119750
1035,20,RL,11500,CulDSac,1Fam,3,1957,1957,Wd Sdng,0,0,84000
1036,20,RL,12898,Inside,1Fam,5,2007,2008,VinylSd,0,1620,315500
1037,60,RL,9240,Inside,1Fam,5,2001,2002,VinylSd,0,1055,287000
1038,160,RM,1533,Inside,Twnhs,6,1970,2008,CemntBd,0,546,97000
1039,180,RM,1477,Inside,TwnhsE,4,1970,1970,CemntBd,0,630,80000
1040,20,RL,13125,Corner,1Fam,4,1957,2000,Wd Sdng,682,1134,155000
1041,60,RL,9130,Inside,1Fam,8,1966,2000,HdBoard,64,800,173000
1042,120,RL,5381,Inside,Twnhs,5,2005,2005,VinylSd,0,1306,196000
1043,60,RL,11839,Inside,1Fam,5,1990,1990,HdBoard,0,1475,262280
1044,20,RL,9600,Inside,1Fam,5,1981,1981,BrkFace,0,2524,278000
1045,20,RL,13680,CulDSac,1Fam,5,1955,1955,BrkFace,0,0,139600
1046,60,RL,16056,Inside,1Fam,5,2005,2006,CemntBd,0,1992,556581
1047,20,RL,9245,Inside,1Fam,5,1994,1995,VinylSd,0,990,145000
1048,20,RL,21750,Inside,1Fam,4,1960,2006,HdBoard,0,0,115000
1049,20,RL,11100,Inside,1Fam,7,1946,2006,MetalSd,0,0,84900
1050,20,RL,8993,Inside,1Fam,5,2007,2007,VinylSd,0,1302,176485
1051,20,RL,11175,Corner,1Fam,5,2007,2007,VinylSd,0,1316,200141
1052,60,RL,9500,Corner,1Fam,6,1964,1978,VinylSd,0,816,165000
1053,20,RL,8562,Inside,1Fam,6,1957,2002,HdBoard,0,1216,144500
1054,60,RL,11367,Corner,1Fam,5,2002,2002,VinylSd,0,1065,255000
1055,20,RL,11361,Inside,1Fam,5,1976,1976,Plywood,0,1193,180000
1056,120,RL,7052,Inside,TwnhsE,5,2005,2005,VinylSd,0,1364,185850
1057,60,RL,29959,FR2,1Fam,6,1994,1994,HdBoard,0,973,248000
1058,60,RL,11308,Inside,1Fam,5,2008,2008,VinylSd,0,1104,335000
1059,50,RL,11275,Corner,1Fam,7,1932,1950,MetalSd,557,854,220000
1060,120,RL,4920,Inside,TwnhsE,5,2001,2001,CemntBd,0,1338,213500
1061,30,C (all),18000,Inside,1Fam,4,1935,1950,MetalSd,0,894,81000
1062,190,RM,13600,Inside,2fmCon,5,1900,1950,Wd Sdng,0,662,90000
1063,30,RM,6000,Inside,1Fam,6,1925,1980,MetalSd,0,1103,110500
1064,20,RL,11000,CulDSac,1Fam,6,1966,1966,Plywood,230,1154,154000
1065,60,RL,14000,Inside,1Fam,5,1996,1997,Wd Sdng,0,1306,328000
1066,60,RL,7837,Inside,1Fam,7,1993,1994,VinylSd,0,799,178000
1067,60,RL,9760,Inside,1Fam,6,1964,1964,HdBoard,106,780,167900
1068,160,RM,3964,Inside,TwnhsE,4,1973,1973,CemntBd,0,942,151400
1069,45,RL,9600,Inside,1Fam,7,1949,2003,MetalSd,0,845,135000
1070,20,RL,10152,Inside,1Fam,5,1956,1956,MetalSd,0,1048,135000
1071,60,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0,727,154000
1072,50,RL,7585,Inside,1Fam,3,1948,1950,MetalSd,0,810,91500
1073,60,RL,7950,Corner,1Fam,6,1977,1977,HdBoard,0,690,159500
1074,20,RL,8556,Inside,1Fam,5,2006,2006,VinylSd,0,1240,194000
1075,70,RL,13125,Inside,1Fam,6,1940,1984,Wd Sdng,0,800,219500
1076,50,RL,10800,Inside,1Fam,8,1936,1989,Wd Sdng,0,796,170000
1077,20,RL,15870,Corner,1Fam,5,1969,1969,VinylSd,791,1096,138800
1078,120,RM,4435,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,155900
1079,20,RL,8775,Inside,1Fam,5,1994,1994,VinylSd,0,990,126000
1080,20,RL,11040,Inside,1Fam,7,1971,2004,VinylSd,0,1258,145000
1081,20,RL,7500,Corner,1Fam,5,1963,1963,HdBoard,0,1040,133000
1082,20,RL,8749,Inside,1Fam,5,2002,2002,VinylSd,0,1459,192000
1083,20,RL,8800,Inside,1Fam,6,1964,1964,HdBoard,0,1251,160000
1084,60,RL,13031,Corner,1Fam,5,1995,1996,HdBoard,0,691,187500
1085,85,RL,9069,Inside,1Fam,6,1992,1992,HdBoard,0,936,147000
1086,160,RM,1974,Inside,TwnhsE,5,1973,1973,CemntBd,0,546,83500
1087,60,FV,10574,Inside,1Fam,5,2005,2006,VinylSd,0,1082,252000
1088,160,RM,2522,Inside,Twnhs,5,2004,2004,VinylSd,0,970,137500
1089,120,FV,3316,Inside,TwnhsE,5,2005,2005,MetalSd,0,1247,197000
1090,90,RL,8544,Corner,Duplex,4,1950,1950,BrkFace,0,0,92900
1091,160,FV,2160,Inside,Twnhs,5,1999,2000,MetalSd,0,600,160000
1092,50,RL,8400,Inside,1Fam,5,1925,1950,MetalSd,0,1181,136500
1093,20,RL,9230,Corner,1Fam,8,1965,1998,MetalSd,0,864,146000
1094,20,RL,5868,Inside,1Fam,7,1956,2000,MetalSd,240,936,129000
1095,20,RL,9317,Inside,1Fam,5,2006,2006,VinylSd,0,1314,176432
1096,70,RM,6882,Inside,1Fam,7,1914,2006,Wd Sdng,0,684,127000
1097,120,RL,3696,Inside,TwnhsE,5,1986,1986,HdBoard,0,1074,170000
1098,50,RM,6000,Inside,1Fam,6,1936,1950,MetalSd,0,672,128000
1099,20,RL,11880,Inside,1Fam,5,1978,1978,Plywood,0,1271,157000
1100,30,RL,8400,Inside,1Fam,5,1920,1950,Wd Sdng,0,290,60000
1101,20,RL,9758,Inside,1Fam,5,1971,1971,HdBoard,287,950,119500
1102,20,RL,7000,Inside,1Fam,7,1960,2002,Wd Sdng,0,1010,135000
1103,20,RL,8910,Corner,1Fam,6,1959,1959,BrkFace,0,655,159500
1104,160,RM,2016,Inside,TwnhsE,5,1970,1970,HdBoard,0,630,106000
1105,60,RL,12256,Corner,1Fam,5,1994,1995,HdBoard,0,1463,325000
1106,20,RL,10357,Corner,1Fam,5,1990,1991,HdBoard,0,910,179900
1107,60,RL,23257,CulDSac,1Fam,5,2006,2006,VinylSd,0,868,274725
1108,60,RL,8063,Inside,1Fam,5,2000,2000,VinylSd,0,924,181000
1109,20,RL,11362,Inside,1Fam,5,2004,2005,MetalSd,0,1836,280000
1110,60,RL,8000,Inside,1Fam,5,1995,1996,HdBoard,0,773,188000
1111,60,RL,10480,Inside,1Fam,6,1976,1976,Plywood,0,803,205000
1112,20,RL,7100,Corner,1Fam,7,1957,1957,WdShing,0,816,129900
1113,20,RL,8923,Inside,1Fam,7,1953,2006,Wd Sdng,0,1008,134500
1114,20,RL,5400,Inside,1Fam,7,1954,2000,MetalSd,0,833,117000
1115,20,RL,12085,Inside,1Fam,5,2007,2007,VinylSd,0,1734,318000
1116,80,RL,7750,Inside,1Fam,5,2002,2002,VinylSd,0,408,184100
1117,20,RL,9764,FR2,1Fam,7,1967,2003,VinylSd,0,894,130000
1118,80,RL,13825,Inside,1Fam,6,1958,1987,MetalSd,0,533,140000
1119,20,RL,7560,Inside,1Fam,5,1959,1959,BrkFace,0,1040,133700
1120,30,RM,8263,Inside,1Fam,5,1920,1950,BrkFace,0,1012,118400
1121,20,RL,10084,Inside,1Fam,5,2005,2006,VinylSd,0,1552,212900
1122,20,RL,8926,Corner,1Fam,3,1956,1956,AsbShng,0,672,112000
1123,20,RL,9405,Inside,1Fam,9,1947,2008,VinylSd,0,698,118000
1124,80,RL,9125,Inside,1Fam,5,1992,1992,HdBoard,0,384,163900
1125,20,RL,10434,Inside,1Fam,5,1955,1955,Plywood,0,1005,115000
1126,120,RL,3684,Inside,TwnhsE,5,2007,2007,VinylSd,0,1373,174000
1127,20,RL,14572,Corner,1Fam,5,2004,2004,VinylSd,0,1530,259000
1128,60,RL,11796,Inside,1Fam,5,2004,2005,VinylSd,0,847,215000
1129,90,RM,7200,Inside,Duplex,5,1980,1980,MetalSd,0,936,140000
1130,50,RL,7804,Inside,1Fam,3,1928,1950,WdShing,0,1122,135000
1131,20,RL,10712,Inside,1Fam,5,1991,1992,HdBoard,0,974,93500
1132,70,RM,9900,Inside,1Fam,4,1880,1950,Wd Sdng,0,1008,117500
1133,60,RL,9828,Inside,1Fam,5,1995,1995,VinylSd,0,1128,239500
1134,60,RL,8773,Inside,1Fam,5,1997,1997,VinylSd,0,916,169000
1135,30,RM,6180,Corner,1Fam,5,1926,1950,Wd Sdng,0,960,102000
1136,50,RL,9600,Inside,1Fam,5,1950,1950,VinylSd,0,1032,119000
1137,50,RL,6342,Inside,1Fam,8,1875,1996,VinylSd,0,780,94000
1138,20,RL,9819,Inside,1Fam,5,1977,1977,Plywood,0,1567,196000
1139,30,RL,8731,Inside,1Fam,5,1920,1950,Stucco,0,915,144000
1140,20,RL,7350,Corner,1Fam,7,1951,1951,HdBoard,0,952,139000
1141,60,RL,10304,CulDSac,1Fam,7,1976,1976,Plywood,0,780,197500
1142,60,RL,9965,Inside,1Fam,5,2006,2007,VinylSd,0,1466,424870
1143,20,RL,9000,Inside,1Fam,3,1959,1959,Wd Sdng,0,1006,80000
1144,190,RL,12180,Inside,2fmCon,4,1941,1950,MetalSd,0,672,80000
1145,50,RM,6240,Inside,1Fam,6,1928,1950,MetalSd,0,1042,149000
1146,20,RL,11200,Inside,1Fam,5,1985,1985,Wd Sdng,0,1298,180000
1147,70,RL,12000,Inside,1Fam,7,1941,1950,MetalSd,0,704,174500
1148,50,RM,5700,Inside,1Fam,7,1926,1950,Wd Sdng,0,572,116900
1149,70,RM,9000,Inside,1Fam,9,1920,1988,VinylSd,0,650,143000
1150,20,RL,8280,Inside,1Fam,5,1950,1950,BrkFace,0,932,124000
1151,20,RL,17755,Inside,1Fam,4,1959,1959,HdBoard,0,1466,149900
1152,20,RL,14115,Inside,1Fam,7,1956,2004,Stone,547,1073,230000
1153,30,RM,5890,Corner,1Fam,8,1930,2007,Wd Sdng,0,816,120500
1154,60,RL,13700,Inside,1Fam,6,1965,1988,VinylSd,0,864,201800
1155,20,RL,10768,Corner,1Fam,8,1976,2004,Plywood,0,1437,218000
1156,80,RL,9350,Inside,1Fam,8,1965,1999,BrkFace,0,1219,179900
1157,120,RL,5001,Inside,Twnhs,5,2007,2008,VinylSd,0,1314,230000
1158,20,RL,11932,FR2,1Fam,5,2007,2008,VinylSd,0,1580,235128
1159,60,RL,9120,Inside,1Fam,6,1974,1974,HdBoard,0,901,185000
1160,160,RL,2280,Inside,Twnhs,5,1978,1978,Plywood,0,855,146000
1161,20,RL,14778,CulDSac,1Fam,7,1954,2006,HdBoard,0,1296,224000
1162,20,RL,8724,Inside,1Fam,5,1968,1968,VinylSd,0,894,129000
1163,90,RL,12900,Inside,Duplex,4,1969,1969,Plywood,0,1198,108959
1164,80,RL,16157,FR2,1Fam,7,1978,1978,Plywood,391,1360,194000
1165,20,RL,9541,Inside,1Fam,5,2009,2009,VinylSd,0,1502,233170
1166,20,RL,10475,Corner,1Fam,5,2008,2008,VinylSd,0,1694,245350
1167,60,RL,10852,Inside,1Fam,5,2000,2000,VinylSd,0,959,173000
1168,70,RL,13728,Corner,1Fam,7,1935,1986,Stucco,0,1127,235000
1169,60,RL,35760,CulDSac,1Fam,5,1995,1996,HdBoard,0,1930,625000
1170,80,RL,9880,Inside,1Fam,6,1977,1977,Plywood,0,1096,171000
1171,20,RL,9120,Inside,1Fam,6,1958,1958,MetalSd,0,1261,163000
1172,160,FV,4017,Inside,TwnhsE,5,2006,2007,MetalSd,0,625,171900
1173,50,RL,18030,Inside,1Fam,6,1946,1994,MetalSd,469,1598,200500
1174,70,RL,16560,Inside,1Fam,8,1932,1950,Wd Sdng,0,952,239000
1175,50,RL,10678,Inside,1Fam,5,1992,2000,HdBoard,0,1683,285000
1176,20,RL,6951,CulDSac,1Fam,5,1984,1985,HdBoard,0,876,119500
1177,50,RM,3950,Inside,1Fam,8,1926,2004,MetalSd,0,818,115000
1178,50,RL,7681,FR2,1Fam,6,1921,1950,Wd Sdng,0,731,154900
1179,20,RL,8335,Corner,1Fam,5,1954,1954,Wd Sdng,0,0,93000
1180,60,RL,11170,Corner,1Fam,5,1990,1991,MetalSd,0,1216,250000
1181,120,RM,5587,Inside,TwnhsE,5,2008,2008,CemntBd,0,1600,392500
1182,60,RL,15623,Corner,1Fam,5,1996,1996,Wd Sdng,0,2396,745000
1183,30,RL,10800,Inside,1Fam,6,1920,1950,Stucco,0,1120,120000
1184,20,RL,35133,Inside,1Fam,4,1963,1963,MetalSd,0,1572,186700
1185,50,RL,9738,Inside,1Fam,7,1924,1950,AsbShng,0,784,104900
1186,190,RL,10615,Corner,2fmCon,5,1900,1970,HdBoard,0,978,95000
1187,20,RL,12461,Corner,1Fam,5,1994,1995,ImStucc,0,1624,262000
1188,60,RL,8935,Inside,1Fam,5,2002,2002,VinylSd,0,831,195000
1189,60,RL,7500,Inside,1Fam,5,1999,1999,VinylSd,0,994,189000
1190,190,RL,32463,Inside,2fmCon,4,1961,1975,MetalSd,0,1249,168000
1191,160,FV,2645,Inside,Twnhs,5,1999,2000,MetalSd,0,776,174000
1192,50,RM,9600,Inside,1Fam,8,1925,1994,VinylSd,0,702,125000
1193,120,RM,4500,FR2,TwnhsE,5,1999,1999,VinylSd,0,1224,165000
1194,60,RL,9364,Corner,1Fam,7,1969,1969,HdBoard,0,663,158000
1195,60,RL,8029,Inside,1Fam,5,2005,2005,VinylSd,0,728,176000
1196,60,RL,14054,Inside,1Fam,5,2006,2006,VinylSd,0,879,219210
1197,75,RM,8850,Corner,1Fam,6,1916,1950,MetalSd,0,815,144000
1198,20,RL,9100,Inside,1Fam,5,2001,2001,VinylSd,0,1212,178000
1199,20,RL,11235,Inside,1Fam,5,1963,1979,HdBoard,0,1051,148000
1200,20,RL,9353,Inside,1Fam,5,1970,1970,MetalSd,0,864,116050
1201,60,RL,10400,Corner,1Fam,5,1998,1998,VinylSd,0,866,197900
1202,50,RM,6000,Corner,1Fam,8,1925,1997,Wd Sdng,0,884,117000
1203,20,RL,9750,Inside,1Fam,5,2000,2001,VinylSd,0,1630,213000
1204,20,RL,10140,Inside,1Fam,6,1975,1975,HdBoard,0,1056,153500
1205,20,RL,14684,CulDSac,1Fam,7,1990,1991,HdBoard,177,2158,271900
1206,20,RH,8900,Inside,1Fam,4,1966,1966,HdBoard,0,1056,107000
1207,20,RL,9135,Inside,1Fam,5,2003,2003,VinylSd,0,1682,200000
1208,20,RL,7763,Inside,1Fam,7,1962,1980,MetalSd,108,931,140000
1209,20,RL,10182,CulDSac,1Fam,5,2006,2006,VinylSd,0,1660,290000
1210,60,RL,11218,Inside,1Fam,5,1992,1992,Wd Sdng,0,1055,189000
1211,50,RL,12134,Inside,1Fam,7,1988,2005,Wd Sdng,0,559,164000
1212,30,RL,9340,Inside,1Fam,6,1941,1950,MetalSd,0,672,113000
1213,80,RL,10246,CulDSac,1Fam,9,1965,2001,VinylSd,0,648,145000
1214,85,RL,10205,Inside,1Fam,5,1962,1962,MetalSd,0,925,134500
1215,20,RL,7094,Inside,1Fam,5,1966,1966,VinylSd,374,894,125000
1216,90,RM,8930,Inside,Duplex,5,1978,1978,VinylSd,0,0,112000
1217,20,FV,8640,Inside,1Fam,5,2009,2009,CemntBd,0,1300,229456
1218,50,RM,6240,Inside,1Fam,5,1947,1950,AsbShng,0,0,80500
1219,160,RM,1680,Inside,Twnhs,5,1971,1971,CemntBd,0,672,91500
1220,20,RL,7800,Inside,1Fam,5,1964,1964,Wd Sdng,600,912,115000
1221,20,RL,8250,Inside,1Fam,5,1968,1968,HdBoard,492,952,134000
1222,50,RL,10496,Inside,1Fam,6,1949,1950,Wd Sdng,0,1040,143000
1223,20,RL,10680,Inside,1Fam,3,1951,1951,Wd Sdng,0,2136,137900
1224,60,RL,15384,Inside,1Fam,5,2004,2005,VinylSd,0,788,184000
1225,80,RL,10482,Inside,1Fam,8,1958,1958,VinylSd,0,588,145000
1226,60,RL,14598,CulDSac,1Fam,5,2007,2007,VinylSd,0,894,214000
1227,20,RL,8872,Corner,1Fam,8,1965,2008,VinylSd,0,912,147000
1228,120,RL,8769,Corner,TwnhsE,5,2008,2008,MetalSd,0,1702,367294
1229,80,RL,7910,Inside,1Fam,5,1960,1960,BrkFace,0,1075,127000
1230,90,RL,18890,Inside,Duplex,5,1977,1977,Plywood,211,1361,190000
1231,90,RL,7728,Inside,Duplex,6,1962,1962,Wd Sdng,0,1106,132500
1232,90,RL,9842,FR2,Duplex,5,1962,1962,HdBoard,0,0,101800
1233,20,RL,12160,Inside,1Fam,5,1959,1959,Plywood,0,1188,142000
1234,70,RH,8525,Inside,1Fam,6,1911,1950,MetalSd,0,940,130000
1235,70,RL,13132,Inside,1Fam,5,1914,1950,Wd Sdng,0,747,138887
1236,160,RL,2628,Inside,Twnhs,5,2003,2003,VinylSd,0,764,175500
1237,60,RL,12393,FR2,1Fam,5,2004,2005,VinylSd,0,847,195000
1238,20,RL,13072,Inside,1Fam,5,2005,2005,VinylSd,0,1141,142500
1239,20,RL,9037,Inside,1Fam,5,2006,2006,VinylSd,0,1476,265900
1240,60,RL,8158,Inside,1Fam,5,2003,2003,VinylSd,0,884,224900
1241,20,RL,9849,Inside,1Fam,6,2007,2007,VinylSd,0,1689,248328
1242,85,RL,10625,Inside,1Fam,6,1974,1974,Plywood,168,1053,170000
1243,20,RL,13891,Inside,1Fam,5,2006,2006,VinylSd,0,2076,465000
1244,70,RL,11435,Corner,1Fam,7,1929,1950,BrkFace,0,792,230000
1245,80,RL,12090,Inside,1Fam,7,1984,2003,VinylSd,0,585,178000
1246,60,FV,8125,Inside,1Fam,5,2005,2006,VinylSd,0,756,186500
1247,80,RL,12328,Inside,1Fam,5,1976,1976,HdBoard,0,1012,169900
1248,75,RM,9600,Inside,1Fam,5,1917,1950,AsbShng,0,735,129500
1249,20,RL,7200,Inside,1Fam,7,1950,1950,MetalSd,96,876,119000
1250,20,RL,11160,Corner,1Fam,5,1968,1968,BrkFace,0,2110,244000
1251,120,RL,3136,Corner,TwnhsE,5,2003,2003,VinylSd,0,1405,171750
1252,20,RL,9858,Inside,1Fam,6,1968,1968,HdBoard,0,864,130000
1253,60,RL,17542,Inside,1Fam,7,1974,2003,Wd Sdng,1031,1192,294000
1254,60,RL,6931,Inside,1Fam,5,2003,2004,VinylSd,0,746,165400
1255,50,RM,6240,Inside,1Fam,6,1931,1950,Wd Sdng,0,884,127500
1256,20,RL,14303,Corner,1Fam,5,1994,1994,HdBoard,0,1986,301500
1257,30,RL,4060,Corner,1Fam,8,1922,1950,Wd Sdng,0,864,99900
1258,80,RL,9587,Inside,1Fam,5,2005,2005,VinylSd,0,856,190000
1259,20,RL,9750,FR2,1Fam,8,1969,1969,HdBoard,438,1054,151000
1260,60,RL,24682,CulDSac,1Fam,5,1999,1999,VinylSd,0,841,181000
1261,20,RL,9600,Inside,1Fam,6,1956,1956,MetalSd,0,1050,128900
1262,50,RL,11250,Inside,1Fam,5,1957,1989,Wd Sdng,0,1104,161500
1263,70,RL,13515,Inside,1Fam,6,1919,1950,Wd Sdng,0,764,180500
1264,120,RH,4060,Inside,TwnhsE,5,1998,1999,MetalSd,0,1405,181000
1265,160,FV,3735,FR3,TwnhsE,5,1999,1999,MetalSd,0,691,183900
1266,190,RM,10120,Inside,2fmCon,4,1910,1950,Wd Sdng,0,925,122000
1267,20,RL,13214,Inside,1Fam,5,2008,2009,Stucco,0,2002,378500
1268,50,RL,14100,Inside,1Fam,9,1935,1997,Stucco,0,728,381000
1269,50,RL,11344,Inside,1Fam,5,1958,1958,MetalSd,0,874,144000
1270,40,RL,23595,Inside,1Fam,6,1979,1979,Plywood,0,1332,260000
1271,20,RL,9156,Inside,1Fam,7,1968,1968,BrkFace,0,1489,185750
1272,20,RL,13526,CulDSac,1Fam,6,1965,1965,HdBoard,375,935,137000
1273,80,RL,11512,Corner,1Fam,7,1959,2006,Plywood,0,1019,177000
1274,50,RL,5362,Corner,1Fam,6,1910,2003,Wd Sdng,0,661,139000
1275,90,RL,11345,Corner,Duplex,5,1948,1950,AsbShng,0,928,137000
1276,60,RL,12936,CulDSac,1Fam,6,1972,1972,HdBoard,0,723,162000
1277,80,RL,17871,CulDSac,1Fam,5,1967,1976,HdBoard,0,1680,197900
1278,60,RL,9473,Inside,1Fam,5,2002,2002,VinylSd,0,1128,237000
1279,50,C (all),7500,Inside,1Fam,4,1920,1950,MetalSd,0,698,68400
1280,20,RL,9808,Inside,1Fam,5,2002,2002,VinylSd,0,1573,227000
1281,20,RL,8049,CulDSac,1Fam,5,1990,1990,HdBoard,0,1309,180000
1282,20,RL,8800,Inside,1Fam,7,1977,2008,HdBoard,144,1040,150500
1283,90,RL,9400,Corner,Duplex,5,1971,1971,MetalSd,0,912,139000
1284,50,RL,9638,Inside,1Fam,7,1919,1990,Wd Sdng,0,804,169000
1285,50,RM,6000,Inside,1Fam,6,1939,1950,MetalSd,0,780,132500
1286,20,RL,9790,Inside,1Fam,5,1963,1963,HdBoard,81,1328,143000
1287,20,RL,36500,Inside,1Fam,5,1964,1964,Wd Sdng,0,1624,190000
1288,120,RL,5664,Inside,TwnhsE,5,2000,2000,CemntBd,0,1501,278000
1289,60,RL,11065,Inside,1Fam,5,2006,2006,VinylSd,0,1085,281000
1290,80,RL,14112,Corner,1Fam,7,1964,1964,Wd Sdng,0,1152,180500
1291,160,RM,1680,Inside,Twnhs,7,1972,1972,CemntBd,0,630,119500
1292,70,RM,6600,Corner,1Fam,4,1892,1965,Wd Sdng,0,994,107500
1293,60,RL,10140,Inside,1Fam,5,1976,1976,HdBoard,0,832,162900
1294,20,RL,8172,Inside,1Fam,7,1955,1990,WdShing,0,864,115000
1295,20,RL,8400,Inside,1Fam,5,1968,1968,HdBoard,0,1052,138500
1296,20,RL,8700,Inside,1Fam,6,1963,1963,MetalSd,0,1120,155000
1297,180,RM,3675,Inside,TwnhsE,5,2005,2006,VinylSd,0,547,140000
1298,60,RL,63887,Corner,1Fam,5,2008,2008,Stucco,0,6110,160000
1299,20,RL,7500,Inside,1Fam,7,1959,1994,BrkFace,906,1246,154000
1300,60,RL,10762,CulDSac,1Fam,5,1999,1999,VinylSd,0,978,225000
1301,70,RL,7500,Inside,1Fam,7,1942,1950,Wd Sdng,0,771,177500
1302,60,RL,10120,Inside,1Fam,5,1994,1994,VinylSd,0,1165,290000
1303,20,RL,8688,Inside,1Fam,5,2005,2005,VinylSd,0,1616,232000
1304,160,RM,3363,Inside,TwnhsE,5,2004,2004,VinylSd,0,976,130000
1305,20,RL,13173,Corner,1Fam,5,2006,2007,VinylSd,0,1652,325000
1306,120,RL,6955,Inside,TwnhsE,5,2005,2006,VinylSd,0,1368,202500
1307,20,RL,8072,Inside,1Fam,5,1994,1995,VinylSd,0,990,138000
1308,20,RM,12000,Inside,1Fam,7,1948,2005,MetalSd,608,924,147000
1309,20,RL,7153,Inside,1Fam,5,1991,1991,HdBoard,0,1278,179200
1310,20,RL,17500,Inside,1Fam,8,1959,2002,BrkFace,0,1902,335000
1311,20,RL,8814,Inside,1Fam,5,2005,2007,VinylSd,0,1274,203000
1312,60,RL,9572,Inside,1Fam,5,1990,1990,Wd Sdng,0,1453,302000
1313,60,RL,14774,Corner,1Fam,5,1999,1999,VinylSd,0,1393,333168
1314,20,RL,8190,Inside,1Fam,6,1954,1954,Wd Sdng,0,948,119000
1315,60,RL,11075,Inside,1Fam,5,1969,1969,HdBoard,276,952,206900
1316,20,RL,10226,Inside,1Fam,5,2008,2008,VinylSd,0,1622,295493
1317,120,FV,4230,Corner,TwnhsE,5,2006,2007,VinylSd,0,1352,208900
1318,20,RL,14781,CulDSac,1Fam,5,2001,2002,VinylSd,0,1753,275000
1319,20,RL,10215,Inside,1Fam,5,1954,1954,Wd Sdng,0,864,111000
1320,20,RL,8400,Inside,1Fam,3,1957,1957,BrkFace,661,1478,156500
1321,20,RL,6627,Corner,1Fam,6,1949,1950,VinylSd,0,0,72500
1322,60,RL,10186,Inside,1Fam,5,1992,1992,HdBoard,0,750,190000
1323,30,RL,5330,Inside,1Fam,7,1940,1950,VinylSd,0,420,82500
1324,20,RL,9986,Inside,1Fam,5,2006,2007,VinylSd,0,1795,147000
1325,30,RM,3636,Inside,1Fam,4,1922,1950,AsbShng,0,796,55000
1326,30,RH,4270,Inside,1Fam,6,1931,2006,MetalSd,0,544,79000
1327,20,RL,6600,Inside,1Fam,9,1982,2008,VinylSd,0,816,130500
1328,50,RM,10440,Corner,1Fam,7,1920,1950,BrkFace,0,1510,256000
1329,60,RL,9084,Inside,1Fam,5,1998,1998,VinylSd,0,935,176500
1330,20,RL,10000,Inside,1Fam,5,2006,2006,VinylSd,0,1588,227000
1331,80,RL,10780,Inside,1Fam,5,1976,1976,MetalSd,0,911,132500
1332,20,RL,8877,Inside,1Fam,6,1938,1958,MetalSd,0,816,100000
1333,50,RM,7200,Corner,1Fam,6,1938,1995,Wd Sdng,0,803,125500
1334,160,RM,2368,Inside,TwnhsE,6,1970,1970,HdBoard,0,765,125000
1335,20,RL,9650,Inside,1Fam,5,1977,1977,Plywood,0,1350,167900
1336,90,RL,9246,Inside,Duplex,5,1973,1973,Plywood,0,1656,135000
1337,30,RM,4118,Corner,1Fam,4,1941,1950,Wd Sdng,0,693,52500
1338,60,RL,13450,Corner,1Fam,5,2002,2002,VinylSd,0,916,200000
1339,20,RL,9560,Corner,1Fam,7,1972,1972,MetalSd,0,864,128500
1340,20,RL,8294,Inside,1Fam,5,1971,1971,MetalSd,0,858,123000
1341,20,RL,13695,Inside,1Fam,5,2003,2004,VinylSd,0,1114,155000
1342,60,RL,9375,Inside,1Fam,5,2002,2002,VinylSd,0,1284,228500
1343,50,RL,7558,Inside,1Fam,6,1928,1950,BrkFace,0,896,177000
