year_film,year_ceremony,ceremony,category,name,film,winner
1998,1999,71,DOCUMENTARY (Feature),"Jonathan Stack, Liz Garbus","The Farm: Angola, U.S.A.",False
1998,1999,71,DOCUMENTARY (Feature),"James Moll, Ken Lipper",The Last Days,True
1998,1999,71,DOCUMENTARY (Feature),Robert B. Weide,Lenny Bruce: Swear to Tell the Truth,False
1998,1999,71,DOCUMENTARY (Feature),"Barbara Sonneborn, Janet Cole",Regret to Inform,False
1998,1999,71,DOCUMENTARY (Short Subject),Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,True
1998,1999,71,DOCUMENTARY (Short Subject),Charles Guggenheim,A Place in the Land,False
1998,1999,71,DOCUMENTARY (Short Subject),"Shui-Bo Wang, Donald McWilliams",Sunrise over Tiananmen Square,False
1998,1999,71,FILM EDITING,Simona Paggi,Life Is Beautiful,False
1998,1999,71,FILM EDITING,Anne V. Coates,Out of Sight,False
1998,1999,71,FILM EDITING,Michael Kahn,Saving Private Ryan,True
1998,1999,71,FILM EDITING,David Gamble,Shakespeare in Love,False
1998,1999,71,FILM EDITING,"Billy Weber, Leslie Jones, Saar Klein",The Thin Red Line,False
1998,1999,71,FOREIGN LANGUAGE FILM,Brazil,Central Station,False
1998,1999,71,FOREIGN LANGUAGE FILM,Iran,Children of Heaven,False
1998,1999,71,FOREIGN LANGUAGE FILM,Spain,The Grandfather,False
1998,1999,71,FOREIGN LANGUAGE FILM,Italy,Life Is Beautiful,True
1998,1999,71,FOREIGN LANGUAGE FILM,Argentina,Tango,False
1998,1999,71,MAKEUP,Jenny Shircore,Elizabeth,True
1998,1999,71,MAKEUP,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",Saving Private Ryan,False
1998,1999,71,MAKEUP,"Lisa Westcott, Veronica Brebner",Shakespeare in Love,False
1998,1999,71,MUSIC (Original Dramatic Score),David Hirschfelder,Elizabeth,False
1998,1999,71,MUSIC (Original Dramatic Score),Nicola Piovani,Life Is Beautiful,True
1998,1999,71,MUSIC (Original Dramatic Score),Randy Newman,Pleasantville,False
1998,1999,71,MUSIC (Original Dramatic Score),John Williams,Saving Private Ryan,False
1998,1999,71,MUSIC (Original Dramatic Score),Hans Zimmer,The Thin Red Line,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Randy Newman,A Bug's Life,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,Mulan,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Marc Shaiman,Patch Adams,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,The Prince of Egypt,False
1998,1999,71,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,Shakespeare in Love,True
1998,1999,71,MUSIC (Original Song),Music and Lyric by Diane Warren,Armageddon,False
1998,1999,71,MUSIC (Original Song),"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",Quest for Camelot,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Allison Moorer and Gwil Owen,The Horse Whisperer,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Randy Newman,Babe: Pig in the City,False
1998,1999,71,MUSIC (Original Song),Music and Lyric by Stephen Schwartz,The Prince of Egypt,True
1998,1999,71,BEST PICTURE,"Alison Owen, Eric Fellner and Tim Bevan, Producers",Elizabeth,False
1998,1999,71,BEST PICTURE,"Elda Ferri and Gianluigi Braschi, Producers",Life Is Beautiful,False
1998,1999,71,BEST PICTURE,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",Saving Private Ryan,False
1998,1999,71,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,True
1998,1999,71,BEST PICTURE,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",The Thin Red Line,False
1998,1999,71,SHORT FILM (Animated),Chris Wedge,Bunny,True
1998,1999,71,SHORT FILM (Animated),"Christopher Grace, Jonathan Myerson",The Canterbury Tales,False
1998,1999,71,SHORT FILM (Animated),Mark Baker,Jolly Roger,False
1998,1999,71,SHORT FILM (Animated),"Mark Osborne, Steve Kalafer",More,False
1998,1999,71,SHORT FILM (Animated),"Karsten Kiilerich, Stefan Fjeldmark",When Life Departs,False
1998,1999,71,SHORT FILM (Live Action),"Will Speck, Josh Gordon",Culture,False
1998,1999,71,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",Election Night (Valgaften),True
1998,1999,71,SHORT FILM (Live Action),"Alexander Jovy, JJ Keith",Holiday Romance,False
1998,1999,71,SHORT FILM (Live Action),Vivian Goffette,La Carte Postale (The Postcard),False
1998,1999,71,SHORT FILM (Live Action),"Simon Sandquist, Joel Bergvall",Victor,False
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",Armageddon,False
1998,1999,71,SOUND,"Kevin O'Connell, Greg P. Russell, Pud Cusack",The Mask of Zorro,False
1998,1999,71,SOUND,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,True
1998,1999,71,SOUND,"Robin O'Donoghue, Dominic Lester, Peter Glossop",Shakespeare in Love,False
1998,1999,71,SOUND,"Andy Nelson, Anna Behlmer, Paul Brincat",The Thin Red Line,False
1998,1999,71,SOUND EFFECTS EDITING,George Watters II,Armageddon,False
1998,1999,71,SOUND EFFECTS EDITING,David McMoyler,The Mask of Zorro,False
1998,1999,71,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,True
1998,1999,71,VISUAL EFFECTS,"Richard R. Hoover, Pat McClung, John Frazier",Armageddon,False
1998,1999,71,VISUAL EFFECTS,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",Mighty Joe Young,False
1998,1999,71,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,True
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Bill Condon,Gods and Monsters,True
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Elaine May,Primary Colors,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott B. Smith,A Simple Plan,False
1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Terrence Malick,The Thin Red Line,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Warren Beatty, Jeremy Pikser;  Story by Warren Beatty",Bulworth,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Vincenzo Cerami, Roberto Benigni",Life Is Beautiful,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Robert Rodat,Saving Private Ryan,False
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",Shakespeare in Love,True
1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,The Truman Show,False
1998,1999,71,HONORARY AWARD, Elia Kazan in recognition of his indelible contributions to the art of motion picture direction.,,True
1998,1999,71,IRVING G. THALBERG MEMORIAL AWARD,Norman Jewison,,True
1999,2000,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,False
1999,2000,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,False
1999,2000,72,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,False
1999,2000,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,True
1999,2000,72,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,True
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,False
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Annette Bening,American Beauty,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,False
1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,True
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",True
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Samantha Morton,Sweet and Lowdown,False
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,False
1999,2000,72,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Anna and the King,False
1999,2000,72,ART DIRECTION,Art Direction:  David Gropman;  Set Decoration:  Beth Rubino,The Cider House Rules,False
1999,2000,72,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,True
1999,2000,72,ART DIRECTION,Art Direction:  Roy Walker;  Set Decoration:  Bruno Cesari,The Talented Mr. Ripley,False
1999,2000,72,ART DIRECTION,"Art Direction:  Eve Stewart;  Set Decoration:  Eve Stewart, John Bush",Topsy-Turvy,False
1999,2000,72,CINEMATOGRAPHY,Conrad L. Hall,American Beauty,True
1999,2000,72,CINEMATOGRAPHY,Roger Pratt,The End of the Affair,False
1999,2000,72,CINEMATOGRAPHY,Dante Spinotti,The Insider,False
1999,2000,72,CINEMATOGRAPHY,Emmanuel Lubezki,Sleepy Hollow,False
1999,2000,72,CINEMATOGRAPHY,Robert Richardson,Snow Falling on Cedars,False
1999,2000,72,COSTUME DESIGN,Jenny Beavan,Anna and the King,False
1999,2000,72,COSTUME DESIGN,Colleen Atwood,Sleepy Hollow,False
1999,2000,72,COSTUME DESIGN,"Ann Roth, Gary Jones",The Talented Mr. Ripley,False
1999,2000,72,COSTUME DESIGN,Milena Canonero,Titus,False
1999,2000,72,COSTUME DESIGN,Lindy Hemming,Topsy-Turvy,True
1999,2000,72,DIRECTING,Sam Mendes,American Beauty,True
1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,False
1999,2000,72,DIRECTING,Lasse Hallström,The Cider House Rules,False
1999,2000,72,DIRECTING,Michael Mann,The Insider,False
1999,2000,72,DIRECTING,M. Night Shyamalan,The Sixth Sense,False
1999,2000,72,DOCUMENTARY (Feature),"Wim Wenders, Ulrich Felsberg",Buena Vista Social Club,False
1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",Genghis Blues,False
1999,2000,72,DOCUMENTARY (Feature),"Nanette Burstein, Brett Morgen",On the Ropes,False
1999,2000,72,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",One Day in September,True
1999,2000,72,DOCUMENTARY (Feature),"Paola di Florio, Lilibet Foster",Speaking in Strings,False
1999,2000,72,DOCUMENTARY (Short Subject),Bert Van Bork,Eyewitness,False
1999,2000,72,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",King Gimp,True
1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",The Wildest Show in the South: The Angola Prison Rodeo,False
1999,2000,72,FILM EDITING,"Tariq Anwar, Christopher Greenbury",American Beauty,False
1999,2000,72,FILM EDITING,Lisa Zeno Churgin,The Cider House Rules,False
1999,2000,72,FILM EDITING,"William Goldenberg, Paul Rubell, David Rosenbloom",The Insider,False
1999,2000,72,FILM EDITING,Zach Staenberg,The Matrix,True
1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,False
1999,2000,72,FOREIGN LANGUAGE FILM,Spain,All about My Mother,True
1999,2000,72,FOREIGN LANGUAGE FILM,Nepal,Caravan,False
1999,2000,72,FOREIGN LANGUAGE FILM,France,East-West,False
1999,2000,72,FOREIGN LANGUAGE FILM,United Kingdom,Solomon and Gaenor,False
1999,2000,72,FOREIGN LANGUAGE FILM,Sweden,Under the Sun,False
1999,2000,72,MAKEUP,"Michèle Burke, Mike Smithson",Austin Powers: The Spy Who Shagged Me,False
1999,2000,72,MAKEUP,Greg Cannom,Bicentennial Man,False
1999,2000,72,MAKEUP,Rick Baker,Life,False
1999,2000,72,MAKEUP,"Christine Blundell, Trefor Proud",Topsy-Turvy,True
1999,2000,72,MUSIC (Original Score),Thomas Newman,American Beauty,False
1999,2000,72,MUSIC (Original Score),John Williams,Angela's Ashes,False
1999,2000,72,MUSIC (Original Score),Rachel Portman,The Cider House Rules,False
1999,2000,72,MUSIC (Original Score),John Corigliano,The Red Violin,True
1999,2000,72,MUSIC (Original Score),Gabriel Yared,The Talented Mr. Ripley,False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Diane Warren,Music of the Heart,False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Aimee Mann,Magnolia,False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 2,False
1999,2000,72,MUSIC (Original Song),Music and Lyric by Phil Collins,Tarzan,True
1999,2000,72,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",American Beauty,True
1999,2000,72,BEST PICTURE,"Richard N. Gladstein, Producer",The Cider House Rules,False
1999,2000,72,BEST PICTURE,"David Valdes and Frank Darabont, Producers",The Green Mile,False
1999,2000,72,BEST PICTURE,"Michael Mann and Pieter Jan Brugge, Producers",The Insider,False
1999,2000,72,BEST PICTURE,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",The Sixth Sense,False
1999,2000,72,SHORT FILM (Animated),Peter Peake,Humdrum,False
1999,2000,72,SHORT FILM (Animated),Torill Kove,My Grandmother Ironed the King's Shirts,False
1999,2000,72,SHORT FILM (Animated),Alexander Petrov,The Old Man and the Sea,True
1999,2000,72,SHORT FILM (Animated),Paul Driessen,3 Misses,False
1999,2000,72,SHORT FILM (Animated),"Wendy Tilby, Amanda Forbis",When the Day Breaks,False
1999,2000,72,SHORT FILM (Live Action),"Henrik Ruben Genz, Michael W. Horsten","Bror, Min Bror (Teis and Nico)",False
1999,2000,72,SHORT FILM (Live Action),"Mehdi Norowzian, Steve Wax",Killing Joe,False
1999,2000,72,SHORT FILM (Live Action),"Marc-Andreas Bochert, Gabriele Lins",Kleingeld (Small Change),False
1999,2000,72,SHORT FILM (Live Action),Marcus Olsson,Major and Minor Miracles,False
1999,2000,72,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",My Mother Dreams the Satan's Disciples in New York,True
1999,2000,72,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",The Green Mile,False
1999,2000,72,SOUND,"Andy Nelson, Doug Hemphill, Lee Orloff",The Insider,False
1999,2000,72,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,True
1999,2000,72,SOUND,"Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro",The Mummy,False
1999,2000,72,SOUND,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",Star Wars Episode I: The Phantom Menace,False
1999,2000,72,SOUND EFFECTS EDITING,"Ren Klyce, Richard Hymns",Fight Club,False
1999,2000,72,SOUND EFFECTS EDITING,Dane A. Davis,The Matrix,True
1999,2000,72,SOUND EFFECTS EDITING,"Ben Burtt, Tom Bellfort",Star Wars Episode I: The Phantom Menace,False
1999,2000,72,VISUAL EFFECTS,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,True
1999,2000,72,VISUAL EFFECTS,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",Star Wars Episode I: The Phantom Menace,False
1999,2000,72,VISUAL EFFECTS,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",Stuart Little,False
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,The Cider House Rules,True
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Alexander Payne, Jim Taylor",Election,False
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Green Mile,False
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Eric Roth, Michael Mann",The Insider,False
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Anthony Minghella,The Talented Mr. Ripley,False
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Alan Ball,American Beauty,True
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Charlie Kaufman,Being John Malkovich,False
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Magnolia,False
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),M. Night Shyamalan,The Sixth Sense,False
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Mike Leigh,Topsy-Turvy,False
1999,2000,72,HONORARY AWARD, Andrzej Wajda in recognition of five decades of extraordinary film direction.,,True
1999,2000,72,IRVING G. THALBERG MEMORIAL AWARD,Warren Beatty,,True
2000,2001,73,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,False
2000,2001,73,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,True
2000,2001,73,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,False
2000,2001,73,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,False
2000,2001,73,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,False
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,False
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,False
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,Traffic,True
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,False
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,False
2000,2001,73,ACTRESS IN A LEADING ROLE,Joan Allen,The Contender,False
2000,2001,73,ACTRESS IN A LEADING ROLE,Juliette Binoche,Chocolat,False
2000,2001,73,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Requiem for a Dream,False
2000,2001,73,ACTRESS IN A LEADING ROLE,Laura Linney,You Can Count on Me,False
2000,2001,73,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,True
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Chocolat,False
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Pollock,True
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Kate Hudson,Almost Famous,False
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Almost Famous,False
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,False
2000,2001,73,ART DIRECTION,Tim Yip,"Crouching Tiger, Hidden Dragon",True
2000,2001,73,ART DIRECTION,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,Dr. Seuss' How the Grinch Stole Christmas,False
2000,2001,73,ART DIRECTION,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,Gladiator,False
2000,2001,73,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Quills,False
2000,2001,73,ART DIRECTION,Art Direction:  Jean Rabasse;  Set Decoration:  Françoise Benoît-Fresco,Vatel,False
2000,2001,73,CINEMATOGRAPHY,Peter Pau,"Crouching Tiger, Hidden Dragon",True
2000,2001,73,CINEMATOGRAPHY,John Mathieson,Gladiator,False
2000,2001,73,CINEMATOGRAPHY,Lajos Koltai,Malèna,False
2000,2001,73,CINEMATOGRAPHY,Roger Deakins,"O Brother, Where Art Thou?",False
2000,2001,73,CINEMATOGRAPHY,Caleb Deschanel,The Patriot,False
2000,2001,73,COSTUME DESIGN,Tim Yip,"Crouching Tiger, Hidden Dragon",False
2000,2001,73,COSTUME DESIGN,Rita Ryack,Dr. Seuss' How the Grinch Stole Christmas,False
2000,2001,73,COSTUME DESIGN,Janty Yates,Gladiator,True
2000,2001,73,COSTUME DESIGN,Anthony Powell,102 Dalmatians,False
2000,2001,73,COSTUME DESIGN,Jacqueline West,Quills,False
2000,2001,73,DIRECTING,Stephen Daldry,Billy Elliot,False
2000,2001,73,DIRECTING,Ang Lee,"Crouching Tiger, Hidden Dragon",False
2000,2001,73,DIRECTING,Steven Soderbergh,Erin Brockovich,False
2000,2001,73,DIRECTING,Ridley Scott,Gladiator,False
2000,2001,73,DIRECTING,Steven Soderbergh,Traffic,True
2000,2001,73,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,True
2000,2001,73,DOCUMENTARY (Feature),Tod Lending,Legacy,False
2000,2001,73,DOCUMENTARY (Feature),"Frances Reid, Deborah Hoffmann",Long Night's Journey into Day,False
2000,2001,73,DOCUMENTARY (Feature),"Barak Goodman, Daniel Anker",Scottsboro: An American Tragedy,False
2000,2001,73,DOCUMENTARY (Feature),"Josh Aronson, Roger Weisberg",Sound and Fury,False
2000,2001,73,DOCUMENTARY (Short Subject),Tracy Seretean,Big Mama,True
2000,2001,73,DOCUMENTARY (Short Subject),"Chuck Braverman, Steve Kalafer",Curtain Call,False
2000,2001,73,DOCUMENTARY (Short Subject),"Greg MacGillivray, Alec Lorimore",Dolphins,False
2000,2001,73,DOCUMENTARY (Short Subject),Daniel Raim,The Man on Lincoln's Nose,False
2000,2001,73,DOCUMENTARY (Short Subject),"Eric Simonson, Leelai Demoz",On Tiptoe: Gentle Steps to Freedom,False
2000,2001,73,FILM EDITING,"Joe Hutshing, Saar Klein",Almost Famous,False
2000,2001,73,FILM EDITING,Tim Squyres,"Crouching Tiger, Hidden Dragon",False
2000,2001,73,FILM EDITING,Pietro Scalia,Gladiator,False
2000,2001,73,FILM EDITING,Stephen Mirrione,Traffic,True
2000,2001,73,FILM EDITING,Dede Allen,Wonder Boys,False
2000,2001,73,FOREIGN LANGUAGE FILM,Mexico,Amores Perros,False
2000,2001,73,FOREIGN LANGUAGE FILM,Taiwan,"Crouching Tiger, Hidden Dragon",True
2000,2001,73,FOREIGN LANGUAGE FILM,Czech Republic,Divided We Fall,False
2000,2001,73,FOREIGN LANGUAGE FILM,Belgium,Everybody Famous!,False
2000,2001,73,FOREIGN LANGUAGE FILM,France,The Taste of Others,False
2000,2001,73,MAKEUP,"Michèle Burke, Edouard Henriques",The Cell,False
2000,2001,73,MAKEUP,"Rick Baker, Gail Ryan",Dr. Seuss' How the Grinch Stole Christmas,True
2000,2001,73,MAKEUP,"Ann Buchanan, Amber Sibley",Shadow of the Vampire,False
2000,2001,73,MUSIC (Original Score),Rachel Portman,Chocolat,False
2000,2001,73,MUSIC (Original Score),Tan Dun,"Crouching Tiger, Hidden Dragon",True
2000,2001,73,MUSIC (Original Score),Hans Zimmer,Gladiator,False
2000,2001,73,MUSIC (Original Score),Ennio Morricone,Malèna,False
2000,2001,73,MUSIC (Original Score),John Williams,The Patriot,False
2000,2001,73,MUSIC (Original Song),Music and Lyric by Randy Newman,Meet the Parents,False
2000,2001,73,MUSIC (Original Song),Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson,Dancer in the Dark,False
2000,2001,73,MUSIC (Original Song),Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus,"Crouching Tiger, Hidden Dragon",False
2000,2001,73,MUSIC (Original Song),Music by Sting and David Hartley; Lyric by Sting,The Emperor's New Groove,False
2000,2001,73,MUSIC (Original Song),Music and Lyric by Bob Dylan,Wonder Boys,True
2000,2001,73,BEST PICTURE,"David Brown, Kit Golden and Leslie Holleran, Producers",Chocolat,False
2000,2001,73,BEST PICTURE,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Crouching Tiger, Hidden Dragon",False
2000,2001,73,BEST PICTURE,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Erin Brockovich,False
2000,2001,73,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,True
2000,2001,73,BEST PICTURE,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Traffic,False
2000,2001,73,SHORT FILM (Animated),Michael Dudok de Wit,Father and Daughter,True
2000,2001,73,SHORT FILM (Animated),"Steffen Schäffler, Annette Schäffler",The Periwig-Maker,False
2000,2001,73,SHORT FILM (Animated),Don Hertzfeldt,Rejected,False
2000,2001,73,SHORT FILM (Live Action),"Peter Riegert, Ericka Frederick",By Courier,False
2000,2001,73,SHORT FILM (Live Action),"Joan Stein, Christina Lazaridi",One Day Crossing,False
2000,2001,73,SHORT FILM (Live Action),Florian Gallenberger,Quiero Ser (I want to be...),True
2000,2001,73,SHORT FILM (Live Action),"Gail Lerner, Colin Campbell",Seraglio,False
2000,2001,73,SHORT FILM (Live Action),Paulo Machline,A Soccer Story (Uma Historia de Futebol),False
2000,2001,73,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Cast Away,False
2000,2001,73,SOUND,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,True
2000,2001,73,SOUND,"Kevin O'Connell, Greg P. Russell, Lee Orloff",The Patriot,False
2000,2001,73,SOUND,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester",The Perfect Storm,False
2000,2001,73,SOUND,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock",U-571,False
2000,2001,73,SOUND EDITING,"Alan Robert Murray, Bub Asman",Space Cowboys,False
2000,2001,73,SOUND EDITING,Jon Johnson,U-571,True
2000,2001,73,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,True
2000,2001,73,VISUAL EFFECTS,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",Hollow Man,False
2000,2001,73,VISUAL EFFECTS,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti",The Perfect Storm,False
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Robert Nelson Jacobs,Chocolat,False
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,"Crouching Tiger, Hidden Dragon",False
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ethan Coen & Joel Coen,"O Brother, Where Art Thou?",False
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Stephen Gaghan,Traffic,True
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Steve Kloves,Wonder Boys,False
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Cameron Crowe,Almost Famous,True
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Lee Hall,Billy Elliot,False
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Susannah Grant,Erin Brockovich,False
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,Gladiator,False
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Kenneth Lonergan,You Can Count on Me,False
2000,2001,73,HONORARY AWARD, Jack Cardiff,,True
2000,2001,73,HONORARY AWARD, Ernest Lehman,,True
