"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"30571-3815","1","NVIDIA CORP","Monthly","9","2022","SEP-2022","W1K2231631A"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]","Mercedes-Benz","S-Class"," ","2021"," ","ad6b57ec648f61a","7340"," ","In-Vehicle (Commercial / Test)","HYP. 8.0"," "," ","No","ADAS","NVIDIA"," "," "," "," ","Y"," "," "," ","","SEP-2022"," ","SEP-2022","18:15"," ","8cff765f7638c5a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Jose"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","No Injuries Reported","No","Parked","No","No"," "," "," ","Y"," "," "," "," "," "," "," ","Parking Maneuver","No","No","Yes","1"," "," "," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y"," ","No",""," ","No",""," ",""," ",""," ","Yes"," ","Test vehicle 3416 was manually operated while traveling southbound on [XXX], San Jose CA a two-lane one-way street when the operator came to a vacant parking space between two parked vehicles. The test operator engaged the ADAS parking assist system to complete a parallel parking maneuver. The test vehicle negotiated the maneuver, reversing into the parking space. When the vehicle shifted from reverse and to drive it was traveling at 1 MPH when it made contact with the rear bumper of a parked SUV. The test operator disengaged the system and manually completed the parking maneuver. There were no injuries or damage reported."," "
"13781-3741","2","Tesla, Inc.","10-Day Update","","","SEP-2022","7SAYGDEF7NF"," ","N/A","Tesla","Model Y"," ","2022"," ","74a3b97200bb45e","3826"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","13:10"," ","ea7ac92c48fddb3","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Glendora"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","65"," ","Dawn / Dusk","Y"," "," "," "," "," "," "," ","","Passenger Car","Unknown","Yes","Changing Lanes","Unknown","Unknown","Y","Y"," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","75"," "," "," "," "," "," "," "," ","Y","Y"," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3746","2","Tesla, Inc.","10-Day Update","","","SEP-2022","5YJXCAE21GF"," ","N/A","Tesla","Model X"," ","2016"," ","3db2d48da5c60e0","224270"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","14:31"," ","9b51fc98a1d4696","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Mountain View"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","Other, see Narrative","65"," ","Daylight"," "," ","Y"," "," "," "," "," ","","Passenger Car","Unknown","Yes","Proceeding Straight","Unknown","Unknown"," "," ","Y"," "," ","Y"," ","Y","Y"," "," ","Changing Lanes","Yes","Unknown","Unknown","21"," "," ","Y","Y"," "," ","Y"," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3793","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJXCDE27LF"," ","N/A","Tesla","Model X"," ","2020"," ","4f5d91a24634d2e","28440"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","20:43"," ","415741fb85c8abe","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Lloyd Harbor"," ","NY ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3792","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJYGDEE0LF"," ","N/A","Tesla","Model Y"," ","2020"," ","23e654c3175cd98","30914"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","17:36"," ","51a137102a23b5a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Franklin"," ","KY ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3791","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJYGDED7MF"," ","N/A","Tesla","Model Y"," ","2021"," ","4a0f0fa373596fc","23494"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","02:33"," ","5c16b87f5ba93c8","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Solebury Township"," ","PA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3790","1","Tesla, Inc.","1-Day","","","SEP-2022","7SAYGDEE5NF"," ","N/A","Tesla","Model Y"," ","2022"," ","3794330cef10ff4","9646"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","03:08"," ","57c4dd4c4d30838","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Silverton"," ","OH ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3789","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJ3E1EA6LF"," ","N/A","Tesla","Model 3"," ","2020"," ","f71181c66d7f140","53349"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","05:11"," ","a18bebade3214f6","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Burbank"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"502-3744","2","Ford Motor Company","10-Day Update","","","SEP-2022","1FMJK1JT3NE"," ","N/A","Ford","Expedition"," ","2022"," ","58178be26f37ef9","20672"," ","Consumer","Co-Pilot 360 Assist+"," "," ","No","ADAS",""," "," "," "," ","Y"," "," "," ","","AUG-2022"," ","SEP-2022","17:00"," ","e11fa1ed0a55cec","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Bloomington"," ","MN ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","Other, see Narrative","65"," ","Daylight"," "," ","Y"," "," "," "," "," ","","SUV","Minor","Yes","Proceeding Straight","No","Yes"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Stopped","No","No","Yes","0"," "," "," "," "," "," "," ","Y"," "," "," "," "," ","Y"," "," "," "," "," "," ","Yes","Minnesota State Patrol"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","","Y","Yes"," ","10-Day Update on report 502-3744-1 (reported on Sept [XXX], 2022):  Ford has received and updated information on the Incident Scene: Coordinates, Surface Condition, Speed Limit and Weather, and vehicle Mileage.  
1-Day (report# 502-3744-1) Narrative:
This SGO Report is the official Portal submission emailed to NHTSA on Sept [XXX], 2022, during that time the NHTSA SGO Portal was undergoing maintenance.  
The driver reported to Ford that they were traveling South on [XXX] while using Adaptive Cruise Control (ACC) and Lane Centering Assist (LCA), during traffic congestion the Ford driver applied the brakes and came to a complete stop.  The Jeep Wrangler directly behind failed to stop and impacted the right rear of the Ford vehicle, within 30 seconds of Ford vehicle ADAS Level 2 feature deactivation due to brake application.  The Jeep suffered front end damage and was towed, and the passenger was taken to the hospital for minor injuries."," "
"13781-3740","2","Tesla, Inc.","10-Day Update","","","SEP-2022","5YJYGDEE9MF"," ","N/A","Tesla","Model Y"," ","2021"," ","2f42b8f7da7cbdf","20501"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","01:38"," ","e37c75f6c8f7824","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Lake Hughes"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rural Road","Dry","No Unusual Conditions","40"," ","Daylight"," "," "," "," "," "," ","Y"," ","","Pickup Truck","Unknown","Yes","Lane / Road Departure","Unknown","Unknown"," ","Y","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","43"," ","Y","Y","Y"," "," "," "," "," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3739","2","Tesla, Inc.","10-Day Update","","","SEP-2022","5YJYGDEE8MF"," ","N/A","Tesla","Model Y"," ","2021"," ","9ffa0aec2e2afe9","26904"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","21:01"," ","7bd5f9abdd698ac","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Vidor"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Wet","No Unusual Conditions","","Y","Daylight"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"30571-3768","1","NVIDIA CORP","1-Day","","","SEP-2022","W1K2231631A"," ","N/A","Mercedes-Benz","S-Class"," ","2021"," ","ad6b57ec648f61a","7340"," ","In-Vehicle (Commercial / Test)","HYP 8.0"," "," ","No","ADAS","NVIDIA"," "," "," "," ","Y"," "," "," ","","SEP-2022"," ","SEP-2022","18:15"," ","8cff765f7638c5a","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","San Jose"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","25"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","No Injuries Reported","No","Parked","No","No"," "," "," ","Y"," "," "," "," "," "," "," ","Parking Maneuver","No","No","Yes","1"," "," "," "," "," "," ","Y"," "," "," "," "," "," "," "," "," "," "," ","Y"," ","No",""," ","No",""," ",""," ",""," ","Yes"," ","Test vehicle 3416 was manually operated while traveling southbound on [XXX], San Jose CA; a two-lane one-way street; when the operator came to a vacant parking space between two parked vehicles. The test operator engaged the ADAS parking assist system to complete a parallel parking maneuver. The test vehicle negotiated the maneuver, reversing into the parking space. When the vehicle shifted from reverse and to drive it was traveling at ~1 MPH when it made contact with the rear bumper of a parked SUV. The test operator disengaged the system and manually completed the parking maneuver. There were no injuries or damage reported."," "
"1306-3729","2","Toyota Motor Engineering & Manufacturing","10-Day Update","","","SEP-2022","4T3RWRFV7NU"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]","Toyota","RAV4 HV"," ","2022"," ","c382b222f5cfb3c","5424"," ","Consumer","ADAS L2"," "," ","No","ADAS",""," ","Y"," "," ","Y"," "," "," ","","JUL-2022"," ","AUG-2022","20:29"," ","4c2e55083dab925","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Catonsville"," ","MD ","","Y","Highway / Freeway","Dry","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Yes","Other, see Narrative","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Other, see Narrative","No","Yes","No, see Narrative","9"," ","Y","Y"," ","Y"," "," ","Y","Y"," "," "," ","Y"," "," ","Y"," ","Y"," "," ","Unknown","","Y","Yes","","Y","","Y","","Y","Unknown, see Narrative"," ","On August [XXX], 2022 Toyota completed a field report related to this crash. The vehicle was reportedly traveling east on MD [XXX], when it is alleged that it experienced a ""loss of stability control"" and ""swerving back and forth"" condition, forcing the driver to slow his vehicle. The driver alleged that he brought the vehicle to a stop, and approximately 5 seconds later another vehicle struck the subject vehicle in a rear-end collision. 
Toyota obtained Vehicle Control History (VCH) and Event Data Recorder (EDR) data from the subject vehicle. VCH provides an approximately 7.5 second pre-crash data recording, and EDR provides an approximately 5 second pre-crash data recording. Based on the data obtained, the following information was observed: Lane Trace Assist (LTA) was briefly engaged during the recording from approximately 4.8 seconds until 3.6  seconds prior to the crash event. The vehicle was traveling at approximately 53 MPH prior to applying the brakes. The vehicle was impacted in the rear when it was travelling at approximately 9 MPH. The driver's seat belt status was ""OFF"" (not buckled). 
As a result of the crash incident, the subject vehicle was towed away from the scene.
This report is a 10 Day update. The original report ID is 1306-3729-1."," "
"13781-3771","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJ3E1EA1LF"," ","N/A","Tesla","Model 3"," ","2020"," ","4272126b51c759d","58073"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","12:15"," ","846eca1ab72b9af","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Rosemont"," ","IL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1422-3730","2","Volvo Car USA, LLC","10-Day Update","","","SEP-2022","YV4ED3GB1N2"," ","N/A","Volvo","C40"," ","2022"," ","be5c9cd5a1ddb13","5275"," ","Consumer","Pilot Assist"," "," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","","Y","AUG-2022","","Y"," ","","Y","","Y","","Y","Beckett"," ","MA ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","Unknown","","Y","Yes","","Y","","Y","","Y","Unknown, see Narrative"," ","Customer States: ""Traveling south, [XXX] in Beckett Mass. lane departure on, cruise on, ""pilot assist"" on, vehicle hit on drivers side front after crossing center lane without warning. then vehicle hit on passenger front""
10-day Update: Vehicle was inspected on September [XXX], 2022.  Data was downloaded from the vehicle at the time of the inspection.  We are currently analyzing the data recovered."," "
"273-3763","1","Chrysler (FCA US, LLC)","1-Day","","","SEP-2022","1C4RJHDT5N8"," ","N/A","Jeep","Grand Cherokee Overland 4x4"," ","2022"," ","032513dfe2c49b6","","Y","Consumer","","Y"," ","No","ADAS",""," "," "," "," ","Y"," "," "," ","","SEP-2022"," ","SEP-2022","16:30"," ","eebcd6121d12599","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","MI ","","Y","Unknown","Unknown","Unknown","","Y","Daylight"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Making Left Turn","Unknown","Yes"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Unknown","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," "," "," "," ","Y","Unknown","","Y","Yes","","Y","","Y","","Y","Unknown, see Narrative"," ","Driver claims [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] Driver claims [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] in response to the question of whether the Highway Assist feature was being used at the time of the incident.","Y"
"13781-3765","1","Tesla, Inc.","1-Day","","","SEP-2022","5YJSA1E57NF"," ","N/A","Tesla","Model S"," ","2022"," ","3556d47e02712bb","4849"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","SEP-2022"," ","SEP-2022","17:57"," ","572ecf5d1bbec56","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Pleasant Grove"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-3734","2","Tesla, Inc.","10-Day Update","","","SEP-2022","5YJYGDEE2MF"," ","N/A","Tesla","Model Y"," ","2021"," ","df2e813e218fc4b","9645"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","AUG-2022"," ","SEP-2022","20:24"," ","36283addf950d59","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Atlanta"," ","GA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","55"," ","Daylight","Y"," "," "," "," "," "," "," ","","SUV","Unknown","Yes","Proceeding Straight","Unknown","Unknown"," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Proceeding Straight","No","Yes","Unknown","13"," ","Y"," "," ","Y"," "," ","Y"," "," "," "," ","Y"," ","Y"," ","Y","Y"," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
