College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Commerce,"63,000","55,000",--,--,--,--,--,--,--
"GGDSD College, Palampur ",Himachal pradesh,Commerce,"15,190",--,--,--,--,--,--,--,--
"Government Post Graduate College, Una ",Himachal pradesh,Commerce,--,--,8.6,9,8.3,8.3,9.5,7.5,8.7
"Lal Bahadur Shastri Government Degree College, Shimla ",Himachal pradesh,Commerce,--,--,--,--,--,--,--,--,--
"MP Govt College, Una ",Himachal pradesh,Commerce,"3,125",--,4.5,5,3,7,5,3,4
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Commerce,"2,068",--,7.8,9,7,9,7.7,5.3,8.5
"Vallabh Government College, Mandi ",Himachal pradesh,Commerce,"2,340",--,7,8.4,6.7,8.1,6.9,3.8,8
Himachal Pradesh University ,Himachal pradesh,Commerce,"4,580",--,7.2,7.7,6.7,7.7,7.3,6.1,7.7
Swami Vivekanand Government College ,Himachal pradesh,Commerce,"2,434",--,8.1,8.7,8,9.5,8.3,5,9
"Government College, Kangra ",Himachal pradesh,Commerce,"2,850",--,7.2,7.8,6.8,8,7.4,5.5,7.5
"Government Post Graduate College, Chamba ",Himachal pradesh,Commerce,"1,591",--,5.8,7.6,4.8,7.3,7,4,4.3
"University of Jammu, Jammu ",Jammu,Commerce,--,--,6.6,7.5,6.8,7.4,7.6,4.9,5.6
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Commerce,"60,000",--,7.4,8.4,7.4,7.7,8,5.9,7.2
"Government Degree College, Srinagar ",Jammu,Commerce,--,--,7.1,7.7,6.9,7.6,7,5.7,7.8
Model Institute of Engineering and Technology ,Jammu,Commerce,"58,500",--,7.7,8.1,6.8,8.1,8,7.2,8
Baldev Institute of Management Technology and Sciences ,Jammu,Commerce,--,--,--,--,--,--,--,--,--
Government College for Women ,Jammu,Commerce,"29,510",--,7.5,8.6,7.8,8.4,8.2,3.7,8.1
"Government College for Women, Srinagar ",Jammu,Commerce,"4,536",--,6.8,7,7,7,8,3.5,8.5
"Government Degree College for Boys, Anantnag ",Jammu,Commerce,--,--,6.1,6.9,5.1,6.6,6.9,4.6,6.2
"Government Degree College for Boys, Udhampur ",Jammu,Commerce,"6,170",--,6.6,6.7,5.7,7,6.7,5.3,8
"Government Degree College, Doda ",Jammu,Commerce,--,--,6.7,--,--,--,--,--,--
"Government Degree College, Kathua ",Jammu,Commerce,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3
Sri Pratap Memorial Rajput College of Commerce ,Jammu,Commerce,"5,335",--,6.9,7.6,6.2,8.1,5.6,5.7,8.2
Sant Rocha Singh Degree College ,Jammu,Commerce,--,--,--,--,--,--,--,--,--
Central University of Kashmir ,Jammu,Commerce,--,--,7.8,8.2,7.8,8.4,7.2,7.4,7.6
University of Kashmir ,Jammu,Commerce,"18,000","9,350",6.7,7,6.9,7.1,7.2,5.1,6.8
"Gandhi Memorial College, Srinagar ",Jammu,Commerce,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6
"Government Degree College, Baramulla ",Jammu,Commerce,"2,644",--,7.4,8.2,6.4,8.4,8,6.3,7.3
Government Degree College ,Jammu,Commerce,--,--,7.2,8.4,5.4,8.4,8.4,4.7,7.9
Government Degree College Pulwama ,Jammu,Commerce,"2,635",--,6.8,6.5,6,8,6.5,6.6,7.4
"Islamia College of Science and Commerce, Srinagar ",Jammu,Commerce,"6,480","14,780",7.3,8.1,7.2,7.8,7.7,5.7,7.5
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Commerce,"54,366",--,7.7,8.4,7,8.4,7.4,7,7.9
"Directorate of Distance Education, University of Jammu, ",Jammu,Commerce,"6,405","7,290",7.4,8,6.6,8.4,7.6,6.4,7.6
"Government Degree College For Women, Baramulla ",Jammu,Commerce,"5,970",--,--,--,--,--,--,--,--
"Cluster University of Jammu, Jammu ",Jammu,Commerce,"36,380","35,680",8.5,8,--,--,--,--,--
Cluster University of Srinagar ,Jammu,Commerce,"24,780",--,8.2,8.7,8.3,8.1,8.3,7.2,8.5
"Directorate of Distance Education, University Of Kashmir, ",Jammu,Commerce,"4,675",--,--,--,--,--,--,--,--
"University of Ladakh, Ladakh ",Jammu,Commerce,"21,050",--,--,--,--,--,--,--,--
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Commerce,"23,930","24,940",8.2,8.4,8,8.5,8.2,7.6,8.4
Panjab University ,Chandigarh,Commerce,"8,410","9,975",7.7,8.2,7.7,8,7.7,6.5,8.2
"University Business School, Panjab University ",Chandigarh,Commerce,"50,275",--,8.3,8.1,8.4,8.4,7.9,8.1,8.7
"University School of Business, Chandigarh University ",Chandigarh,Commerce,"1,05,000","60,000",9.1,9.1,8.8,9.1,9.2,9.3,8.9
DAV College ,Chandigarh,Commerce,"21,985","21,970",8,8.4,7.4,8.3,8,6.8,8.8
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Commerce,"24,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8
"Post Graduate Government College, Chandigarh ",Chandigarh,Commerce,"20,110","21,200",7.7,8.4,7.3,8.4,7.4,6.5,7.9
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Commerce,"20,110","21,200",8.1,8.6,8.4,8.9,8.2,6.1,8.5
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Commerce,"38,159","51,444",6.5,7.5,5.5,8.3,6,3.7,8
"IITT Institutions, Chandigarh ",Chandigarh,Commerce,"46,850","38,850",--,--,--,--,--,--,--
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Commerce,"24,240","24,760",8.3,8.3,8.7,9.4,8.3,6.5,8.4
"Government College of Commerce and Business Administration, ",Chandigarh,Commerce,--,--,8.2,8.9,6.7,8.8,8.7,7.4,8.9
"Artex Informatic Solutions, Chandigarh ",Chandigarh,Commerce,--,--,--,--,--,--,--,--,--
"UEI Global, Chandigarh ",Chandigarh,Commerce,"35,000",--,8.3,8.2,8.3,8.3,8.5,8.5,8.2
Sri Guru Gobind Singh College ,Chandigarh,Commerce,"24,745","21,970",7.9,8.3,7.5,8.6,7.5,6.8,8.4
"PG Government College for Girls, Chandigarh ",Chandigarh,Commerce,"21,985","21,970",8.1,7.7,7.4,8.9,8.3,8.2,8
"University School of Open Learning, Panjab University ",Chandigarh,Commerce,"15,690","16,775",7.8,8.6,6.5,8.6,7.9,7.2,8.2
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Commerce,"20,400","20,400",--,--,--,--,--,--,--
Swami Vivekanand College of Management and Technology ,Chandigarh,Commerce,"32,000",--,8.3,9,8,--,8,8,--
Swami Vivekanand Group Of Institutes ,Chandigarh,Commerce,"36,000","30,000",8.5,9,7.8,--,9,8.1,--
Arya Vidyapeeth College ,Assam,Arts,"5,250","7,000",7.1,7.7,6.5,8.7,7,5,7.4
"Dispur College, Guwahati ",Assam,Arts,"8,890",--,6.1,6.9,4.6,7.4,6.3,4.5,7
"Guwahati College, Guwahati ",Assam,Arts,--,--,6.8,7.1,5.8,7.8,6.6,5.9,7.3
"B. Borooah College, Guwahati ",Assam,Arts,"5,840",--,7.6,8.2,7.3,8.6,7.5,5.8,8.2
"Handique Girls College, Guwahati ",Assam,Arts,"5,150",--,7.8,8.7,7,8.5,8.2,6.2,8.1
"Lalit Chandra Bharali College, Guwahati ",Assam,Arts,"5,060",--,7.1,7.5,6.8,7.8,8.3,5.2,6.8
"Pragjyotish College, Guwahati ",Assam,Arts,"24,000","12,270",6.5,7.3,5.8,7.6,7.3,4.3,6.9
Indian Institute of Technology ,Assam,Arts,"18,150","30,350",8.6,8.6,8.2,8.1,9.1,8.4,8.9
National Institute of Technology ,Assam,Arts,"35,240",--,8.1,8.1,7.6,7.7,8.3,8.2,8.7
"Dibrugarh University, Dibrugarh ",Assam,Arts,"20,780","6,000",7.8,7.9,7.7,8,8.4,6.5,8.2
Tezpur University ,Assam,Arts,"50,186","39,186",8,8.2,8,7.9,8.8,6.7,8.5
Royal Global University ,Assam,Arts,"66,000","66,000",7.6,7.8,6.6,8,9,6.5,7.7
Dibrugarh Hanumanbux Surajmal Kanoi College ,Assam,Arts,--,--,8,8.6,7.5,8.8,9.2,5.3,8.5
Assam Don Bosco University ,Assam,Arts,"93,000","94,000",7.8,8.3,7.8,8.1,8.8,6.4,7.3
Gauhati University ,Assam,Arts,"14,090","11,090",8.2,8.4,7.5,8.7,8.4,7.2,8.7
Indian Institute of Information Technology ,Assam,Arts,"10,000",--,7.6,8.6,7,7.9,7.9,7.5,6.5
Assam Down Town University ,Assam,Arts,"90,000","60,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6
Central Institute of Technology ,Assam,Arts,--,--,7,7.4,5.5,7.7,8.2,5.3,8
NERIM Group of Institutions ,Assam,Arts,"65,200","65,200",7.1,7.7,6.1,7.5,7.8,6.9,6.6
"Assam Women's University, Jorhat ",Assam,Arts,"16,918","10,386",7.7,8.3,7.3,8.2,6.7,7.5,8.3
Asian Institute of Management and Technology ,Assam,Arts,"82,000",--,8.2,7.5,8,8.5,8.5,8.1,8.3
Tata Institute of Social Sciences ,Assam,Arts,"36,900","58,000",7.7,9,7.7,8.3,7,8,6.3
Assam Rajiv Gandhi University of Cooperative Management ,Assam,Arts,"62,000",--,8.4,9,7.5,9,8.5,8,8.5
Anandaram Dhekial Phookan College ,Assam,Arts,--,--,8.2,9,7.2,8.8,9.2,6.2,8.6
Baosi Banikanta Kakati College ,Assam,Arts,--,--,8.7,9,9,--,--,--,--
"BH College, Barpeta ",Assam,Arts,--,--,7.2,7.7,6.6,8.4,7.9,4.4,7.9
"Bimala Prasad Chaliha College, Kamrup ",Assam,Arts,--,--,--,--,--,--,--,--,--
"Bagadhar Barahma Kishan College, Baksa ",Assam,Arts,"4,080",--,--,--,--,--,--,--,--
"Bahona College, Jorhat ",Assam,Arts,--,--,8.3,8.7,8,8.7,8.3,8.3,7.7
"Bhattadev University, Pathsala ",Assam,Arts,"5,210","19,700",7.2,7.3,5.9,7.5,7.7,7.2,7.8
"Magadh Mahila College, Patna ",Bihar,Arts,"6,257","12,500",7.8,8.5,7.3,9,8,6.1,7.8
Anugrah Narayan College ,Bihar,Arts,"30,000",--,6.8,7.5,5.4,7.5,7.7,5.5,7.4
Patna Women's College ,Bihar,Arts,"31,150",--,7.8,8.3,7.3,8.2,8.6,6.2,8.1
Ram Krishna Dwarika College ,Bihar,Arts,"2,500",--,6.9,7.8,6.1,7.7,7,5.1,7.6
Ram Lakhan Singh Yadav College ,Bihar,Arts,--,--,--,--,--,--,--,--,--
"College of Commerce, Arts & Science, Patna ",Bihar,Arts,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3
Patna University ,Bihar,Arts,"8,200","6,620",7,7.6,6.2,8.2,7.3,5.1,7.4
"Patna College, Patna ",Bihar,Arts,"1,858",--,6.3,7.5,5.3,7.3,6.5,4.6,6.4
Nalanda Open University ,Bihar,Arts,"2,400","4,400",7.3,9,5.8,8.3,7.2,5.4,7.8
"Bihar National College, Patna ",Bihar,Arts,--,--,6.3,7.7,5.6,7.6,5.8,4.3,6.9
Indian Institute of Technology ,Bihar,Arts,"23,168",--,8,8.4,7.1,8.1,8.2,7.9,8.2
"Gaya College, Gaya ",Bihar,Arts,"20,000","25,000",7.1,7.8,6,7.8,7.7,5.6,7.8
"T.N.B. College, Bhagalpur ",Bihar,Arts,"1,130",--,6.9,7.6,6.5,8.1,7,4.2,7.9
National Institute of Technology ,Bihar,Arts,"56,300",--,7.7,7.9,6.9,7.9,7.3,8,8
Tilka Manjhi Bhagalpur University ,Bihar,Arts,"2,550",--,7.5,7.7,6.8,8.1,7.6,6.4,8.1
"Maltidhari College, Patna ",Bihar,Arts,"7,000",--,8.3,9,9,7,8,7,--
Magadh University ,Bihar,Arts,"6,193",--,6,7.1,5,6.9,6.4,4.7,5.8
"St Xavier's College of Education, Patna ",Bihar,Arts,"5,000","5,000",7.8,8,8,8,7,8,8
"Amity University, Patna ",Bihar,Arts,"72,000",--,7.8,8.5,7.2,7.8,7.7,7.8,7.9
Aryabhatta Knowledge University ,Bihar,Arts,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1
Gopal Narayan Singh University ,Bihar,Arts,"10,000","12,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4
Anugrah Memorial College ,Bihar,Arts,"2,524",--,6.4,7.3,4,9,8,4.3,5.7
Anugrah Narayan Singh College ,Bihar,Arts,--,--,5.8,5,5,6,7.5,5,6
"B.M.D. College, Vaishali ",Bihar,Arts,--,--,7.6,8.7,8,8.3,6.7,7.3,6.7
"Bhola Prasad Singh College, Gopalganj ",Bihar,Arts,--,--,--,--,--,--,--,--,--
Bhuwaneshwari Dayal College ,Bihar,Arts,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1
"Bindeshwar Singh College , Patna ",Bihar,Arts,--,--,8.4,9.3,8.7,9.7,8.5,7.8,6.3
"D.K. College, Buxar ",Bihar,Arts,--,--,7.7,8.3,7,8.7,8.7,6.7,7
"Daudnagar College, Aurangabad ",Bihar,Arts,"2,700",--,5.4,7,2,9,5,2.5,7
Government Jamuna Prasad Verma Post Graduate Arts ,Chhattisgarh,Arts,"1,263","1,178",5.3,6,3,8,5,3,7
"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Chhattisgarh,Arts,"1,111","1,231",--,--,--,--,--,--,--
National Institute of Technology ,Chhattisgarh,Arts,"28,000",--,7.4,7.8,6.4,7.5,7,7.7,8.1
"Mahant Laxminarayan Das College, Raipur ",Chhattisgarh,Arts,--,--,6.6,7,4,7.5,7,7,7
Pt. Ravishankar Shukla University ,Chhattisgarh,Arts,"5,970","17,050",6.1,7,4.8,6.8,6.8,4.1,6.8
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur ",Chhattisgarh,Arts,"20,400","18,200",7,7.3,7,7,7,6.3,7.3
"MATS University, Raipur ",Chhattisgarh,Arts,"35,000","15,000",7.4,7.4,7,7.8,7.4,7.2,7.4
Indian Institute of Technology ,Chhattisgarh,Arts,"40,300",--,7.7,8.1,6.6,7.8,7,7.6,8.8
"Amity University, Raipur ",Chhattisgarh,Arts,"50,000","50,000",7.8,7.8,8.3,8,8,6.3,8.2
International Institute of Information Technology ,Chhattisgarh,Arts,"80,150",--,8.2,8.1,8.6,7.6,8.7,7.6,8.6
"ITM University, Raipur ",Chhattisgarh,Arts,"74,000",--,7.4,8,6.4,7,8.3,7.2,7.6
"ICFAI University, Raipur ",Chhattisgarh,Arts,"45,000","27,000",8.6,8.6,8.4,8.8,8.8,8.6,8.4
Shri Rawatpura Sarkar University ,Chhattisgarh,Arts,"17,700","20,200",8.5,9,8,8.5,8.5,8.5,8.5
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Arts,"9,000","11,000",6.4,7.5,7,6,7.5,5.3,5
AAFT University of Media and Arts ,Chhattisgarh,Arts,"2,80,000","2,80,000",--,--,--,--,--,--,--
"Rungta Group of Institutions Bhilai Campus, Bhilai ",Chhattisgarh,Arts,"17,000",--,8.6,9.1,8.7,7.9,9.2,9.1,7.6
"ISBM University, Raipur ",Chhattisgarh,Arts,"16,900","17,900",--,--,--,--,--,--,--
"Disha College of Management Studies- [DCMS], Raipur ",Chhattisgarh,Arts,--,--,8,8,8,8.3,8.3,7.3,8
OP Jindal University School Of Engineering ,Chhattisgarh,Arts,"1,00,000",--,6.7,7.1,6.4,7,7.1,6.1,6.6
"MATS School of Business Studies, Raipur ",Chhattisgarh,Arts,"25,000",--,7.3,8.2,5.4,--,8.1,7.5,--
"Christ College, Bastar ",Chhattisgarh,Arts,--,--,7.7,--,--,9,--,5,9
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Arts,"6,000","5,000",--,--,--,--,--,--,--
"Durga Mahavidyalaya, Raipur ",Chhattisgarh,Arts,--,--,4.7,5,4,5.3,4.3,3,6.3
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg ",Chhattisgarh,Arts,"3,300",--,--,--,--,--,--,--,--
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Arts,"1,780","1,852",3.9,6,--,4,4,2.5,3
"Government Digvijay Autonomous College, Rajnandgaon ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--
"Government Maharishi Valmiki College, Kanker ",Chhattisgarh,Arts,713,773,--,--,--,--,--,--,--
"Government Ram Bhajan Rai NES College, Jashpur ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--
"Government Shahid Kaushal Yadav College, Balod ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--
"Ranchi University, Ranchi ",Jharkhand,Arts,"2,850","2,350",7.5,7.9,6.8,8,8.3,6.2,7.8
St. Xavier's College ,Jharkhand,Arts,"24,300","32,300",8,8.5,7.5,8.3,8.4,6.9,8.2
Central University of Jharkhand ,Jharkhand,Arts,"22,320","23,720",7.5,8.3,7.5,8.5,7.2,5.3,8.1
"Sai Nath University, Ranchi ",Jharkhand,Arts,"58,000",--,6.8,7.4,6.7,6.8,6.9,6.9,6.3
"Ranchi Women's College, Ranchi ",Jharkhand,Arts,"2,350","2,850",7.4,8,7,8.1,7.1,6.9,7.5
"Nirmala College, Ranchi ",Jharkhand,Arts,"16,500",--,8.5,9.2,8.1,8.9,8.7,7.3,8.8
Doranda College ,Jharkhand,Arts,--,--,6.3,6.8,5.3,7.3,6.7,5,6.5
"Marwari College, Ranchi ",Jharkhand,Arts,"7,455",--,6.9,8.1,5.2,7.9,6.8,6.9,6.7
Indian Institute of Management ,Jharkhand,Arts,--,--,9,8.8,8.9,9.4,8.3,9.3,9.5
YBN University ,Jharkhand,Arts,"25,600","1,01,650",8.2,8.5,7.5,8.5,8,8.3,8.4
"RKDF University, Ranchi ",Jharkhand,Arts,"30,000","40,000",--,--,--,--,--,--,--
Nilamber Pitamber University ,Jharkhand,Arts,--,--,8.5,9,7.7,8.6,8.7,8.3,8.6
Netaji Subhas University ,Jharkhand,Arts,"40,000","30,000",9,9.5,9.4,8.7,9.2,8.5,8.7
Radha Govind University ,Jharkhand,Arts,"20,000","10,000",8.6,8.9,8,8.7,8.9,8.4,8.5
National Institute of Foundry & Forge Technology ,Jharkhand,Arts,"33,400",--,8.4,8.1,7.9,8.5,8.4,8.8,8.4
"Arka Jain University, Jamshedpur ",Jharkhand,Arts,"3,00,000","53,000",8.1,8.1,7.7,8.1,8,7.5,9
"Amity University, Ranchi ",Jharkhand,Arts,"71,000",--,7.8,8.2,7.5,8.5,7.2,7,8.2
Usha Martin University ,Jharkhand,Arts,"1,06,000","33,000",7.6,8.5,6.5,8.8,6.8,7.9,7.1
"ICFAI University, Ranchi ",Jharkhand,Arts,"40,000",--,7.2,7.8,6.1,8.6,6.4,6.7,7.4
Sarala Birla University ,Jharkhand,Arts,"47,300","40,800",8.5,8.6,8.3,8.4,8.8,8.4,8.2
Capital University ,Jharkhand,Arts,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1
Ramchandra Chandravansi University ,Jharkhand,Arts,"25,000",--,5.7,7,--,--,6,4,--
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Arts,"12,000","18,000",--,--,--,--,--,--,--
"Annada College, Hazaribagh ",Jharkhand,Arts,"4,720",--,6.9,8.1,5.3,7.4,7.3,6.2,7.2
"B.S.K. College, Barharwa, Sahibganj ",Jharkhand,Arts,--,--,6.8,8.2,5.8,8.3,7,4.2,7.5
"Chatra College, Chatra ",Jharkhand,Arts,--,--,5,2,6,6,2,8,6
"Gossner College, Ranchi ",Jharkhand,Arts,"8,450","30,420",7.2,7.8,6.3,8.2,7.6,5.8,7.4
Jagannath Jain College ,Jharkhand,Arts,568,--,7.6,8.8,6.4,8.8,8.6,4.8,8.4
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Arts,"2,680","4,450",7.4,7.8,7.4,7.6,7.3,7.2,6.9
Indian Institute of Technology ,Himachal pradesh,Arts,"23,500","23,500",7.8,7.8,8,7.7,7.5,7.5,8.1
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Arts,"1,11,100","1,51,500",8.9,8.4,8.3,9.3,8.9,9,9.5
"St Bede's College, Shimla ",Himachal pradesh,Arts,"25,350","34,450",7.9,8.3,8.3,7.7,8.5,7.1,7.6
Indus International University ,Himachal pradesh,Arts,"42,000","38,000",6.8,8,7,7,6,7,6
Jaypee University of Information Technology ,Himachal pradesh,Arts,"50,000",--,7.9,8,8.4,7,8.7,7.9,7.6
"Shoolini University, Solan ",Himachal pradesh,Arts,"1,11,100","94,556",8.3,8.4,7.6,8.4,8.6,8.3,8.7
Eternal University ,Himachal pradesh,Arts,"73,000","40,000",7.5,7.4,7.1,7.8,8.2,7.1,7.4
Abhilashi University ,Himachal pradesh,Arts,"60,000","40,000",8.4,8.9,8.3,8.4,8.6,8.1,8.1
IEC University Baddi ,Himachal pradesh,Arts,"28,600","33,600",7.6,7.5,7.5,7.4,7.7,8,7.5
Career Point University ,Himachal pradesh,Arts,"65,000","20,000",7.5,7.5,7.4,7,7.6,6.6,8.6
Sri Sai University ,Himachal pradesh,Arts,"35,000","10,000",7.4,7.3,6.3,8.2,7.7,6.8,8
"Arni University, Kangra ",Himachal pradesh,Arts,"25,000","20,000",8,8.2,7.4,8.1,8.4,7.7,8.4
Bahra University ,Himachal pradesh,Arts,"60,000",--,7.6,7.8,7.5,8,7.7,7,7.6
"AP Goyal Shimla University, Shimla ",Himachal pradesh,Arts,"60,000",--,7.4,7,6.8,7.7,8,7.5,7.3
Maharaja Agrasen University ,Himachal pradesh,Arts,--,--,7.5,7.7,7.5,7.6,8.7,7,6.2
Manav Bharti University ,Himachal pradesh,Arts,"25,000","36,000",6.2,5.3,4.7,6.7,7,6.3,7
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Arts,"73,000",--,--,--,--,--,--,--,--
Baba Balak Nath Post Graduate College ,Himachal pradesh,Arts,"2,955",--,8,--,--,--,--,--,--
"GGDSD College, Palampur ",Himachal pradesh,Arts,"15,190",--,--,--,--,--,--,--,--
"Government Post Graduate College, Una ",Himachal pradesh,Arts,"4,219",--,8.6,9,8.3,8.3,9.5,7.5,8.7
"Lal Bahadur Shastri Government Degree College, Shimla ",Himachal pradesh,Arts,--,--,--,--,--,--,--,--,--
"MP Govt College, Una ",Himachal pradesh,Arts,"3,125",--,4.5,5,3,7,5,3,4
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Arts,"2,144",--,7.8,9,7,9,7.7,5.3,8.5
"Vallabh Government College, Mandi ",Himachal pradesh,Arts,"2,160",--,7,8.4,6.7,8.1,6.9,3.8,8
Deer Park Institute ,Himachal pradesh,Arts,--,--,9.2,9,9,--,--,--,--
"KLB DAV College for Girls, Kangra ",Himachal pradesh,Arts,--,--,--,--,--,--,--,--,--
Himachal Pradesh University ,Himachal pradesh,Arts,"5,800","6,480",7.2,7.7,6.7,7.7,7.3,6.1,7.7
Swami Vivekanand Government College ,Himachal pradesh,Arts,"2,434",--,8.1,8.7,8,9.5,8.3,5,9
"Government College, Kangra ",Himachal pradesh,Arts,"2,850",--,7.2,7.8,6.8,8,7.4,5.5,7.5
"Government Post Graduate College, Chamba ",Himachal pradesh,Arts,"1,576","1,586",5.8,7.6,4.8,7.3,7,4,4.3
"Government Degree College, Srinagar ",Jammu,Arts,--,--,7.1,7.7,6.9,7.6,7,5.7,7.8
Shri Mata Vaishno Devi University ,Jammu,Arts,"81,750","92,750",7.6,7.5,7.9,7,8.3,6.7,8.3
Central Institute of Temperate Horticultural ,Jammu,Arts,--,--,--,--,--,--,--,--,--
"University of Jammu, Jammu ",Jammu,Arts,--,--,6.6,7.5,6.8,7.4,7.6,4.9,5.6
Indian Institute of Technology ,Jammu,Arts,"40,750",--,8.3,8.9,8.8,8,7.8,7.6,8.6
Islamic University of Science and Technology ,Jammu,Arts,"52,200","36,200",7.4,8.4,6.9,8.2,8,5.5,7.2
"Amar Singh Government Degree College, Srinagar ",Jammu,Arts,--,--,7.1,8.2,6.2,8.6,7.6,5.2,6.9
Government College for Women ,Jammu,Arts,"28,560",--,7.5,8.6,7.8,8.4,8.2,3.7,8.1
"Government College for Women, Srinagar ",Jammu,Arts,"4,382",--,6.8,7,7,7,8,3.5,8.5
"Government Degree College, Jammu ",Jammu,Arts,"7,290",--,7,8,6.3,7.8,8,4.1,7.8
"Government Degree College for Boys, Anantnag ",Jammu,Arts,--,--,6.1,6.9,5.1,6.6,6.9,4.6,6.2
"Government Degree College for Boys, Udhampur ",Jammu,Arts,"6,170",--,6.6,6.7,5.7,7,6.7,5.3,8
"Government Degree College for Women, Anantnag ",Jammu,Arts,"2,530",--,8,9,6,9,9,7,8
"Government MAM College, Jammu ",Jammu,Arts,"5,028",--,7.1,7.4,6.3,8.3,7,5.1,8.4
"Jamia Tul Banat Saifni, Srinagar ",Jammu,Arts,"43,000",--,--,--,--,--,--,--,--
"Swami Vishwatamanand Saraswati Degree College, Rajauri ",Jammu,Arts,--,--,8.8,8,9,9,9,9,9
"Government Degree College, Doda ",Jammu,Arts,--,--,6.7,--,--,--,--,--,--
"Government Degree College, Kathua ",Jammu,Arts,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3
"Baba Farid College of Education, Kathua ",Jammu,Arts,"36,500","31,300",--,--,--,--,--,--,--
Bhargava Degree College ,Jammu,Arts,--,--,--,--,--,--,--,--,--
Baba Ghulam Shah Badshah University ,Jammu,Arts,"67,500","1,08,750",7.2,7.9,7.6,7.4,7.1,5.9,7.1
"Central University of Jammu, Jammu ",Jammu,Arts,"26,050","11,715",8.2,8.4,7.8,8.5,8.6,7.3,8.5
Central University of Kashmir ,Jammu,Arts,"3,000","12,900",7.8,8.2,7.8,8.4,7.2,7.4,7.6
University of Kashmir ,Jammu,Arts,"9,350","4,750",6.7,7,6.9,7.1,7.2,5.1,6.8
"Govt. Gandhi Memorial Science College, Jammu ",Jammu,Arts,--,--,6.7,7.3,6.1,7.9,6.8,4.2,7.6
"Gandhi Memorial College, Srinagar ",Jammu,Arts,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6
"Government Degree College, Baramulla ",Jammu,Arts,"2,644",--,7.4,8.2,6.4,8.4,8,6.3,7.3
Government Degree College ,Jammu,Arts,--,--,7.2,8.4,5.4,8.4,8.4,4.7,7.9
Government Degree College Pulwama ,Jammu,Arts,"2,450",--,6.8,6.5,6,8,6.5,6.6,7.4
"Islamia College of Science and Commerce, Srinagar ",Jammu,Arts,"12,185",--,7.3,8.1,7.2,7.8,7.7,5.7,7.5
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Arts,"20,040","20,060",8.2,8.4,8,8.5,8.2,7.6,8.4
DAV College ,Chandigarh,Arts,"37,430","20,250",8,8.4,7.4,8.3,8,6.8,8.8
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Arts,"16,670","22,000",8.1,8.6,8.4,8.9,8.2,6.1,8.5
"Post Graduate Government College, Chandigarh ",Chandigarh,Arts,"16,670","18,400",7.7,8.4,7.3,8.4,7.4,6.5,7.9
Panjab University ,Chandigarh,Arts,"8,100","8,100",7.7,8.2,7.7,8,7.7,6.5,8.2
"Government Home Science College, Chandigarh ",Chandigarh,Arts,"27,731",--,9.1,8.7,9.3,9.3,8.7,8.7,9.7
"University School of Business, Chandigarh University ",Chandigarh,Arts,"70,000",--,9.1,9.1,8.8,9.1,9.2,9.3,8.9
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Arts,"23,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8
