cd Datawconfid,pctid,x,y,z
3,20,1.016,-0.008,-0.121
3,20,0.988,-0.059,-0.113
3,20,1.031,0.121,-0.105
3,20,0.988,-0.020,-0.141
3,20,0.996,-0.063,-0.105
3,20,1.035,0.121,-0.102
3,20,0.980,-0.023,-0.141
3,20,0.988,-0.051,-0.125
3,20,1.035,0.117,-0.109
3,20,0.988,-0.023,-0.148
3,20,0.988,-0.027,-0.133
3,20,1.031,0.105,-0.105
3,20,0.996,-0.023,-0.152
3,20,1.004,-0.016,-0.117
3,20,1.027,0.102,-0.113
3,20,1.000,-0.039,-0.148
3,20,1.000,-0.039,-0.113
3,20,1.031,0.102,-0.109
3,20,0.988,0.117,-0.156
3,20,1.016,0.090,-0.109
3,20,0.988,0.020,-0.141
3,20,0.992,-0.063,-0.137
3,20,0.965,-0.129,-0.129
3,20,0.977,0.020,-0.137
3,20,0.988,-0.059,-0.133
3,20,0.965,-0.125,-0.125
3,20,0.977,0.016,-0.137
3,20,1.039,-0.059,-0.133
3,20,0.957,-0.133,-0.129
3,20,0.977,0.012,-0.133
3,20,1.035,-0.063,-0.133
3,20,0.969,-0.129,-0.125
3,20,0.984,0.027,-0.145
3,20,1.031,0.105,-0.125
3,20,0.992,0.070,-0.137
3,20,0.996,-0.012,-0.133
3,20,0.949,0.102,-0.078
3,20,0.984,0.020,-0.105
3,20,1.023,0.090,-0.098
3,20,0.996,0.098,-0.125
3,20,1.020,0.008,-0.129
3,20,1.012,0.156,-0.141
3,20,1.016,0.031,-0.117
3,20,0.953,-0.109,-0.152
3,20,0.969,-0.070,-0.109
3,20,1.016,0.016,-0.109
3,20,0.953,-0.102,-0.141
3,20,0.977,-0.063,-0.113
3,20,0.988,0.008,-0.125
3,20,0.953,-0.102,-0.137
3,20,0.980,-0.063,-0.121
3,20,0.980,0.055,-0.129
3,20,0.961,-0.102,-0.148
3,20,0.973,-0.059,-0.117
3,20,1.020,0.047,-0.121
3,20,1.000,-0.105,-0.152
3,20,0.961,-0.055,-0.117
3,20,1.012,0.047,-0.121
3,20,1.000,-0.094,-0.145
3,20,0.977,-0.047,-0.113
3,20,1.016,0.043,-0.117
3,20,0.988,0.090,-0.141
3,20,1.020,0.078,-0.113
3,20,0.953,-0.074,-0.156
3,20,1.000,0.051,-0.117
3,20,0.992,-0.051,-0.105
3,20,0.957,-0.078,-0.148
3,20,0.977,0.043,-0.109
3,20,0.988,-0.051,-0.117
3,20,0.957,-0.090,-0.156
3,20,0.984,-0.059,-0.105
3,20,1.027,0.070,-0.113
3,20,0.961,-0.086,-0.152
3,20,0.980,-0.074,-0.109
3,20,1.012,0.066,-0.121
3,20,0.961,-0.082,-0.152
3,20,0.980,-0.070,-0.125
3,20,1.016,0.055,-0.113
3,20,0.961,-0.078,-0.148
3,20,0.977,-0.082,-0.133
3,20,1.020,0.035,-0.113
3,20,1.004,-0.078,-0.148
3,20,0.977,-0.074,-0.121
3,20,1.004,0.012,-0.109
3,20,1.000,-0.082,-0.145
3,20,0.984,-0.074,-0.125
3,20,0.992,0.047,-0.117
3,20,0.992,0.125,-0.148
3,20,1.035,0.109,-0.105
3,20,0.973,-0.027,-0.141
3,20,0.984,0.121,-0.105
3,20,0.973,-0.094,-0.109
3,20,0.977,-0.039,-0.145
3,20,0.980,0.121,-0.113
3,20,0.977,-0.090,-0.105
3,20,0.965,-0.055,-0.148
3,20,0.992,-0.031,-0.117
3,20,1.027,0.102,-0.105
3,20,0.969,-0.047,-0.145
3,20,1.000,-0.023,-0.121
3,20,1.027,0.090,-0.113
3,20,0.953,-0.055,-0.152
3,20,0.992,-0.031,-0.113
3,20,1.023,0.086,-0.113
3,20,0.965,-0.063,-0.148
3,20,0.984,-0.055,-0.125
3,20,1.031,0.090,-0.105
3,20,1.000,-0.078,-0.148
3,20,0.980,-0.063,-0.129
3,20,1.031,0.082,-0.102
3,20,1.000,-0.063,-0.160
3,20,0.984,-0.078,-0.129
3,20,1.020,0.066,-0.113
3,20,1.000,0.125,-0.152
3,20,1.031,0.125,-0.102
3,20,0.977,0.004,-0.141
3,20,0.988,-0.066,-0.125
3,20,0.969,-0.125,-0.121
3,20,0.973,0.020,-0.121
3,20,0.992,-0.063,-0.129
3,20,0.973,-0.121,-0.125
3,20,0.996,0.031,-0.125
3,20,1.039,-0.063,-0.129
3,20,0.973,-0.121,-0.117
3,20,0.984,-0.008,-0.137
3,20,0.977,-0.051,-0.102
3,20,1.035,0.113,-0.102
3,20,0.980,-0.020,-0.148
3,20,0.988,-0.047,-0.129
3,20,1.031,0.113,-0.105
3,20,1.000,-0.027,-0.156
3,20,0.988,-0.043,-0.125
3,20,1.031,0.113,-0.105
3,20,0.988,-0.035,-0.148
3,20,0.988,-0.023,-0.125
3,20,1.035,0.102,-0.105
3,20,0.992,-0.039,-0.145
3,20,0.996,-0.023,-0.121
3,20,1.023,0.094,-0.102
3,20,0.996,0.109,-0.152
3,20,0.973,0.070,-0.113
3,20,0.984,0.027,-0.137
3,20,0.992,-0.059,-0.137
3,20,0.977,-0.109,-0.129
3,20,0.988,0.016,-0.145
3,20,0.984,-0.066,-0.133
3,20,0.969,-0.129,-0.125
3,20,0.984,0.008,-0.141
3,20,1.043,-0.066,-0.125
3,20,0.961,-0.133,-0.133
3,20,0.980,0.008,-0.141
3,20,1.035,-0.059,-0.129
3,20,0.961,-0.129,-0.117
3,20,0.973,0.008,-0.133
3,20,1.035,0.109,-0.133
3,20,1.000,0.082,-0.133
3,20,0.977,-0.012,-0.129
3,20,0.957,0.109,-0.094
3,20,0.973,0.027,-0.109
3,20,1.012,0.082,-0.102
3,20,1.000,0.105,-0.129
3,20,1.023,0.012,-0.125
3,20,1.004,0.148,-0.145
3,20,1.020,0.035,-0.117
3,20,0.953,-0.102,-0.160
3,20,0.980,-0.066,-0.113
3,20,1.020,0.031,-0.121
3,20,0.953,-0.098,-0.152
3,20,0.977,-0.066,-0.113
3,20,1.004,0.016,-0.109
3,20,0.965,-0.109,-0.145
3,20,0.969,-0.066,-0.121
3,20,0.996,0.020,-0.129
3,20,0.953,-0.113,-0.145
3,20,0.973,-0.063,-0.121
3,20,1.008,0.043,-0.133
3,20,0.996,-0.102,-0.141
3,20,0.980,-0.051,-0.121
3,20,1.016,0.039,-0.117
3,20,0.996,-0.098,-0.145
3,20,0.980,-0.055,-0.121
3,20,1.016,0.035,-0.133
3,20,1.000,0.113,-0.133
3,20,1.027,0.078,-0.109
3,20,0.953,-0.094,-0.160
3,20,1.000,0.086,-0.117
3,20,0.992,-0.039,-0.105
3,20,0.953,-0.094,-0.156
3,20,1.012,0.074,-0.129
3,20,0.992,-0.031,-0.098
3,20,0.957,-0.094,-0.148
3,20,0.969,-0.047,-0.117
3,20,1.020,0.066,-0.125
3,20,0.949,-0.098,-0.145
3,20,0.980,-0.055,-0.109
3,20,1.023,0.059,-0.113
3,20,0.957,-0.113,-0.152
3,20,0.973,-0.066,-0.125
3,20,1.020,0.047,-0.121
3,20,0.953,-0.105,-0.156
3,20,0.973,-0.066,-0.117
3,20,1.000,0.043,-0.117
3,20,1.004,-0.105,-0.152
3,20,0.984,-0.066,-0.121
3,20,1.016,0.035,-0.113
3,20,1.004,-0.105,-0.145
3,20,0.973,-0.066,-0.117
3,20,1.004,0.016,-0.113
3,20,1.004,0.141,-0.145
3,20,1.031,0.102,-0.109
3,20,0.988,-0.039,-0.137
3,20,0.977,0.133,-0.105
3,20,0.988,-0.074,-0.109
3,20,0.969,-0.051,-0.141
3,20,0.980,0.121,-0.105
3,20,0.996,-0.066,-0.109
3,20,0.961,-0.070,-0.148
3,20,0.984,-0.039,-0.109
3,20,1.031,0.082,-0.109
3,20,0.965,-0.074,-0.152
3,20,0.988,-0.020,-0.105
3,20,1.023,0.082,-0.109
3,20,0.953,-0.082,-0.156
3,20,1.004,-0.027,-0.117
3,20,1.020,0.078,-0.109
3,20,1.004,-0.090,-0.152
3,20,1.008,-0.051,-0.121
3,20,1.012,0.070,-0.105
3,20,1.004,-0.090,-0.156
3,20,0.980,-0.035,-0.125
3,20,1.023,0.063,-0.113
3,20,1.000,-0.102,-0.156
3,20,0.984,-0.063,-0.125
3,20,1.031,0.059,-0.117
3,20,1.004,0.156,-0.156
3,20,1.035,0.109,-0.113
3,20,0.977,-0.027,-0.145
3,20,0.984,0.145,-0.105
3,20,0.977,-0.094,-0.117
3,20,0.969,-0.020,-0.141
3,20,0.980,-0.070,-0.109
3,20,1.027,0.105,-0.105
3,20,0.984,0.008,-0.145
3,20,1.027,-0.070,-0.129
3,20,0.980,-0.086,-0.109
3,20,1.000,-0.020,-0.125
3,20,0.980,-0.066,-0.105
3,20,1.035,0.102,-0.109
3,20,0.988,-0.043,-0.141
3,20,0.980,-0.059,-0.129
3,20,1.031,0.102,-0.113
3,20,0.992,-0.055,-0.148
3,20,0.980,-0.051,-0.125
3,20,1.027,0.086,-0.117
3,20,1.000,-0.066,-0.148
3,20,0.988,-0.039,-0.121
3,20,1.027,0.090,-0.113
3,20,0.996,0.137,-0.160
3,20,1.016,0.047,-0.105
3,20,0.977,-0.008,-0.137
3,20,0.988,0.141,-0.109
3,20,0.980,-0.023,-0.109
3,20,0.977,-0.012,-0.145
3,20,0.980,0.141,-0.105
3,20,0.992,-0.047,-0.121
3,20,0.965,-0.016,-0.137
3,20,0.992,-0.070,-0.105
3,20,1.012,0.094,-0.109
3,20,0.973,-0.020,-0.145
3,20,0.984,-0.078,-0.105
3,20,1.027,0.109,-0.102
3,20,0.973,-0.023,-0.148
3,20,0.980,-0.078,-0.121
3,20,1.039,0.109,-0.105
3,20,0.980,-0.023,-0.148
3,20,0.984,-0.074,-0.129
3,20,1.035,0.109,-0.105
3,20,1.004,-0.020,-0.133
3,20,0.988,-0.070,-0.129
3,20,1.027,0.105,-0.113
3,20,1.004,0.016,-0.141
3,20,1.031,0.109,-0.098
3,20,0.980,0.012,-0.152
3,20,0.988,-0.035,-0.125
3,20,0.977,-0.109,-0.102
3,20,0.984,0.004,-0.141
3,20,0.988,-0.055,-0.125
3,20,0.973,-0.094,-0.125
3,20,0.977,0.004,-0.145
3,20,0.988,-0.063,-0.129
3,20,0.977,-0.082,-0.117
3,20,0.984,-0.004,-0.145
3,20,0.980,-0.070,-0.105
3,20,1.020,0.070,-0.109
3,20,0.977,-0.012,-0.152
3,20,0.988,-0.078,-0.102
3,20,1.020,0.051,-0.105
3,20,0.977,-0.012,-0.145
3,20,0.980,-0.082,-0.129
3,20,1.004,0.023,-0.109
3,20,0.973,-0.008,-0.145
3,20,0.988,-0.078,-0.129
3,20,0.984,0.066,-0.113
3,20,0.984,-0.008,-0.133
3,20,0.988,-0.074,-0.137
3,20,1.020,0.094,-0.109
3,20,0.984,-0.004,-0.148
3,20,0.988,-0.070,-0.125
3,20,1.031,0.113,-0.105
3,20,0.988,0.082,-0.141
3,20,1.039,0.121,-0.094
3,20,0.996,0.059,-0.141
3,20,1.000,-0.016,-0.121
3,20,0.957,-0.133,-0.137
3,20,0.992,0.051,-0.145
3,20,1.004,-0.016,-0.117
3,20,0.957,-0.121,-0.133
3,20,0.984,0.047,-0.137
3,20,0.988,-0.016,-0.117
3,20,0.957,-0.125,-0.129
3,20,0.988,0.047,-0.141
3,20,1.012,-0.023,-0.125
3,20,0.965,-0.117,-0.125
3,20,0.988,0.031,-0.137
3,20,1.027,0.098,-0.121
3,20,1.000,0.078,-0.129
3,20,1.004,-0.016,-0.121
3,20,0.957,0.105,-0.086
3,20,0.977,0.012,-0.129
3,20,1.031,0.066,-0.094
3,20,1.012,0.145,-0.117
3,20,0.988,0.012,-0.121
3,20,1.012,0.141,-0.148
3,20,1.023,0.082,-0.109
3,20,1.008,-0.035,-0.129
3,20,0.977,-0.066,-0.117
3,20,1.027,0.078,-0.113
3,20,0.977,-0.066,-0.141
3,20,0.977,-0.051,-0.117
3,20,1.031,0.070,-0.113
3,20,0.961,-0.086,-0.148
3,20,0.977,-0.043,-0.113
3,20,1.020,0.066,-0.121
3,20,0.957,-0.102,-0.152
3,20,0.984,-0.035,-0.117
3,20,1.023,0.063,-0.113
3,20,1.008,-0.109,-0.160
3,20,0.984,-0.016,-0.117
3,20,1.020,0.051,-0.113
3,20,1.004,-0.121,-0.148
3,20,1.008,-0.023,-0.109
3,20,1.020,0.047,-0.113
3,20,1.004,0.160,-0.152
3,20,1.000,0.063,-0.125
3,20,0.953,-0.051,-0.141
3,20,0.980,0.152,-0.113
3,20,0.992,-0.043,-0.113
3,20,0.969,-0.059,-0.148
3,20,0.980,0.164,-0.109
3,20,1.000,-0.055,-0.109
3,20,0.969,-0.063,-0.145
3,20,0.977,-0.074,-0.105
3,20,1.031,0.086,-0.117
3,20,0.969,-0.063,-0.145
3,20,0.977,-0.070,-0.113
3,20,1.023,0.082,-0.109
3,20,0.973,-0.047,-0.141
3,20,0.977,-0.063,-0.121
3,20,1.023,0.078,-0.117
3,20,0.957,-0.008,-0.145
3,20,0.988,-0.066,-0.121
3,20,1.027,0.078,-0.113
3,20,0.988,-0.008,-0.125
3,20,0.980,-0.063,-0.129
3,20,1.023,0.070,-0.117
3,20,1.000,-0.066,-0.129
3,20,0.973,-0.051,-0.117
3,20,1.020,0.063,-0.117
3,20,1.000,0.129,-0.145
3,20,1.016,0.074,-0.113
3,20,0.965,-0.055,-0.156
3,20,0.984,0.145,-0.109
3,20,0.992,-0.047,-0.105
3,20,0.965,-0.063,-0.145
3,20,0.980,0.156,-0.109
3,20,0.980,-0.039,-0.109
3,20,0.965,-0.074,-0.148
3,20,0.969,-0.074,-0.109
3,20,1.016,0.016,-0.109
3,20,0.957,-0.078,-0.148
3,20,0.973,-0.074,-0.105
3,20,0.988,0.023,-0.113
3,20,0.957,-0.082,-0.141
3,20,0.984,-0.078,-0.117
3,20,0.969,0.070,-0.133
3,20,1.000,-0.078,-0.145
3,20,0.973,-0.074,-0.121
3,20,1.020,0.066,-0.117
3,20,1.000,-0.086,-0.152
3,20,0.965,-0.066,-0.125
3,20,1.020,0.059,-0.117
3,20,1.000,-0.086,-0.141
3,20,0.973,-0.059,-0.125
3,20,1.012,0.063,-0.113
3,20,0.984,0.086,-0.145
3,20,1.023,0.094,-0.113
3,20,0.961,-0.066,-0.156
3,20,0.996,0.074,-0.125
3,20,0.992,-0.063,-0.105
3,20,0.957,-0.074,-0.156
3,20,0.980,-0.031,-0.102
3,20,1.023,0.078,-0.113
3,20,0.953,-0.086,-0.152
3,20,0.984,-0.051,-0.113
3,20,1.023,0.074,-0.113
3,20,0.961,-0.090,-0.152
3,20,0.988,-0.066,-0.117
3,20,1.016,0.059,-0.117
3,20,0.957,-0.086,-0.156
3,20,0.977,-0.074,-0.125
3,20,1.016,0.055,-0.117
3,20,1.004,-0.090,-0.152
3,20,0.980,-0.078,-0.129
3,20,1.020,0.043,-0.109
3,20,1.000,-0.102,-0.152
3,20,0.969,-0.074,-0.129
3,20,1.027,0.031,-0.117
3,20,1.000,0.137,-0.152
3,20,1.039,0.113,-0.105
3,20,1.000,-0.012,-0.133
3,20,0.977,0.125,-0.102
3,20,0.984,-0.086,-0.109
3,20,0.984,-0.031,-0.141
3,20,0.992,0.129,-0.109
3,20,0.980,-0.082,-0.113
3,20,0.977,-0.047,-0.145
3,20,0.980,-0.055,-0.113
3,20,1.031,0.098,-0.105
3,20,0.973,-0.066,-0.148
3,20,0.980,-0.043,-0.125
3,20,1.031,0.090,-0.113
3,20,0.957,-0.066,-0.145
3,20,0.988,-0.020,-0.121
3,20,1.023,0.078,-0.117
3,20,0.953,-0.074,-0.156
3,20,1.008,-0.016,-0.121
3,20,1.023,0.078,-0.117
3,20,1.000,-0.086,-0.156
3,20,0.996,-0.047,-0.117
3,20,1.031,0.074,-0.121
3,20,1.004,-0.094,-0.152
3,20,0.977,-0.043,-0.121
3,20,1.020,0.063,-0.113
3,20,1.000,0.148,-0.164
3,20,1.016,0.105,-0.105
3,20,0.969,-0.027,-0.141
3,20,0.988,0.152,-0.105
3,20,0.977,-0.090,-0.117
3,20,0.973,-0.023,-0.141
3,20,0.984,0.145,-0.109
3,20,0.984,-0.094,-0.113
3,20,0.969,-0.020,-0.137
3,20,0.980,-0.074,-0.105
3,20,1.031,0.113,-0.109
3,20,0.965,0.000,-0.133
3,20,1.031,-0.070,-0.125
3,20,0.980,-0.090,-0.113
3,20,0.973,0.020,-0.133
3,20,1.020,0.109,-0.117
3,20,0.977,0.012,-0.148
3,20,0.984,-0.047,-0.125
3,20,0.965,0.102,-0.102
3,20,0.980,0.074,-0.098
3,20,1.031,0.113,-0.098
3,20,1.000,0.066,-0.129
3,20,1.035,-0.035,-0.125
3,20,0.949,-0.156,-0.141
3,20,1.000,0.043,-0.129
3,20,1.027,-0.027,-0.121
3,20,0.953,-0.152,-0.137
3,20,0.992,0.055,-0.133
3,20,1.027,0.078,-0.125
3,20,1.000,0.129,-0.113
3,20,1.004,-0.012,-0.125
3,20,0.957,0.078,-0.102
3,20,0.969,-0.031,-0.125
3,20,1.008,0.012,-0.125
3,20,0.953,-0.125,-0.152
3,20,0.965,-0.027,-0.109
3,20,1.004,0.008,-0.125
3,20,1.004,-0.117,-0.141
3,20,0.980,-0.023,-0.109
3,20,1.000,0.023,-0.117
3,20,0.996,-0.090,-0.133
3,20,0.984,-0.020,-0.113
3,20,1.000,0.008,-0.129
3,20,0.988,-0.070,-0.137
3,20,0.980,-0.020,-0.121
3,20,1.008,0.000,-0.129
3,20,0.996,0.070,-0.121
3,20,1.023,0.047,-0.121
3,20,0.945,-0.121,-0.148
3,20,0.977,0.051,-0.109
3,20,1.004,-0.008,-0.098
3,20,0.953,-0.129,-0.156
3,20,0.984,-0.047,-0.117
3,20,1.008,0.039,-0.109
3,20,0.945,-0.121,-0.164
3,20,0.980,-0.055,-0.109
3,20,1.008,0.035,-0.113
3,20,0.945,-0.125,-0.160
3,20,0.980,-0.059,-0.113
3,20,1.016,0.020,-0.117
3,20,0.945,-0.125,-0.141
3,20,0.965,-0.055,-0.121
3,20,1.020,0.027,-0.121
3,20,1.004,-0.125,-0.141
3,20,0.973,-0.051,-0.121
3,20,1.012,0.008,-0.125
3,20,1.004,-0.117,-0.141
3,20,0.977,-0.039,-0.117
3,20,1.004,0.004,-0.121
3,20,1.004,0.137,-0.148
3,20,1.023,0.078,-0.117
3,20,0.977,-0.070,-0.137
3,20,0.980,0.137,-0.113
3,20,0.996,-0.039,-0.109
3,20,0.969,-0.094,-0.145
3,20,0.980,0.125,-0.117
3,20,1.000,-0.035,-0.098
3,20,0.953,-0.098,-0.156
3,20,0.988,-0.031,-0.113
3,20,1.020,0.063,-0.117
3,20,0.949,-0.102,-0.145
3,20,0.980,-0.012,-0.117
3,20,1.012,0.059,-0.121
3,20,0.949,-0.113,-0.156
3,20,0.980,-0.020,-0.121
3,20,1.020,0.055,-0.117
3,20,0.953,-0.125,-0.156
3,20,1.000,-0.031,-0.117
3,20,1.008,0.047,-0.109
3,20,1.004,-0.121,-0.145
3,20,0.984,-0.039,-0.121
3,20,1.008,0.039,-0.117
3,20,1.008,-0.125,-0.152
3,20,0.977,-0.051,-0.121
3,20,1.020,0.039,-0.121
3,20,1.008,0.156,-0.152
3,20,1.031,0.094,-0.113
3,20,0.969,-0.051,-0.141
3,20,0.980,0.156,-0.105
3,20,0.992,-0.059,-0.109
3,20,0.969,-0.043,-0.141
3,20,0.980,0.152,-0.113
3,20,0.988,-0.059,-0.102
3,20,0.988,-0.020,-0.141
3,20,0.984,-0.059,-0.109
3,20,1.020,0.090,-0.121
3,20,0.969,0.012,-0.125
3,20,1.023,-0.066,-0.121
3,20,0.996,-0.051,-0.105
3,20,0.984,-0.051,-0.133
3,20,0.980,-0.063,-0.125
3,20,1.031,0.086,-0.113
3,20,0.973,-0.074,-0.141
3,20,0.977,-0.047,-0.125
3,20,1.031,0.074,-0.113
3,20,1.000,-0.082,-0.156
3,20,0.988,-0.039,-0.121
3,20,1.031,0.070,-0.121
3,20,1.000,-0.090,-0.152
3,20,0.988,-0.023,-0.117
3,20,1.023,0.066,-0.113
3,20,1.004,0.148,-0.156
3,20,1.000,0.039,-0.102
3,20,0.973,-0.031,-0.141
3,20,0.984,0.152,-0.105
3,20,0.980,-0.004,-0.117
3,20,0.973,-0.023,-0.145
3,20,0.980,0.152,-0.102
3,20,0.988,-0.059,-0.121
3,20,0.961,-0.023,-0.141
3,20,0.988,-0.074,-0.105
3,20,1.020,0.105,-0.109
3,20,0.969,-0.023,-0.145
3,20,0.984,-0.074,-0.105
3,20,1.031,0.109,-0.109
3,20,0.977,-0.023,-0.141
3,20,0.980,-0.078,-0.125
3,20,1.043,0.113,-0.102
3,20,0.980,-0.020,-0.141
3,20,0.984,-0.070,-0.129
3,20,1.035,0.109,-0.102
3,20,1.004,0.000,-0.145
3,20,1.023,0.113,-0.125
3,20,0.984,0.035,-0.141
3,20,1.004,-0.035,-0.125
3,20,0.969,-0.121,-0.102
3,20,0.988,0.031,-0.145
3,20,0.992,-0.035,-0.125
3,20,0.969,-0.113,-0.102
3,20,0.988,0.023,-0.145
3,20,0.980,-0.055,-0.133
3,20,0.973,-0.105,-0.125
3,20,0.984,0.023,-0.148
3,20,0.988,-0.055,-0.133
3,20,0.973,-0.090,-0.133
3,20,0.980,0.023,-0.148
3,20,1.031,-0.063,-0.137
3,20,0.973,-0.066,-0.121
3,20,0.977,0.020,-0.145
3,20,1.035,-0.066,-0.133
3,20,0.961,-0.051,-0.125
3,20,0.984,0.008,-0.141
3,20,1.043,0.125,-0.129
3,20,0.988,0.043,-0.109
3,20,0.996,-0.023,-0.125
3,20,0.949,0.117,-0.090
3,20,0.996,0.008,-0.125
3,20,1.023,0.063,-0.090
3,20,1.000,0.133,-0.125
3,20,1.012,0.023,-0.121
3,20,1.004,0.109,-0.145
3,20,1.023,0.074,-0.117
3,20,0.957,-0.094,-0.152
3,20,0.992,-0.020,-0.113
3,20,1.020,0.070,-0.117
3,20,0.953,-0.102,-0.156
3,20,0.996,-0.023,-0.125
3,20,1.020,0.070,-0.113
3,20,0.953,-0.098,-0.152
3,20,0.992,-0.039,-0.117
3,20,1.012,0.063,-0.109
3,20,0.957,-0.098,-0.156
3,20,0.973,-0.023,-0.129
3,20,1.016,0.059,-0.113
3,20,1.000,-0.105,-0.148
3,20,0.977,-0.063,-0.125
3,20,1.023,0.059,-0.121
3,20,1.000,-0.113,-0.152
3,20,0.969,-0.066,-0.129
3,20,1.023,0.059,-0.113
3,20,1.004,-0.094,-0.156
3,20,0.977,-0.074,-0.125
3,20,1.012,0.043,-0.113
3,20,1.004,0.141,-0.152
3,20,1.035,0.109,-0.105
3,20,0.980,0.012,-0.145
3,20,0.984,-0.070,-0.121
3,20,0.973,-0.090,-0.117
3,20,0.996,-0.004,-0.129
3,20,0.984,0.137,-0.109
3,20,0.984,-0.090,-0.113
3,20,1.004,-0.039,-0.117
3,20,0.980,-0.063,-0.109
3,20,1.035,0.109,-0.098
3,20,0.973,-0.043,-0.148
3,20,0.980,-0.055,-0.102
3,20,1.027,0.090,-0.113
3,20,0.965,-0.055,-0.148
3,20,0.988,-0.043,-0.121
3,20,1.027,0.090,-0.109
3,20,1.000,-0.063,-0.148
3,20,0.977,-0.035,-0.121
3,20,1.035,0.090,-0.105
3,20,1.000,-0.078,-0.148
3,20,0.992,-0.020,-0.129
3,20,1.023,0.086,-0.105
3,20,1.000,-0.078,-0.156
3,20,1.008,-0.031,-0.129
3,20,1.016,0.074,-0.109
3,20,1.000,0.141,-0.145
3,20,0.980,0.090,-0.117
3,20,0.977,-0.012,-0.145
3,20,0.984,0.148,-0.102
3,20,0.980,-0.090,-0.109
3,20,0.973,-0.027,-0.145
3,20,0.977,-0.082,-0.105
3,20,1.035,0.109,-0.102
3,20,0.980,-0.023,-0.145
3,20,0.988,-0.070,-0.105
3,20,1.023,0.113,-0.098
3,20,0.977,-0.023,-0.137
3,20,0.988,-0.070,-0.129
3,20,1.023,0.102,-0.109
3,20,0.965,-0.012,-0.133
3,20,0.984,-0.070,-0.133
3,20,1.031,0.105,-0.109
3,20,1.023,0.012,-0.129
3,20,1.035,0.113,-0.125
3,20,0.980,0.008,-0.145
3,20,0.996,-0.012,-0.125
3,20,0.973,-0.102,-0.105
3,20,0.977,0.004,-0.145
3,20,0.992,-0.055,-0.133
3,20,0.973,-0.086,-0.102
3,20,0.977,0.000,-0.148
3,20,0.992,-0.066,-0.133
3,20,0.977,-0.086,-0.102
3,20,0.973,-0.008,-0.141
3,20,0.984,0.141,-0.105
3,20,0.984,-0.066,-0.121
3,20,0.977,-0.020,-0.141
3,20,0.980,-0.082,-0.102
3,20,1.035,0.055,-0.105
3,20,0.977,-0.027,-0.145
3,20,0.984,-0.086,-0.102
3,20,1.016,0.031,-0.113
3,20,0.973,-0.023,-0.141
3,20,0.988,-0.078,-0.125
3,20,1.000,0.023,-0.113
3,20,0.977,-0.031,-0.148
3,20,0.980,-0.082,-0.129
3,20,1.020,0.086,-0.113
3,20,0.992,-0.039,-0.148
3,20,0.980,-0.078,-0.133
3,20,1.016,0.098,-0.105
3,20,0.992,-0.039,-0.145
3,20,0.984,-0.078,-0.129
3,20,1.023,0.102,-0.102
3,20,0.996,0.086,-0.145
3,20,1.031,0.117,-0.105
3,20,0.977,0.016,-0.145
3,20,1.008,-0.004,-0.117
3,20,0.965,-0.113,-0.125
3,20,0.980,0.012,-0.148
3,20,0.996,-0.023,-0.113
3,20,0.973,-0.113,-0.125
3,20,0.984,0.004,-0.145
3,20,0.992,-0.047,-0.117
3,20,0.965,-0.109,-0.125
3,20,0.973,-0.004,-0.145
3,20,0.988,-0.043,-0.109
3,20,1.020,0.094,-0.090
3,20,0.973,-0.008,-0.148
3,20,0.988,-0.063,-0.137
3,20,1.020,0.090,-0.105
3,20,0.977,-0.012,-0.145
3,20,0.988,-0.074,-0.137
3,20,1.031,0.090,-0.105
3,20,0.984,-0.023,-0.141
3,20,0.980,-0.074,-0.129
3,20,1.027,0.066,-0.109
3,20,0.992,-0.023,-0.145
3,20,0.980,-0.078,-0.129
3,20,1.027,0.039,-0.113
3,20,0.980,0.098,-0.141
3,20,1.039,0.121,-0.094
3,20,0.992,0.035,-0.121
3,20,1.004,-0.043,-0.133
3,20,0.953,-0.152,-0.133
3,20,0.996,0.016,-0.129
3,20,1.000,-0.051,-0.133
3,20,0.953,-0.148,-0.125
3,20,0.984,0.020,-0.137
3,20,1.035,-0.043,-0.137
3,20,0.957,-0.137,-0.121
3,20,0.984,0.020,-0.137
3,20,1.031,-0.031,-0.125
3,20,0.969,-0.117,-0.133
3,20,0.977,0.016,-0.141
3,20,1.020,0.051,-0.121
3,20,1.000,0.078,-0.133
3,20,1.004,-0.035,-0.133
3,20,0.965,0.031,-0.102
3,20,0.980,0.023,-0.113
3,20,1.035,0.094,-0.094
3,20,1.027,0.027,-0.105
3,20,1.016,0.023,-0.121
3,20,1.008,0.156,-0.152
3,20,1.012,0.066,-0.113
3,20,0.961,-0.078,-0.137
3,20,0.984,-0.063,-0.121
3,20,1.016,0.059,-0.113
3,20,0.961,-0.063,-0.141
3,20,0.984,-0.059,-0.109
3,20,1.023,0.059,-0.117
3,20,0.953,-0.059,-0.133
3,20,0.977,-0.055,-0.125
3,20,1.016,0.059,-0.117
3,20,0.961,-0.023,-0.141
3,20,0.969,-0.047,-0.117
3,20,1.023,0.047,-0.117
3,20,1.000,-0.008,-0.125
3,20,0.973,-0.039,-0.109
3,20,1.012,0.043,-0.129
3,20,1.000,-0.066,-0.121
3,20,0.984,-0.039,-0.121
3,20,1.016,0.035,-0.121
3,20,1.004,0.129,-0.145
3,20,1.023,0.066,-0.117
3,20,0.957,-0.090,-0.141
3,20,0.977,0.145,-0.117
3,20,0.996,-0.031,-0.109
