tweet,date,time,timezone,urls,language
"#Digital #video curation #startup Flickstree - that uses #ArtificialIntelligence (AI) voiceover, #AI script and auto-generates branded video #content - has raised $5 million as a part of its pre-Series B #funding round led by Venture Catalysts. #India #StartupIndia #DigitalIndia",2022-10-11,03:57:46,0,[],en
Get a Valuation For Your Company with Four Easy Steps  Creating a startup is a lot of work. From coming up with ideas to finding a location for your bus... #Business @qnewshub @qnewscrunch  https://t.co/XoBDhsackB,2022-10-09,03:58:50,0,['https://qnewscrunch.com/business/get-a-valuation-for-your-company-with-four-easy-steps/?feed_id=41062'],en
Plan 9 startup ‘Euphoria XR’ secures $1.2 million in funding from US firm InterApp  https://t.co/X0KcnhKNav,2022-10-11,03:49:24,0,['https://hoshyarpakistan.com/technology/1477250/'],en
#Legaltech #startup Oddr - that's building an #ArtificialIntelligence-backed 'invoice to cash' hub to simplify and reduce complexities in the processes at #lawfirms - has raised $2 million seed #funding co-led by Saama Capital and Twin Ventures. #India #StartupIndia #DigitalIndia,2022-10-11,03:44:52,0,[],en
@Steph_Gaither @MetricEsg provides carbon &amp; diversity measurement for startups. The initial calculator is free!   We also provide peer benchmarks and an ESG Milestone Manager with recommendations and resources organized by funding stage.,2022-10-11,03:39:58,0,[],en
Some of the best startups I know would not exist if they overanalyzed their moat like a VC.,2022-10-11,03:35:10,0,[],en
Runway to success: how this incubator in Uttarakhand builds strong and scalable startups - YourStory  https://t.co/dgJt4X0Nuk,2022-10-11,03:07:33,0,['http://dlvr.it/SZsDH0'],en
#IndustryGoogleRSS #EconomyMonetary  #SomewhatBullish 2022/10/11 10:59 India pitches new group at G-20 level for startups: DPIIT secretary | The Fina...  https://t.co/DZEdjG6qmf,2022-10-11,03:32:19,0,['https://www.financialexpress.com/industry/sme/india-pitches-new-group-at-g-20-level-for-startups-dpiit-secretary/2706465/'],en
@NajamAli2020 Sir blaming governments is not just solution. Let the market players play their part too. A fintech Co-founder proudly tweets about turning down a candidate just because he asked for 1M PKR whereas the same fintechs or startups look for investors abroad for funding 1/2,2022-10-11,03:31:06,0,[],en
Is there an #Incubator that supports #founders bootstrapping with a paycheck? #startups  https://t.co/xhigeJ3e8P,2022-10-11,03:30:17,0,['https://www.sramanamitra.com/2021/09/28/12-udemy-courses-on-how-to-build-a-startup-while-working-full-time/'],en
"Time to stop hiding behind the ""I'm too old for this!"" excuse.  Stay young at heart. Make some new friends, today.  New friends are the best kind of friends ♥ -   https://t.co/dElye6ceeu  #Socialmedia #Startup #India  https://t.co/SQTqBXSSHe",2022-10-11,03:30:02,0,['https://buff.ly/3PnebfL'],en
News: BNB Chain to boost European Web3 startups with DApp incubator program #cryptocurrency #NFT #NFTs #NFTCommunity #nftart #NFTJapan #NFTartist #NFTGiveaways #Bitcoin #Ethereum #BTHustlers  https://t.co/OaUdAknuSq,2022-10-11,03:30:00,0,[],en
#Google leads $12m funding for Belfast VR start-up SideQuest   https://t.co/Lt5rFy7Ind    #TechJunkieInvest #TechJunkieNews #startups  #VirtualReality  https://t.co/zK4C4S25y4,2022-10-11,03:27:35,0,['https://bit.ly/3SPXPyr'],en
"We are thrilled to announce another great news for our alumnus – Geraldo Salandra.  His AI startup just hit an important milestone, it has raised US$7 million in Series A funding! We can’t wait to see the development of this rocket ship!  https://t.co/OOMVQwASl5",2022-10-11,03:24:00,0,['https://www.digitalnewsasia.com/business/malaysian-based-respondio-raises-us7mil-bring-social-commerce-enterprise'],en
"RT insurtechforum ""RT @BrackeenDebbie: New #podcast episode! I spoke to @AMBestCo about #insurtech and how it offers a gateway to #innovation.   https://t.co/iqDuynvhXB #insurance #VC #startups"" #Tech #Fintech #Finserv #AI #Insurtech #MachineLearning #ML #Insurance #CX #Robotics…",2022-10-11,03:22:49,0,['https://podcasts.apple.com/us/podcast/am-best-audio-thursday-october-6-2022/id126723118?i=1000581827362'],en
Who are some of your favorites founders or VC Tweeters?   I’m about to embark on a long journey to funding for my #startups - and I need to feed my mind with solid information from good people.  Drop your favorite #Entrepreneurship tweeters for me to follow.,2022-10-11,03:21:15,0,[],en
"Times of India: Indian #startups will soon launch sats, try own rockets  https://t.co/PgQYnUNQ7h",2022-10-11,03:13:25,0,['https://timesofindia.indiatimes.com/india/indian-startups-will-soon-launch-sats-try-own-rockets-jitendra-singh/articleshow/94771681.cms'],en
"Calling all founders!  the @msft4startups Founders Hub provides amazing benefits, including:  - up to six figures in @Azure credits - free access to @github's enterprise tier - mentorship resources - and more  Open to all, no funding required:  https://t.co/r2rE3BMUHP",2022-10-11,03:18:57,0,['http://aka.ms/thisweekinstartups'],en
".@gilbert joined @jason to break down the state of vc:  global vc funding in Q3 was $81B (-53% y/y, -33% q/q) 37 companies became unicorns in Q3 (-78% y/y, -65% q/q) (via @crunchbasenews)  but it's not all bad, according to jason:  https://t.co/ZsXElopalK",2022-10-11,03:16:40,0,[],en
How Chicago startup Spool is using its own services to launch a venture funding arm  https://t.co/oenbhmTIwC #business #chicago,2022-10-11,03:15:34,0,['https://www.bizjournals.com/chicago/inno/stories/news/2022/09/21/chicago-startup-spool-venture-funding-arm.html?ana=RSS&s=article_search'],en
Aussie startups raised $471 million in September — the strongest funding month since March  https://t.co/4Rmq0ZrnLz,2022-10-11,03:15:00,0,['https://buff.ly/3fQY6CC'],en
"Fintech startup Airwallex raises $100 million, valued at $5.5 billion - WTVB: (Reuters) - Fintech platform Airwallex said on Tuesday it raised $100 million in its recently closed funding round, sustaining its $5.5 billion ...  https://t.co/R68K0FgE83 #finpeform #fintech",2022-10-11,03:13:42,0,['http://dlvr.it/SZsDmh'],en
#TechStuff: Aptean Secures Strategic Growth Investment from TA and Insight Partners to Accelerate Innovation and Global Expansion - GlobeNewswire  #entrepreneur #venturecapital #vc #startups  Read More Here:  https://t.co/WKeMCVO6kl,2022-10-11,03:12:13,0,['https://www.globenewswire.com/news-release/2022/10/10/2531296/0/en/Aptean-Secures-Strategic-Growth-Investment-from-TA-and-Insight-Partners-to-Accelerate-Innovation-and-Global-Expansion.html'],en
Fortnite Winterfest 2022 – Let Your Icy Creativity Snow! #Gamelevate #GMTVHub #esports #esportsfans #gaming #gamers #gamelovers #usa #fifa #sports #startups #vc #capital #venturecapital #funding #future #crowdfunding #equitycrowdfunding #privateequity   https://t.co/gevqJuP2YD,2022-10-11,03:11:06,0,['https://gamelevate.com/fortnite-winterfest-2022-callout/'],en
@RMB @ShaneBurnsDotUs Early stage is the future. Of course late stage venture funding goes to SF startups (if you can even call a remote startup an SF startup.)  I'd prefer to see these numbers for Seed/A.,2022-10-11,03:08:49,0,[],en
Announcement #MoPSW Marine startup - Avail USHUS Scheme nurtured by @IIMKozhikode &amp; @cslcochin Visit  https://t.co/StfSoMkftT FOCUS AREA’S • Technology • AI • machine learning • Ships &amp; ROVs • Simulation • Fishing • 3D printing • Alternate/advanced materials • many more  https://t.co/jaZuahsU7Z,2022-10-11,03:06:09,0,['http://www.iimklive.org/csliimklive'],en
"Airwallex raises $100M to power cross&amp;border business banking, valuation stays flat at $5.5B: The economy may be showing many signs of contraction right now, but many companies still need to do business internationally. Now a startup…  https://t.co/d2aOznDKP8 #ev #tesla #technews",2022-10-11,03:01:09,0,['http://dlvr.it/SZsCfP'],en
#Electriq has secured an undisclosed investment from #YamahaMotors’ subsidiary #MotoBusinessServiceIndia (MBSI).  #funding #startup #startupecosystem   https://t.co/ft34ouH9Tz,2022-10-11,02:56:54,0,['https://inc42.com/buzz/yamaha-motors-leads-funding-in-ev-startup-electriq/'],en
Ocean Data Challenge 2022 for Startups &amp; Social Enterprises  https://t.co/nXg9Vm1wCL,2022-10-11,02:50:53,0,['https://opportunity.ng/ocean-data-challenge-2022-for-startups-socialenterprises.html'],en
Startup Genius Returns tem valuation de R$ 6 milhões após aporte  https://t.co/fWS57ziPwe,2022-10-11,02:44:41,0,['https://canalexecutivoblog.wordpress.com/2022/10/10/startup-genius-returns-tem-valuation-de-r-6-milhoes-apos-aporte/'],pt
"@codingfess Gini, yg namanya ekspektasi gaji itu harus disesuaikan sama skill si pekerja dan juga kemampuan perusahaannya. Lu FG minta gaji 10jt ke company macem gojek, trave, toped, ya wajar. Mereka mampu bayar segitu. Tapi kalo minta 10jt ke startup yg masih seed funding, ya berarti tolol.",2022-10-11,02:44:06,0,[],in
@RjeyTech In India half of the startups run on whatsapp groups,2022-10-11,02:35:49,0,[],en
startup funding: ETtech Deals Digest: Big-ticket funding for Indian startups far from sight - The Economic Times  https://t.co/aAsxl6ZnUl #india #entrepreneur #startupslist #startupindia #startups,2022-10-11,02:34:10,0,['https://economictimes.indiatimes.com/tech/funding/ettech-deals-digest-big-ticket-funding-for-indian-startups-far-from-sight/articleshow/94706689.cms'],en
@nsitharamanoffc  Tomorrow if an employee starts a startup on the side...will @IncomeTaxIndia share his tax and income details with his employer? Where does it stop? Why is @EpfoHelp betraying privacy?  Do you want #startupindia or SlaveMindset India?,2022-10-11,02:31:36,0,[],en
This seems doable. Challenge here is knowing what startups require cheques not as big as VC companies.,2022-10-11,02:28:07,0,[],en
This incubator program is for EU-based startups that are creating the next generation Web3 consumer experiences. Accessibility and scalability are the two key focuses of the initiative. #crypto  https://t.co/v2MI771Ivd,2022-10-11,00:23:48,0,['https://www.thedailyencrypt.com/bnb-chain-launch-dapp-incubator-program-for-european-startups/?feed_id=6333'],en
"@codingfess Bangkit itu studi independen nak, bukan magang. Tp klo kamu bisa berjuang sampe akhir program bahkan bisa bikin the best project/product di capstone-nya, peluangmu di-hire company unicorn atau didanai utk bikin startup itu besar sekali.  Kuncinya, cuma konsisten aja",2022-10-11,02:25:57,0,[],in
"Be BRAVE, #India-#LAUNCH your #STARTUPS in REALITY:  https://t.co/MhIRv19ten  #Entrepreneurs #programming #webdev #NFTs #SEO #web3 #DataScience #Linux #Kubernetes #AI #100DaysOfCode #python #G5 #MachineLearning #NLP #SEO #startupindia #TensorFlow #IoT #gamer #gamedev #codenewbies  https://t.co/ACOINGcB4L",2022-10-11,02:23:48,0,['https://www.ippglobal.org/post/be-brave-and-launch-in-reality'],en
#Trending Tech News Govt launches Credit Guarantee Scheme for Startups for collateral-free funding - SME Futures  #entrepreneur #venturecapital #vc #startups  Read More Here:  https://t.co/2JPcylsj97,2022-10-11,02:22:47,0,['https://smefutures.com/govt-launches-credit-guarantee-scheme-for-startups/'],en
It was pleasure  to be part of MSME Conclave as founder CEO of Any time classes to speak on pain area of Startup Funding  in india. I loved to be a penalist along with Shard Kohli ji and other prominent personalities . Thanks god for keeping me busy . It… https://t.co/YOHHNuqhQG,2022-10-11,02:22:17,0,['https://lnkd.in/dfBgZ6hP'],en
"Thai beauty platform Konvy raises Series A for international expansion: Founded 10 years ago, Konvy is now Thailand’s top beauty e-commerce platform. It plans to accelerate its omnichannel and international…  https://t.co/Vn6OlK4Xl1 &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/L63G1pcBTr",2022-10-11,02:19:04,0,"['http://dlvr.it/SZs8QM', 'http://cpa.click/news']",en
"@jarejarejareja FG dapet gaji gede sbnrnya sah2 aja klo company nya emg tergolong unicorn atau corporate (dan standarnya Jakarta). Klo masih early startup, nah itu yg rada mikir 2x🙃  Scaling tiap company beda2 soalnya, jd gk bisa main hajar semua. Brarti itu FG-nya ya dia gk riset2 dlu tu",2022-10-11,02:13:13,0,[],in
Here is the new definition   Money is just a magnifying glass—it makes you more of who you are.   #MONEY #tuesdayvibe #TuesdayMotivaton #startups #founders #vc,2022-10-11,02:13:06,0,[],en
GIC backs Indian EV startup Euler Motors in $60 million funding #Startup via  https://t.co/3NKgvZJkI9  https://t.co/jAn1zt2j2u,2022-10-11,02:12:13,0,"['http://twinybots.ch', 'https://techcrunch.com/2022/10/03/gic-backs-indian-ev-startup-euler-motors-in-60-million-funding/?utm_source=dlvr.it&utm_medium=twitter']",en
"Airwallex raises $100m, keeps $5.5b valuation  https://t.co/49o3Ng9NQg #startup #technology",2022-10-11,02:10:06,0,['https://ift.tt/NV1i7uQ'],en
Web3 Startup STAN Becomes India’s First Platform to Launch NFTs of Gaming Creators and Esports Athletes  https://t.co/1Cn8K7NPR7,2022-10-10,15:38:02,0,['https://technosports.co.in/2022/10/10/web3-stan-nfts-of-gaming-creators-esports-athletes/'],en
Local Entrepreneurs Win $37500 in Funding From Sweetwater County Innovation Launchpad | News #Entrepreneurship  Use Https to open  https://t.co/1LmoT3C0G4,2022-10-11,02:05:53,0,['https://ift.tt/IfemLrA'],en
2021: Valuation&gt;Idea&gt;Team&gt;Financials 2022: Financials&gt;Team&gt;Idea&gt;Valuation #investing #startup #Monday,2022-10-11,02:04:34,0,[],en
Well said! GIC backs Indian EV startup Euler Motors in $60 million funding by @TechCrunch  https://t.co/FWMSGy6CR3,2022-10-11,02:03:33,0,['https://techcrunch.com/2022/10/03/gic-backs-indian-ev-startup-euler-motors-in-60-million-funding/?utm_source=dlvr.it&utm_medium=twitter'],en
"I am so excited to be back in Bangalore the week after next! Team @SukiHQ is setting up some exciting events and I would love to see you all there.   Register here:  https://t.co/xWt5o7cCew  Would love to chat/learn about all things startup, healthcare, India stack, life!  https://t.co/Ge2rqP3Rkt",2022-10-11,02:01:38,0,['https://sukiai.typeform.com/to/spU7vpbD'],en
Not getting traction with #VC #Investors? Learn if your #startup is fundable from 1Mby1M:  https://t.co/ENYoAmSNaN,2022-10-11,01:00:28,0,['https://1m1m.sramanamitra.com/what-to-expect-from-the-premium-program/'],en
In case you missed it:   The Queensland government will make $24 million in seed funding available to startups operating in the sunshine state through a newly-created Enterprise Acceleration Fund.   https://t.co/HiaDHehSPv,2022-10-11,01:57:10,0,['https://www.innovationaus.com/qld-govt-creates-24m-investment-fund-to-grow-local-startups/?utm_content=bufferb746f&utm_medium=social&utm_source=LinkedIn&utm_campaign=buffer'],en
"@cristinavanko Yes!  I attended my first startup event in Seattle last week. Was so nervous! But once I got there &amp; started (awkwardly) connecting w/ people, I realized these events are just rad opportunities to geek-out about our startup with other tech nerds, but w/ the perk of poss. funding.",2022-10-11,01:53:31,0,[],en
"Telangana govt, CoinSwitch and Lumos Labs shortlist 14 Web3 startups for India Blockchain Accelerator . The India Blockchain Accelerator has shortlisted 14 early-stage Web3 startups for the final evaluation round for its first-ever mentorship and financing,,,",2022-10-11,01:48:51,0,[],en
"Are you looking for startup funding or resources in Japan? As a startup enabler, the Japan External Trade Organization (JETRO) helps Japanese startups identify key resources needed for market expansion and product development. #Japan #startups   https://t.co/zAVNUil5zr",2022-10-11,01:44:24,0,['https://e27.co/japanese-startups-seek-strategic-partnerships-in-southeast-asia-20220926/'],en
"Queensland announces $24 million funding for innovative startups,  https://t.co/XaxNfMIPmb #Australian #Manufacturing #Queendland #Minister #Trade #Innovative #Pods #Business #employment",2022-10-11,01:40:00,0,['https://bit.ly/3rJ3RVp'],en
Decentralized Venture Capital (DeVenture): changing startup funding  https://t.co/5vx5AmfqX3,2022-10-11,01:39:11,0,['https://sunset-crypto.com/2022/10/10/decentralized-venture-capital-deventure-changing-startup-funding/'],en
@RaoulGMI Most of the money funding these Indian startups most probably comes from the west or countries that have big exposure from the fed.  Stop thinking macro locally for tech funding. It is mostly global players (that is very deeply connected to the fed rates) funding these companies,2022-10-11,01:36:41,0,[],en
Things To Know Before Doing A Business Valuation ▸  https://t.co/tUKwsirJ1x  #BusinessValuation #MarketApproach #Asset #Startup #NewBusiness #ZapInventory  https://t.co/A2DJr8k3jS,2022-10-11,01:31:24,0,['https://lttr.ai/3NRS'],en
"Singapore-based staffing platform Workmate acquired by Persol Asia Pacific: Workmate, a Singapore-based on-demand staffing platform, has been acquired by Persol Asia Pacific, one of the region’s largest HR…  https://t.co/zzjYMc0J27 &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/35VMQoOC6k",2022-10-11,01:21:06,0,"['http://dlvr.it/SZs3mq', 'http://cpa.click/news']",en
"With vast #vc going into supply chain startups, investors see an enormous market for next-generation platforms to ease logistics pain points:    https://t.co/NBxbp3JTLs? #entrepreneur #funding #news #venturecapital #tech #logistics #supplychain #SaaS #startup #fundingnews",2022-10-11,01:18:32,0,['https://news.crunchbase.com/transportation/supply-chain-venture-capital/'],en
"Venture funding for the third quarter of 2022 totaled $81B, down by $90B (53%) year over year and by $40B (33%) quarter over quarter, according to Crunchbase:   https://t.co/MVmaKNyeUh #venturecapital #entrepreneur #saas #startup #funding #news #vc #angelinvesting",2022-10-11,01:11:38,0,['https://news.crunchbase.com/venture/global-vc-funding-pullback-q3-2022-monthly-recap/'],en
"Shekhar Kirani, Partner Accel, is now following  https://t.co/PdmLlbYEH0",2022-10-11,01:04:13,0,['https://twitter.com/BrookeWildn'],en
"@ThatEricAlper Oh, I forgot I actually met Elon Musk at a startup incubator get together at a bar in Palo Alto.",2022-10-11,00:53:43,0,[],en
How Sub-Prime VC Stings Twice  https://t.co/FTCun3osMy #riskprofile #andreessenhorowitz #ebay #marcandreessen #facebook #google #startup #innovation,2022-10-11,00:50:03,0,['https://www.method41.com/blog/2009/03/how-sub-prime-vc-stings-twice/?utm_source=twitter&utm_medium=Twitter&utm_campaign=Renew'],en
5 Ways to Get Funding for your Web3 Startup.  A thread👇.,2022-10-11,00:49:49,0,[],en
"CoinDCX launches venture arm to fund crypto, blockchain startups . India's largest crypto company CoinDCX on Tuesday launched a new entity CoinDCX Ventures to fund early-stage crypto and blockchain start-ups,",2022-10-11,00:48:22,0,[],en
"Aspire is hiring 👉  Senior Product Designer  - India, Singapore, Re... (remote)  https://t.co/eFybQfxDjB",2022-10-11,00:40:01,0,['https://startup.jobs/senior-product-designer-india-singapore-remote-aspire-2-3758043'],en
"@guicacao @lemos_arao @rafaelfsant @2022Enquetes Quebrando o país? Acabo de ver as notícias, 3ª ""deflação"". Li também as projeções do Banco Mundial, crescimento do PIB acertado para cima já umas 3 vezes. Lamento que vc não tenha visto outras coisas além das startups y saneamento. Coloquei aqui 60.   https://t.co/zvjHEXpWvr",2022-10-11,00:34:16,0,['https://twitter.com/_icorrea/status/1578540295955759104'],pt
Qld govt creates $24m investment fund to grow local startups | @justinrhendry  @camerondickqld #investment #funding #QLDGov #startups    https://t.co/DpphxqWcRc,2022-10-11,00:31:44,0,['https://buff.ly/3CN3vn5'],en
BNB Chain Launch DApp Incubator Program for European Startups #crypto #cryptonews #thedailyencrypt #blockchain #DeFi #NFT #news #cryptoblog  https://t.co/6soN0f7hMZ,2022-10-11,00:28:08,0,['https://www.thedailyencrypt.com/bnb-chain-launch-dapp-incubator-program-for-european-startups/?feed_id=6335'],en
I have witnessed insanely privileged people use informational interviewing to move huge amounts of capital (see startup founders finding product market fit and ultimately securing funding),2022-10-11,00:27:59,0,[],en
This IIT-M-incubated startup could help India make SpaceX-like reusable space rockets - YourStory  https://t.co/TXhIGQxWKi,2022-10-10,12:12:05,0,['http://dlvr.it/SZqHjy'],en
@NWischoff Totally. I often use exactly this point to explain to founders why it’s ok that VCs never sign NDAs. A VC who develops a reputation for being shady with confidential information (or even just info from pitch decks) isn’t gonna have deal flow for very long.,2022-10-11,00:08:17,0,[],en
"Meet one of our Yuma Food Business Incubator Program &amp; Restaurant Startup Boot Camp graduates, Nichim Cafe.  Watch their success story!   https://t.co/br8okiAPkE",2022-10-11,00:00:28,0,['https://youtu.be/CtjKTK5U8_M?t=8'],en
"Calendely founder, for example,  bootstrapped his startup for 8 years. He got venture funding only after achieving $70M annual recurring revenue.",2022-10-10,23:59:58,0,[],en
Many entrepreneurs misled themselves with venture funding as the only way to build a billion-dollar startup. It is a fatal misconception!  #successfullmindset #successfulmindsets #entrepenuer #businessleader #entrepeneurs,2022-10-10,23:59:53,0,[],en
How To: get startup funding without a bank’s permission. delete-me  https://t.co/yiwkAjYgpN #banks #Funding #howto #permission #startup #hobbies #home  https://t.co/Qa6dKSAdRL,2022-10-10,23:53:34,0,['https://www.papublishing.com/?p=24811'],en
@OrlandoBravoTB except there are many companies not funded by unlimited VC. You don't know about them because tech writers think tech companies require VC.  Some startups use different models than free.,2022-10-10,23:51:15,0,[],en
@KateClarkTweets I started startup week. But that kinda only took root in a few cities.,2022-10-10,23:50:27,0,[],en
"CX Trends - Best Practices &amp; Metrics With Michaela Keady (VC &amp; Startup Partnerships, #Zendesk). Tuesday, Oct 11 @ 12PM FREE Leslie Entrepreneurs Lab, 16 Washington Pl, Lean Launchpad Room  https://t.co/0QImcxvPmk via @eventbrite @nyuniversity @NYUEntrepreneur @Zendesk #NYU #NYC",2022-10-10,23:48:19,0,['https://www.eventbrite.com/e/virtual-customer-experience-cx-trends-best-practices-metrics-tickets-404850236957'],en
MG Motor launches fourth season of Development Program and Grant for Indian startups – Times of India  https://t.co/xmxwrECx9s,2022-10-10,12:14:48,0,['https://aajtakgudanal.in/94763873-cms/'],en
"Wondering what just happened in the #VC and #LP markets? Great commentary by @fintechjunkie  on ""the Acceleration Phase (2020 + 2021), the Correction Phase (2022) and the New Normal Phase (Now and Beyond) in the private markets"" for  Startups, VCs and LPs. 👇🧐",2022-10-10,23:35:08,0,[],en
Tripping the breaker happens when the unit detects an electrical fault and shuts down to prevent damage to the circuit.  https://t.co/MZDGtDljmU via @startuppbuzz #startupindia #entrepreneur #startups #india #startupslist,2022-10-10,23:34:11,0,['https://startup-buzz.com/4-types-of-circuit-breakers-you-should-know/'],en
"@jamiequint @dadiomov nope, being obsessed about macro funding environment is an evergreen topic :)  There was a lot of discussion of the startup funding bubble in 2014, 2015, 2016, 2017.. you get the idea",2022-10-10,23:32:20,0,[],en
"Incubator, Accelerator or Bootstrap: Which is the Best to Grow Your Startup? #startups #startupfunding  https://t.co/WxI1SHIpmc  https://t.co/K6WIXGAsh9",2022-10-10,23:30:06,0,['https://jeff.online/3zXparC'],en
"OG App, what exactly was your end game here?: A couple of weeks ago, Apple removed the OG App from its app store, and today Google followed suit, booting the app from its platform as well. And I’m left…  https://t.co/Lw3e2ENVF4 &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/OyNOtaiRnL",2022-10-10,23:23:05,0,"['http://dlvr.it/SZrtwR', 'http://cpa.click/news']",en
Any Latter-day founders and startups get at me bro.,2022-10-10,23:18:27,0,[],en
Amix que andan en tech/startups/vc ¿quién va al @INCmty? estoy planeando hostear una fiestona sponsoreada tipo las que se armaban en 2012/2013 ¿Quién jala?  https://t.co/NnLgUWcSXf,2022-10-10,23:18:21,0,[],es
Just need a few million in startup seed $$ from a VC  https://t.co/BvRzQ20YBI,2022-10-10,23:15:35,0,[],en
"Umesh Sachdev, CEO &amp; Co-founder Uniphore, is now following  https://t.co/hmokY1fiO0",2022-10-10,23:14:22,0,['https://twitter.com/AndrewGold_ok'],en
Do you think crowdfunding that specializes in offering funding for Freedman Owned Startup Businesses a good idea?,2022-10-10,23:12:44,0,[],en
"Sage counsel from Cliff. We started NFC early in the Rocky Mountain, particularly Montana, VC and startup development and could not be more pleased. Being early is a gut-check but so worth it.  https://t.co/EjQaO4CIoL",2022-10-10,23:11:59,0,['https://lnkd.in/gVx2VKMw'],en
"The India Blockchain Accelerator shortlists 14 early-stage startups for its mentorship and financing program . The India Blockchain Accelerator, a joint initiative of the government of Telangana, CoinSwitch and Lumos Labs, has shortlisted 14 early-stage Web3 startups",2022-10-10,23:09:12,0,[],en
If you're raising funding for your startup (or seriously thinking about it) you'll want to attend our Due Diligence Fundamentals for Startups workshop this Wednesday at Capsity in Sacramento.   https://t.co/BtN7l7C44m,2022-10-10,23:00:01,0,['https://mailchi.mp/startupsac.org/2022-events-15032773'],en
"@FromValue It's like a VC startup now.  If the metaverse thing works, that's a 100x. If it won't, you may lose a lot of money.",2022-10-10,22:59:01,0,[],en
Launching a Financial Product: How to Choose the Right Funding Structure @a16z #fintech #insurtech #startups #vc   https://t.co/jlFX83HraB #tech,2022-10-10,22:57:36,0,['https://a16z.com/2022/10/10/launching-a-financial-product-how-to-choose-the-right-funding-structure/'],en
"""Cloudflare last week announced a $1.25 billion funding program for startups that build on its software, Cloudflare Workers. But this isn’t a corporate venture fund and that sum is not company money""  https://t.co/UczDH3u35T",2022-10-10,22:54:58,0,['https://techcrunch.com/2022/10/08/could-corporates-be-good-matchmakers-for-startups-and-vcs/?utm_medium=TCnewsletter&tpcc=TCdailynewsletter&guccounter=1'],en
"Diwali is coming up and we're proud to support a Tech Diwali event by Nice To x @GoogleCloud_ANZ on Wed Oct 26th 🎉  Join us to celebrate startup superstars from the Indian subcontinent, in the spirit of one of India's biggest festivals. 🇮🇳    🎫 Tix:  https://t.co/q7JTPCVOYU  https://t.co/yU6qNGlkpf",2022-10-10,22:53:40,0,['https://buff.ly/3fVUH5e'],en
"For years big question was "" Why are there so many CEO,s from india ? ""  New answer to that is:  Not any more now there will be founders from india.  #India #startup #startupindia",2022-10-10,22:51:49,0,[],en
Talking #AI with @Miiaeth! What have you used? Did it steal your soul? #TUO    https://t.co/eyNCqGpHTp,2022-10-10,22:45:19,0,['https://twitter.com/i/spaces/1mrGmkXqdQWxy'],en
"BEFORE you invest in a medical device, make sure the founders have vetted the viability under the complicated scrutiny of the FDA. Bioscience Pro Investor Services' proprietary SmartMed PRO delivers clear and concise reporting investors need. #Medicaldevices #Funding #startup  https://t.co/pg99aa0wjN",2022-10-10,22:43:27,0,[],en
"@FredSmith914 Seems to be synonymous with the term ""startup incubator"" these days.",2022-10-10,22:41:05,0,[],en
"@undipmenfess mungkin butuh bimbingan, coba ikut program incubator startup gitu gitu sih, disitu kan ada mentor yang bisa sharing ilmunya tuh, jadi kmu bisa tau apa yang harus dilakukan dari pengalaman mereka",2022-10-10,22:38:44,0,[],in
"4/ We were thrilled to see the best of Australian innovation and startups showcased by our colleagues at UTS: University of Technology Sydney, RMIT University, University of South Australia, UNSW , Universities Australia , IDOM Innovations , Hivery and Artesian (vc)",2022-10-10,22:36:03,0,[],en
"BNB Chain has launched a three-week startup incubator for European Web3 initiatives.  In addition, the incubator will host exclusive meet-ups in major European cities.  https://t.co/fFpfjEzGhu",2022-10-10,16:15:04,0,['https://buff.ly/3TcQpoH'],en
"We had a great time spending the afternoon with four ecosystem builders from Southeast Asia today who are here as part of an exchange program with the @I_CCEW, and they'll be visiting incubators across the state all month.   #officespace #business #incubator #startups #route66  https://t.co/NxHibfeOvJ",2022-10-10,22:21:49,0,[],en
My thread is for VC-funded startups or founders looking to raise venture funding. These things take a completely different spin when you are building a traditional business. This could also be helpful for lawyers and anyone looking to get into the field etc. 7/9,2022-10-10,22:19:30,0,[],en
Are YOU ready for October⁉️  We’re bringing you 2️⃣ pitch competitions!🚀🚀🚀  We still have FREE RSVPs at ⏩  https://t.co/bgI4c2phRd 🔥  https://t.co/R175HAAls0,2022-10-10,22:18:14,0,['https://startupbattle.vc'],en
"When interviewing for a VC role, a common question is: What’s your favorite startup(s) right now?  It’s important to have structure to this question. Here’s the checklist I used:  -Description -Problem -Solution -Why it’s important -Founders -Firm fit (stage, industry, geo)",2022-10-10,22:09:04,0,[],en
"“An analysis by Protocol of layoffs and funding rounds by more than 400 startups between seed and series E revealed that, on average, firms conducted layoffs just three months after publicly announcing funding rounds.”  https://t.co/njDfmx674M",2022-10-08,18:10:52,0,['https://www.protocol.com/workplace/layoffs-funding-data'],en
"In just 9 days we will host Atlanta's famous high-energy $100,000 pitch competition.   We will have: 💥 6 finalists pitching 💥 Lots of rap music 💥 A fireside chat with @startupxchange 💥 Networking 💥 and so much more!  Grab your free tickets today at  https://t.co/GKSgSd9QQy",2022-10-10,22:00:26,0,['https://l8r.it/c7aC'],en
"Yeah, no, most VCs still don’t really care about your path to profitability   “Growth at all costs” was fuel to 2021’s funding fire as venture capitalists poured money into startups spending oodles of cash on everything from overhiring to ineffici...",2022-10-10,22:00:02,0,[],en
