Feature1,Feature2,Feature3,Feature4,Target
75,63,1344,-1,93
36,40,558,-1,88
48,45,683,2,41
66,57,1106,0,94
83,48,782,2,74
72,45,679,-3,43
45,58,1138,-2,69
86,67,1498,-3,43
85,49,811,-2,69
64,47,757,-3,91
54,59,1184,-1,94
74,62,1292,2,60
22,63,1331,-3,37
47,60,1220,-1,79
11,41,581,-2,69
65,42,608,-2,88
74,68,1542,2,30
74,61,1242,-2,38
49,42,598,1,50
61,60,1210,-3,56
56,48,791,-1,91
57,58,1136,0,66
75,52,916,2,73
22,53,964,-2,95
72,57,1086,-1,39
79,40,550,2,81
87,64,1381,-1,84
62,50,851,0,78
47,48,795,2,98
83,57,1100,2,82
32,61,1262,-1,80
15,51,897,1,94
75,48,782,-1,74
32,67,1505,-3,41
76,62,1284,0,39
69,57,1091,-2,54
52,61,1248,-2,46
82,66,1453,2,33
66,69,1603,-2,77
47,44,651,2,33
85,44,664,-1,90
71,65,1413,-1,44
39,44,673,2,98
52,40,554,-3,87
30,48,782,-1,55
45,57,1093,-1,50
54,65,1423,2,65
80,62,1285,-2,45
86,47,755,2,87
21,68,1555,-3,52
37,51,879,-2,53
66,53,960,-2,98
33,69,1599,2,46
18,60,1229,2,91
76,51,881,1,71
22,46,729,0,81
59,48,787,0,80
54,51,884,1,73
39,66,1479,1,95
81,42,598,-2,65
30,47,762,-3,93
79,60,1202,-1,40
56,42,610,-2,91
35,42,605,-2,66
40,49,806,-1,33
33,51,896,1,98
27,56,1063,2,62
49,51,891,-1,94
82,50,854,0,95
58,46,730,2,95
58,44,657,-3,60
47,65,1414,-3,39
37,49,812,-3,52
42,63,1338,-1,62
88,55,1007,-2,33
77,50,850,2,78
82,41,569,2,57
11,44,664,-3,62
34,64,1388,-1,83
76,47,753,-1,80
24,50,851,0,63
24,66,1464,-1,47
87,68,1556,2,76
42,41,577,0,66
89,56,1052,-1,58
21,69,1594,-3,32
40,50,852,0,73
73,69,1602,2,71
66,65,1412,-1,39
64,56,1065,2,82
29,62,1310,2,95
64,56,1064,1,80
44,46,724,0,73
56,63,1339,0,70
37,44,674,2,98
43,58,1139,2,68
36,52,906,-2,30
48,40,549,-2,69
68,44,651,0,45
79,61,1248,-3,57
27,57,1095,1,47
32,42,602,1,53
57,65,1426,0,77
31,58,1145,-1,83
58,45,691,-2,72
58,55,1024,-2,72
69,52,911,-3,61
28,58,1144,2,78
36,57,1099,2,59
29,48,794,-3,94
88,56,1065,2,93
18,42,605,1,56
25,64,1384,-2,68
89,47,752,-2,86
47,40,536,-3,31
54,67,1514,-3,78
25,59,1172,-1,45
47,69,1598,1,52
52,59,1173,-2,61
10,55,1038,-2,95
86,48,781,-2,76
12,41,576,2,51
12,68,1562,-1,67
80,67,1517,1,92
16,40,558,1,80
18,56,1056,1,38
20,50,849,0,56
77,40,546,2,68
73,68,1557,-3,79
83,57,1103,0,94
44,57,1093,0,48
63,58,1141,-3,86
68,43,638,2,90
55,53,955,-1,78
24,54,993,-1,75
15,64,1387,0,72
39,44,654,1,40
56,46,709,2,30
41,42,613,-2,92
37,47,751,1,58
85,60,1213,0,74
35,47,757,2,74
72,53,944,2,51
84,43,628,-2,72
28,51,894,-2,94
34,42,616,1,98
13,43,628,-1,42
10,46,729,1,73
35,68,1556,2,55
87,40,547,-1,77
52,56,1051,0,39
75,59,1168,2,51
75,66,1462,-2,61
83,67,1498,-2,41
34,57,1097,-3,58
37,62,1294,0,53
88,57,1088,-3,53
28,42,601,-2,53
14,42,597,-2,36
69,55,1028,2,86
27,64,1391,-2,89
73,42,592,-1,42
31,42,610,1,76
51,68,1557,2,65
23,68,1554,-2,50
56,57,1095,0,59
68,66,1472,-1,88
47,42,591,-3,32
49,67,1504,0,44
48,53,947,2,50
10,64,1396,-2,97
48,43,624,-2,43
58,53,957,-2,86
66,40,553,1,85
16,58,1150,0,92
19,48,785,-1,60
67,66,1457,1,41
36,69,1606,-3,75
40,63,1329,1,34
63,67,1520,-2,99
12,48,795,0,86
22,65,1423,-1,54
36,56,1051,-1,31
65,59,1171,-1,58
12,44,676,2,95
81,68,1556,1,74
78,49,809,0,56
56,53,947,-3,58
89,60,1218,-2,92
55,52,923,-2,89
37,59,1176,0,62
64,65,1426,1,77
73,50,837,0,39
39,55,1030,-2,84
38,59,1166,0,31
48,40,540,2,38
50,42,601,2,56
65,61,1243,-1,36
38,46,720,-1,60
78,52,920,-2,88
68,62,1302,-2,92
61,68,1551,-3,57
81,44,647,0,38
28,56,1057,-3,50
59,66,1466,1,65
70,60,1222,-1,95
28,61,1260,-1,70
32,66,1464,2,46
60,59,1167,-1,46
48,62,1293,2,51
56,52,913,1,55
34,58,1145,2,83
81,60,1205,1,45
65,67,1515,-2,84
55,68,1559,-3,77
59,63,1329,-1,43
78,67,1497,1,33
16,62,1297,2,52
82,44,654,-3,61
74,41,561,0,33
71,59,1167,-3,52
15,55,1035,0,87
89,48,775,2,55
18,69,1596,-3,38
63,64,1368,-2,36
22,50,858,1,82
64,59,1165,0,40
27,42,607,1,68
34,40,547,-2,57
40,60,1217,1,65
82,46,713,-2,59
35,50,842,-2,41
23,64,1388,-1,78
29,52,920,0,67
62,66,1459,-2,47
50,66,1462,1,49
87,61,1240,1,32
43,49,812,-2,55
37,43,631,-1,59
47,48,782,1,59
29,49,806,-2,32
23,46,732,-2,91
68,65,1414,2,42
46,67,1518,2,81
85,65,1423,-1,79
35,40,554,0,76
14,51,894,0,88
71,64,1368,1,36
20,57,1096,-2,50
46,55,1021,0,57
83,65,1416,2,53
43,43,622,0,34
10,53,955,-1,60
26,43,632,-2,58
41,40,560,2,94
64,65,1421,0,63
34,40,546,-3,55
61,46,717,2,58
57,51,890,1,92
64,46,708,-3,38
46,53,942,-1,37
60,53,946,-3,57
13,59,1173,2,42
88,54,973,-1,39
18,62,1310,0,93
52,55,1016,0,44
61,55,1024,2,69
82,56,1048,-1,43
86,63,1327,2,43
70,46,720,-2,73
85,48,780,-2,71
77,47,743,0,51
47,69,1609,-1,86
75,53,955,0,85
87,60,1209,-2,65
46,49,813,2,55
30,52,918,-3,65
12,66,1475,1,73
29,61,1246,-2,32
26,53,955,-1,67
14,54,980,-1,32
89,59,1171,-2,70
22,50,851,1,60
63,65,1418,-2,55
31,56,1063,-1,65
86,65,1425,-3,88
58,59,1165,-3,41
56,44,656,0,54
24,56,1057,0,46
39,51,895,2,97
80,62,1297,0,80
54,51,884,-1,75
65,57,1098,2,69
13,47,760,2,73
53,50,844,-3,57
10,69,1614,-1,86
79,44,666,-1,96
43,67,1519,0,86
55,64,1371,1,38
26,43,638,1,74
15,61,1268,-3,92
40,52,912,-3,51
51,42,594,1,38
42,40,548,-3,65
38,67,1515,-3,74
35,69,1599,2,49
36,43,633,-2,66
60,60,1218,2,77
75,43,624,-2,54
17,58,1135,1,47
84,49,805,0,49
32,46,719,-3,58
72,40,543,2,55
80,52,911,-1,61
27,58,1148,1,89
87,44,666,2,94
55,64,1385,2,80
10,41,581,-2,68
75,61,1260,1,89
69,46,708,2,35
11,55,1019,-1,36
87,58,1134,-3,76
36,69,1607,-1,74
45,46,710,-3,35
63,40,552,-2,83
28,54,981,-1,38
17,51,894,1,88
15,52,923,2,68
25,63,1352,1,95
15,61,1248,-2,32
39,54,977,0,31
34,67,1524,0,98
42,54,998,-2,98
66,68,1553,2,58
17,61,1253,-1,46
40,47,752,-1,63
56,44,649,0,33
41,53,951,-2,61
50,44,662,-1,70
75,68,1554,1,66
88,69,1591,2,46
86,61,1246,-3,53
16,49,818,0,58
69,48,783,2,72
60,68,1547,2,39
38,53,946,-3,47
81,56,1064,2,85
37,47,752,0,62
74,61,1251,-1,62
68,61,1251,-1,59
53,69,1601,1,62
60,60,1210,2,53
47,46,715,2,47
70,67,1501,1,41
24,62,1296,0,53
20,63,1344,-3,75
77,51,875,-1,56
59,56,1048,-3,36
67,50,856,2,92
46,57,1093,-2,50
53,63,1331,0,46
26,52,926,1,83
53,57,1092,-3,50
45,68,1564,0,85
14,40,550,1,56
46,42,603,1,61
81,67,1512,2,78
11,50,859,-3,85
38,42,615,-1,98
70,68,1564,0,96
52,60,1210,-3,55
25,46,718,0,49
12,63,1335,0,41
75,48,775,0,51
84,69,1606,1,90
29,43,632,1,57
74,42,595,0,51
77,41,581,-2,96
74,57,1084,1,33
23,54,985,1,47
67,48,782,0,70
57,65,1432,0,94
74,44,660,0,75
59,67,1516,2,81
10,64,1382,0,53
65,48,786,0,80
14,42,600,2,39
33,46,733,-2,99
12,46,718,1,42
48,55,1027,-2,77
84,41,579,-3,92
37,53,956,1,73
48,65,1426,-3,76
72,69,1608,2,90
46,49,811,1,48
22,69,1615,-1,93
69,57,1083,-3,32
18,61,1267,-1,88
26,62,1295,2,50
83,40,536,-3,43
51,52,905,-1,33
45,52,913,-1,53
21,59,1172,-2,46
24,64,1380,1,53
40,44,653,-3,43
23,41,568,-1,33
78,49,809,-1,57
79,62,1290,1,58
81,46,718,0,70
48,50,855,-3,86
82,54,984,1,69
30,68,1556,-1,58
30,46,723,1,63
88,40,535,1,39
25,66,1462,-1,41
19,41,584,1,77
65,59,1180,2,82
41,57,1096,0,55
32,60,1215,0,59
51,40,553,-3,81
21,47,766,1,95
79,47,752,0,78
52,61,1251,0,53
10,40,558,-2,81
64,62,1295,0,67
21,47,756,1,65
22,41,583,-2,80
64,61,1242,-2,33
45,65,1413,0,32
52,50,845,1,55
58,51,880,2,60
52,46,722,0,71
71,42,598,0,59
47,47,747,-3,53
17,64,1394,-1,94
21,44,670,-3,85
54,68,1554,-3,63
41,56,1068,-1,86
44,48,783,-3,66
26,69,1601,-3,54
58,67,1511,0,67
11,41,585,-1,79
51,52,917,2,66
67,66,1464,1,61
41,44,663,-3,71
73,52,923,-1,96
86,40,542,-2,63
48,48,794,0,97
88,54,976,0,46
49,40,545,-2,57
46,54,996,-2,93
22,57,1091,-2,34
15,63,1341,2,58
88,55,1021,0,73
84,67,1514,-1,87
49,53,951,-3,66
25,42,601,-1,49
17,65,1424,2,51
51,58,1130,0,47
61,57,1101,-3,82
33,60,1209,1,40
34,69,1613,-3,94
38,63,1351,-1,99
59,48,785,-3,78
37,69,1607,0,74
74,59,1164,0,41
62,69,1589,-2,32
53,47,745,-2,48
45,47,743,-1,40
45,43,632,-3,67
81,61,1251,-1,65
50,64,1378,-2,59
58,44,651,2,39
29,50,850,0,63
33,51,875,1,35
72,63,1327,2,38
89,56,1055,-2,66
36,65,1416,-3,39
76,44,663,0,84
71,59,1163,-1,36
43,47,754,1,68
58,48,774,2,38
82,59,1179,1,87
83,55,1022,-3,78
65,40,540,-1,47
66,43,638,-1,93
85,47,735,-2,32
61,61,1249,-2,51
26,58,1138,-2,63
61,49,818,-2,80
63,64,1389,2,93
39,66,1475,-1,87
31,46,715,-2,42
58,54,989,-2,75
38,42,594,-1,33
22,65,1416,0,32
66,48,779,0,58
81,57,1098,1,75
64,54,984,1,62
79,58,1134,0,70
36,53,942,-3,35
87,55,1021,-1,75
49,60,1213,-3,62
63,62,1297,2,71
64,61,1242,-3,33
61,52,927,1,99
66,46,727,-2,94
74,45,682,-1,53
45,48,791,-2,88
76,43,616,-3,32
74,47,737,-1,34
47,67,1517,2,80
80,54,988,1,80
68,69,1610,-2,99
17,56,1065,-3,70
25,45,696,-3,77
68,68,1550,-3,56
23,57,1098,-2,55
57,64,1372,-1,43
19,53,948,2,42
46,49,809,1,43
76,53,954,-1,83
47,43,637,-3,84
87,67,1508,2,69
32,63,1337,0,54
14,44,672,-3,90
88,65,1410,1,39
77,40,550,-2,82
32,46,723,0,65
25,59,1181,-3,75
61,44,664,-2,81
19,69,1600,1,47
38,59,1166,-2,34
53,55,1034,-2,99
69,40,555,2,90
48,67,1502,2,33
17,52,931,-3,98
75,48,782,-3,75
80,60,1203,-3,45
19,41,574,1,49
55,64,1376,1,54
70,45,675,-2,30
11,63,1339,-1,53
28,54,990,0,66
43,42,614,-1,95
84,60,1208,-3,61
79,54,976,-2,46
25,56,1064,2,65
87,40,553,1,93
82,63,1329,1,51
24,45,705,2,97
43,68,1553,-2,53
16,48,786,-3,62
66,65,1428,0,86
72,63,1346,1,97
37,48,789,0,77
55,59,1170,-2,54
63,43,639,-2,96
53,56,1065,-2,81
23,55,1028,-3,70
52,55,1028,2,77
22,44,653,-1,34
78,49,809,-2,58
75,44,649,-2,43
72,41,578,-2,85
58,41,566,-1,42
84,45,686,0,68
34,46,713,1,37
68,56,1066,-1,90
76,55,1030,1,94
65,42,608,-2,87
56,44,651,2,36
10,49,811,1,34
26,42,615,2,90
71,54,985,-1,67
80,40,535,0,36
69,51,876,-1,55
53,51,872,-1,36
51,58,1128,2,37
38,54,976,-2,30
13,61,1253,2,42
62,62,1284,-3,37
88,62,1295,-3,78
82,66,1464,0,68
88,46,706,0,36
64,53,940,-3,40
53,56,1062,-2,73
73,54,990,1,81
74,49,800,-2,32
26,57,1100,-2,64
29,61,1250,2,39
15,48,775,-2,30
83,45,685,-1,63
32,57,1109,1,89
21,60,1216,2,55
78,57,1094,1,64
59,53,952,-3,73
53,42,611,0,90
11,66,1481,-3,93
79,40,553,0,90
84,59,1166,-2,54
61,59,1170,0,54
10,68,1568,1,82
51,41,573,-1,60
22,44,656,-1,42
33,40,555,-2,81
28,59,1189,2,94
56,46,724,-3,82
46,54,980,2,40
21,48,790,-2,77
27,46,727,0,77
13,66,1475,0,74
41,50,845,-1,51
81,57,1087,-1,44
48,69,1600,-3,60
71,69,1611,1,99
62,43,628,2,57
28,53,964,-2,97
34,64,1374,-1,40
52,43,642,-2,99
64,49,808,-1,49
33,58,1138,1,61
16,67,1508,-1,42
18,53,953,1,57
63,51,869,-1,31
18,52,925,1,77
81,40,541,-2,58
24,42,615,1,91
75,51,867,-1,30
35,67,1521,-1,88
67,55,1030,0,91
21,56,1057,-3,47
73,53,948,1,63
70,46,719,1,67
53,57,1101,-3,79
11,47,757,1,64
11,47,755,-2,62
22,42,600,-1,46
85,69,1591,2,43
28,44,663,-2,67
89,47,752,1,83
15,56,1076,2,95
16,54,982,-2,38
65,64,1386,-1,89
77,63,1343,2,89
19,53,953,-2,60
30,43,634,0,64
82,64,1386,-2,97
51,48,773,-2,37
80,62,1288,1,50
10,54,1004,2,98
36,57,1095,-2,51
71,46,721,-1,76
61,65,1414,2,40
87,60,1201,-2,41
18,66,1480,-3,93
66,47,751,1,68
16,55,1023,2,49
59,43,632,2,70
84,65,1415,2,51
26,66,1471,1,65
87,48,785,-2,89
63,64,1386,1,86
85,41,571,-1,67
59,55,1014,-1,42
49,50,841,0,43
66,61,1250,0,54
44,57,1110,-1,99
55,53,958,2,85
50,52,924,2,86
25,66,1472,0,70
51,52,910,2,44
77,42,600,2,65
70,49,823,2,93
34,63,1336,-3,56
68,69,1593,-2,48
56,65,1426,-2,76
34,48,797,2,99
83,60,1213,-2,75
41,54,979,-2,39
86,40,545,-2,71
76,55,1023,-2,76
68,44,655,1,56
63,60,1214,0,68
34,60,1221,2,76
81,47,740,-2,44
43,43,638,0,83
31,62,1304,1,79
24,61,1256,2,54
66,45,682,-2,50
46,45,686,2,50
70,54,981,-2,58
80,63,1332,-3,62
71,65,1420,-2,66
67,65,1423,-3,73
50,58,1125,-2,33
14,54,998,2,81
28,62,1294,0,48
88,44,666,1,97
37,59,1184,2,85
12,40,547,2,45
34,50,861,0,97
49,51,888,0,82
64,41,584,-1,98
36,44,654,-1,42
55,61,1248,-1,47
74,62,1283,2,32
64,47,739,2,33
79,50,852,1,88
35,47,744,2,36
40,51,874,0,36
40,59,1186,1,91
31,59,1182,1,77
38,42,601,2,52
60,52,913,0,58
31,40,558,-2,89
47,47,757,-2,83
14,53,957,-3,71
22,65,1417,-2,38
42,54,983,-3,54
12,55,1024,-3,54
72,62,1292,-2,62
31,55,1025,0,62
51,53,943,2,39
16,43,634,-1,59
27,58,1147,-1,90
35,49,807,-2,35
75,69,1603,2,75
52,40,537,2,30
31,53,963,1,91
75,51,872,1,43
76,50,839,-3,49
26,41,581,-2,73
19,58,1148,-3,91
89,46,721,-1,84
67,45,684,-3,56
30,40,540,2,31
50,43,622,0,37
77,41,568,-1,54
51,66,1469,0,71
55,41,568,2,42
25,45,697,2,74
46,59,1173,-1,58
35,52,908,2,31
89,63,1321,0,30
37,68,1560,-2,72
40,67,1513,2,65
38,46,711,-1,34
63,57,1091,-1,51
60,66,1465,-1,64
66,57,1098,1,70
60,61,1245,0,38
39,64,1377,-3,54
76,42,609,2,90
72,57,1091,-2,56
60,67,1504,-1,48
81,63,1336,-3,75
83,49,808,1,54
59,52,910,-1,50
48,42,604,0,67
68,49,805,1,41
12,56,1058,-3,46
77,54,990,-2,87
77,58,1129,2,53
24,48,774,-2,30
38,56,1071,0,93
85,66,1469,-2,86
32,64,1377,-3,52
39,54,983,0,49
22,44,668,1,77
39,60,1217,-3,69
37,63,1347,2,86
22,56,1062,1,59
89,68,1546,-3,54
65,40,546,2,63
42,40,552,2,70
83,61,1250,1,61
27,43,646,2,99
86,48,785,2,82
48,45,696,0,82
42,58,1127,-2,36
23,64,1386,-1,72
45,45,682,0,40
74,69,1594,-1,52
58,48,778,2,51
88,63,1326,-2,47
23,58,1133,-3,47
16,54,991,0,64
26,48,786,-1,66
65,66,1464,-2,65
26,47,758,-2,78
78,69,1596,-1,59
43,67,1510,-3,61
40,44,663,-3,72
44,64,1377,-1,54
73,65,1416,0,52
83,41,574,1,74
80,59,1181,-1,95
58,43,636,-1,83
27,63,1342,-1,68
15,64,1373,-2,31
69,64,1382,1,77
89,40,552,-2,93
48,57,1099,-2,69
77,59,1177,2,79
14,57,1099,-1,55
18,69,1616,-3,96
44,62,1307,-3,97
88,56,1047,-3,44
22,58,1143,-2,75
80,55,1023,2,73
66,68,1549,0,49
14,48,795,-1,87
35,51,874,0,36
56,46,714,2,47
67,50,846,2,62
17,54,986,-3,53
53,50,843,-2,52
11,58,1130,-2,31
31,54,994,-3,80
55,69,1592,1,37
10,53,954,-2,58
75,51,888,1,91
10,40,552,2,58
25,50,845,-1,47
66,69,1604,-1,79
25,46,727,-3,78
26,60,1216,1,56
50,65,1411,-2,31
55,61,1252,0,58
76,52,906,-3,46
43,49,810,-2,47
60,43,630,-2,66
68,50,840,0,47
77,52,910,2,56
55,41,583,-1,90
61,51,875,0,47
65,48,782,-2,71
46,40,540,-1,38
70,52,921,1,85
27,57,1108,-2,88
86,54,985,-1,74
36,42,594,1,31
74,40,554,0,93
33,42,604,0,60
51,43,635,-1,78
81,60,1208,-1,56
62,40,536,1,31
22,48,797,-1,96
58,40,538,2,35
82,69,1595,-3,61
47,69,1604,0,70
56,54,988,-2,72
76,59,1167,0,51
66,45,696,-1,91
24,51,887,-2,71
78,54,995,2,99
49,42,594,0,37
69,41,582,1,92
15,64,1390,0,81
76,59,1174,-2,73
49,50,841,1,41
82,50,851,-1,88
43,66,1458,-3,37
70,66,1461,0,55
28,57,1093,-1,42
85,56,1046,1,35
69,44,652,-1,49
47,69,1592,0,35
74,55,1014,2,46
17,67,1504,-3,34
88,52,919,-1,90
16,45,705,1,96
61,46,718,-2,63
14,51,882,-2,54
12,58,1141,2,61
51,52,910,0,45
17,55,1033,-1,81
13,54,990,1,57
58,65,1422,0,64
13,69,1610,-3,78
34,64,1378,0,53
42,55,1023,0,60
31,69,1609,1,76
31,67,1524,2,92
22,66,1465,0,48
54,65,1418,-3,54
54,40,544,2,53
87,53,957,1,97
58,65,1413,0,37
38,50,837,-3,30
81,65,1428,-2,93
49,54,977,-3,37
28,51,890,0,80
53,58,1126,2,33
71,69,1601,-3,72
83,56,1058,-3,75
55,65,1433,2,93
89,58,1128,-3,60
50,42,603,-2,68
33,66,1472,-2,74
63,55,1021,-3,67
47,63,1337,1,59
24,42,604,-2,59
22,68,1570,2,92
88,42,588,2,33
61,66,1463,-1,59
53,43,631,0,65
65,61,1260,-2,87
21,61,1263,1,74
72,41,578,-3,86
14,67,1515,2,60
25,49,815,-2,55
84,61,1261,0,96
23,49,808,-3,34
28,64,1376,1,41
11,58,1138,-1,54
80,55,1028,2,90
11,53,949,0,43
53,62,1288,-3,44
79,48,785,1,83
31,60,1222,2,76
40,59,1170,-1,47
51,58,1133,0,55
17,51,877,-3,40
14,53,960,0,76
84,54,983,0,66
31,54,998,-2,92
63,48,776,2,46
11,66,1463,2,36
64,61,1241,-3,31
56,54,990,-2,78
58,60,1214,2,64
11,57,1094,-2,40
23,42,614,-2,90
31,60,1222,1,77
20,47,747,2,38
83,41,576,1,79
60,46,715,-1,54
57,64,1390,-1,98
22,51,889,0,74
85,60,1207,-2,58
74,57,1093,1,60
86,61,1256,2,78
77,61,1261,-1,93
83,42,608,2,92
34,59,1184,0,86
33,62,1288,-3,37
10,59,1172,1,39
52,54,984,-1,57
19,66,1473,-3,73
33,55,1030,1,78
39,44,662,0,66
58,50,854,1,85
81,67,1498,-1,39
24,41,584,-1,82
19,55,1024,2,54
24,64,1392,-3,92
17,67,1525,1,93
83,41,578,0,86
84,66,1451,0,32
87,66,1455,2,41
20,40,543,0,36
56,57,1097,0,63
55,63,1337,-2,65
68,49,804,0,37
71,54,995,2,95
55,42,593,2,34
85,66,1471,-1,91
38,44,651,0,31
14,48,781,-2,46
44,63,1341,-2,75
38,60,1209,0,42
61,45,682,-2,46
33,57,1093,-2,46
48,58,1133,2,53
75,49,816,2,75
20,55,1016,-2,33
89,59,1159,0,32
89,40,548,2,78
49,60,1219,2,75
13,66,1464,0,40
60,56,1048,0,31
48,43,628,-3,56
75,48,782,0,72
51,41,572,-3,58
79,54,994,-1,99
72,52,923,-1,96
35,47,761,-1,90
65,46,712,-2,47
36,61,1264,-2,87
72,59,1163,1,35
68,58,1124,-1,35
79,46,709,2,41
35,43,624,-1,39
64,63,1340,2,75
63,44,657,0,61
38,40,561,1,98
44,45,692,-1,69
60,49,821,-2,88
32,44,669,1,83
12,65,1423,-2,51
11,44,670,2,75
34,65,1431,-3,84
38,57,1098,1,59
48,44,656,-2,53
52,66,1473,-1,84
73,50,840,-3,52
38,43,636,1,73
42,53,957,1,78
37,55,1019,-1,49
28,50,860,-1,93
86,54,978,-1,52
48,44,650,0,33
73,69,1597,2,58
85,66,1465,0,73
63,47,748,0,60
26,69,1607,0,71
20,66,1475,2,74
55,41,586,2,98
72,41,579,0,84
38,68,1560,-3,74
37,54,979,0,37
19,50,863,2,96
75,42,595,2,50
82,68,1560,-1,89
21,59,1176,1,54
64,60,1204,0,38
37,42,600,2,49
58,59,1177,1,73
47,59,1180,-3,81
74,53,944,0,54
55,47,749,-1,62
84,50,855,1,98
56,68,1543,-3,30
57,49,816,0,69
64,49,820,-2,87
22,69,1595,-3,37
74,54,991,-1,89
73,46,725,-3,90
59,47,751,0,68
30,49,815,1,54
23,62,1293,2,41
81,47,737,1,32
54,66,1466,-3,67
69,50,850,-1,79
36,53,961,2,87
58,69,1604,0,74
71,53,938,1,31
63,47,746,-3,56
71,62,1300,0,85
54,49,805,-2,37
22,53,947,-2,43
52,56,1067,-1,86
87,69,1603,-1,83
37,47,756,1,73
68,63,1336,2,63
58,45,685,-1,54
48,45,689,1,60
42,69,1604,1,68
25,44,661,2,56
37,53,957,1,77
59,57,1106,-1,95
55,49,825,0,97
76,46,710,-3,48
34,40,551,-2,70
80,64,1387,-2,99
64,54,984,-1,62
39,62,1292,-3,52
76,54,993,-2,95
79,42,602,-1,74
32,57,1112,2,97
19,67,1521,-2,85
20,51,875,-1,32
80,41,566,-3,51
24,58,1139,0,64
59,54,983,1,55
81,62,1282,1,32
22,40,551,2,61
86,49,816,0,81
64,42,603,0,70
68,51,877,-1,59
56,43,632,0,70
13,43,637,-2,69
14,63,1337,0,49
38,64,1376,1,45
22,65,1427,0,64
46,47,742,-2,37
13,40,556,2,70
46,53,944,0,41
25,54,979,-1,32
47,67,1521,0,92
28,65,1425,-1,62
58,58,1137,-2,72
19,67,1524,-3,95
26,50,851,-3,66
89,60,1216,-2,87
27,51,881,-1,55
48,41,576,0,65
57,68,1558,-2,75
57,45,700,2,97
37,56,1063,-1,68
39,48,782,0,58
30,58,1129,-2,36
37,62,1298,0,66
45,51,879,-2,55
53,59,1164,-2,33
72,41,569,-3,59
11,60,1220,-1,66
50,60,1213,1,58
34,46,715,2,42
14,48,793,1,81
31,47,744,-1,37
38,64,1374,1,41
45,50,852,1,73
36,63,1342,-3,75
89,43,627,-2,69
10,50,856,0,71
39,53,956,2,73
83,66,1457,-3,50
53,68,1564,1,87
18,50,849,2,53
75,56,1053,-3,57
70,40,541,1,50
46,40,558,-1,92
17,65,1419,0,40
54,46,715,1,50
54,53,948,0,58
32,68,1558,-3,66
13,52,931,2,91
17,43,641,0,82
30,50,852,-2,70
55,59,1177,-3,76
56,61,1250,0,51
32,44,665,-1,74
62,67,1505,0,51
63,59,1168,-3,51
10,44,661,-1,53
75,47,750,2,70
86,47,752,2,79
43,68,1563,-1,83
30,60,1228,2,95
78,68,1547,-1,49
27,40,545,1,44
33,62,1300,1,68
51,60,1209,-1,48
22,61,1257,1,57
86,43,629,2,70
33,40,561,-2,97
59,51,884,0,75
54,64,1383,-3,79
30,47,745,-2,39
40,54,988,1,64
30,63,1338,0,58
70,49,811,2,57
40,60,1208,0,41
66,46,719,-1,67
58,64,1390,2,94
83,60,1213,-3,76
32,40,547,0,54
11,44,653,-3,31
81,54,991,-3,91
64,63,1333,0,56
63,59,1181,1,85
63,67,1502,-2,45
26,50,853,-1,70
63,59,1181,2,85
24,44,661,2,54
47,53,949,-3,61
35,60,1219,-1,71
55,45,691,-3,74
21,50,847,1,48
22,44,674,-1,95
51,66,1463,1,52
12,65,1433,2,77
80,47,738,-1,39
35,58,1143,-2,80
44,40,557,2,86
48,63,1332,-2,48
42,65,1419,1,47
43,48,779,-2,51
75,41,568,-2,56
22,61,1263,0,77
54,62,1285,-3,37
82,47,741,2,44
73,67,1520,1,99
73,44,654,-2,56
31,45,689,-1,55
54,67,1514,-2,76
75,53,939,2,37
69,59,1180,2,86
84,65,1417,-2,62
36,56,1066,-1,78
71,66,1475,-1,99
19,65,1429,1,68
12,69,1617,0,94
64,54,988,-2,77
37,46,716,-2,49
58,47,741,2,35
79,47,744,-1,56
44,66,1479,1,97
49,53,951,-1,66
31,62,1306,0,87
25,56,1060,0,55
19,60,1219,-2,67
85,61,1253,0,73
75,63,1336,0,68
12,59,1184,-3,78
26,55,1038,1,97
78,57,1091,-2,56
25,57,1101,0,65
77,41,571,-2,64
42,54,995,-1,87
87,68,1554,2,72
83,53,936,-2,35
44,58,1148,0,97
52,48,793,1,94
77,57,1100,-1,82
34,60,1226,0,93
51,53,959,-2,89
11,47,759,1,70
60,55,1025,-1,75
44,67,1509,-3,60
31,63,1349,0,91
39,40,549,0,63
50,67,1511,-1,64
54,58,1137,-2,71
59,56,1061,1,70
69,64,1376,2,59
28,40,542,2,34
72,43,630,-3,74
66,44,652,-2,47
75,64,1384,2,83
28,65,1417,-3,40
84,46,710,1,48
73,45,687,0,66
72,59,1167,1,48
86,62,1291,-1,65
34,57,1091,-1,40
83,58,1130,-3,63
27,42,612,1,82
12,44,654,-3,35
83,41,566,1,49
32,59,1187,2,92
65,44,651,-3,47
37,48,786,-1,69
60,57,1107,-1,98
50,69,1612,-1,97
14,52,925,1,76
56,44,654,2,45
51,67,1518,-1,86
83,53,943,-2,56
66,65,1415,-2,48
42,63,1348,2,90
67,62,1289,0,50
87,62,1300,1,89
14,56,1072,-2,88
12,64,1387,-1,72
16,66,1461,1,33
31,47,756,0,71
33,63,1333,1,43
22,52,910,-3,37
46,63,1334,-2,53
66,47,744,-3,52
24,43,633,-2,62
24,40,543,-3,42
58,43,618,-3,31
47,67,1520,-3,94
48,60,1209,0,47
17,57,1092,-1,35
41,55,1014,2,31
