,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
924,Nissan,Sunny,Xl Diesel,"Rs. 9,12,534",1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Diesel,1515 mm,4455 mm,1695 mm,Sedan,4,18 km/litre,,22.71 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,,,185/70 R14,185/70 R14,Electric Power,All Windows,,Remote,86Ps@3750rpm,200Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2600 mm,R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,490 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Driver frontal airbag,Yes,Yes,Yes,,1,,Rake,,,Rear sensors,Yes,Yes,,,,,Yes,,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,,,,,,,,,,,,,
925,Nissan,Sunny,Xv Diesel,"Rs. 9,93,997",1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Diesel,1515 mm,4455 mm,1695 mm,Sedan,4,18 km/litre,,22.71 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,,,185/65 R15,185/65 R15,Electric Power,All Windows,,Smart Key,86Ps@3750rpm,200Nm@2000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2600 mm,R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,490 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Yes,,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,,,,,,,,,,,,,
926,Nissan,Sunny,Xe Diesel,"Rs. 8,60,997",1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Diesel,1515 mm,4455 mm,1695 mm,Sedan,4,18 km/litre,,22.71 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,,,185/70 R14,185/70 R14,Electric Power,Only Front Windows,,,86Ps@3750rpm,200Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2600 mm,R14,,Yes,Not on offer,,Yes,24 months /50000 Kms (whichever comes first),,Internal,490 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,,1,,Rake,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
927,Nissan,Sunny,Xv Cvt,"Rs. 9,93,997",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Petrol,1515 mm,4455 mm,1695 mm,Sedan,4,10.6 km/litre,,17.97 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,,,185/70 R14,185/70 R14,Electric Power,All Windows,,Remote,101PS@5600rpm,134Nm@4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2600 mm,R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,490 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Yes,,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,,
928,Nissan,Sunny,Special Edition Diesel,"Rs. 8,77,285",1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Diesel,1515 mm,4455 mm,1695 mm,Sedan,4,18 km/litre,,22.71 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,,,185/65 R15,185/65 R15,Electric Power,All Windows,,Remote,86Ps@3750rpm,200Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2600 mm,R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,490 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Multifunction Steering Wheel,,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,,,,,,,,,,,,,
929,Maruti Suzuki,Ertiga,Lxi,"Rs. 7,59,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1690 mm,4395 mm,1735 mm,MPV,5,,,19.34 km/litre,,1135 kg,5,185 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,,,185/65R15,185/65R15,Electric Power,,,,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Not on offer,Yes,7,Fabric,Manual,2740 mm,185/65R15,,Yes,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Internal,209 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,10.5:1,Rake,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,
930,Maruti Suzuki,Ertiga,Zxi,"Rs. 9,17,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1685 mm,4265 mm,1695 mm,MPV,5,,,19.34 km/litre,,1175 kg,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,104bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,Yes,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,10.5:1,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,
931,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1690 mm,4395 mm,1735 mm,MUV,5,,,18.69 km/litre,,1170 kg,4,,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2740 mm,185/65R15,,2,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1740 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,,2,10.6:1,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,
932,Maruti Suzuki,Ertiga,Zxi Plus,"Rs. 9,71,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1690 mm,4395 mm,1735 mm,MUV,5,,,19.34 km/litre,,1170 kg,5,,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,,,185/65R15,185/65R15,Electric Power,All Windows,,Smart Key,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1730 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,10.5:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,
933,Maruti Suzuki,Ertiga,Vxi,"Rs. 8,34,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1685 mm,4265 mm,1695 mm,MUV,5,,,19.34 km/litre,,1175 kg,5,,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,,2,CD/MP3 Player,,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,,2,10.6:1,Rake,,,Rear sensors,Yes,,,,,,Multifunction Steering Wheel,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,
934,Maruti Suzuki,Ertiga,Zxi At,"Rs. 10,13,000",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1685 mm,4265 mm,1695 mm,MPV,5,,,18.69 km/litre,,1180 kg,4,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,104bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2740 mm,185/65R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,10.5:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,
935,Maruti Suzuki,Ertiga,1.5L Vdi,"Rs. 9,86,689",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1690 mm,4395 mm,1735 mm,MPV,5,,,24.2 km/litre,,1225 kg kg,6,,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1730 kg kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,Air Conditioner : Standard,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,,,Yes,,Cup Holders,,,,,,Yes,Yes,,,,,,,,,,,,
936,Maruti Suzuki,Ertiga,1.5L Zdi,"Rs. 10,69,689",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1690 mm,4395 mm,1735 mm,MPV,5,,,24.2 km/litre,,1225 kg kg,6,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1730 kg kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.6:1,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
937,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"Rs. 11,20,689",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1690 mm,4395 mm,1735 mm,MPV,5,,,24.2 km/litre,,1225 kg kg,6,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Smart Key,95Bhp@4400rpm,225Nm@1750rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1800 kg kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.6,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,
938,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"Rs. 8,87,689",1462 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,CNG + Petrol,1685 mm,4265 mm,1695 mm,MUV,5,,,19.34 km/litre,,1175 kg,5,,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,103Bhp@6000rpm,180Nm@4400rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2740 mm,185/65R15,,2,CD/MP3 Player,,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,209(All3RowsUp).550(3rdRowFolded)&803(2ndRowand3rdRowFolded) litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,10.6:1,Rake,,,Rear sensors,Yes,,,,,,Multifunction Steering Wheel,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,
939,Maruti Suzuki,Baleno Rs,Rs 1.0,"Rs. 7,88,913",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1510 mm,3995 mm,1745 mm,Hatchback,5,21.4 km/litre,,21.4 km/litre,,950 kg,5,170 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Torsion Beam,1505 mm,1515 mm,195/55R16,195/55R16,Electric Power,All Windows,,Remote,102PS@5500rpm,150Nm@1700-4500RPM,Digital,Analog,Analog,Yes,5,Leather,Manual,2520 mm,195/55R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",339 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,,,,Yes,Normal,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1360 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,
940,Honda,Wr-V,Vx Diesel,"Rs. 10,35,000",1498 cc,,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1601 mm,3999 mm,1734 mm,SUV,5,25.5 km/litre,,25.5 km/litre,,1204 kg,7,188 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,195/60 R16,195/60 R16,Electric Power,All Windows,Yes,Smart Key,100PS@3600rpm,200Nm@1750rpm,Analog,Analog,Analog,2,5,Fabric,Manual,2555 mm,195/60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",363 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 Years/Unlimited km Warranty*,Yes,"With Remote, Internal",Digital,Manual,Analog,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,Yes,,,,,Yes,,,,Yes,,,,Yes,,,,,
941,Honda,Wr-V,Vx Petrol,"Rs. 9,25,000",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Petrol,1601 mm,3999 mm,1734 mm,SUV,5,17.5 km/litre,,17.5 km/litre,,1104 kg,7,188 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,195/60 R16,195/60 R16,Electric Power,All Windows,,Remote,90PS@6000rpm,110Nm@4800rpm,Analog,Analog,Analog,2,5,Fabric,Manual,2555 mm,195/60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",363 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 Years/Unlimited km Warranty*,Yes,"Internal, With Remote",Digital,Manual,Analog,,5.3 meter,,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,Yes,,,,,,,,,Yes,,,,,,,,,
942,Honda,Wr-V,S Diesel,"Rs. 9,25,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1601 mm,3999 mm,1734 mm,SUV,5,25.5 km/litre,,25.5 km/litre,,1176 kg,7,188 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,195/60 R16,195/60 R16,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Analog,Analog,Analog,2,5,Fabric,Manual,2555 mm,195/60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",363 litres,Yes,Yes,Yes,Digital,Front,,Yes,Yes,3 Years/Unlimited km Warranty*,Yes,"With Remote, Internal",Digital,Manual,Analog,Yes,5.3 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,,,,Yes,,,,,Yes,,,,,,,,,,,,,
