"1109","mitotic","Pertaining to mitosis, a process of nuclear division in eukaryotic cells that occurs when a parent cell divides to produce two identical daughter cells.
",NULL
"1110","matrix-metalloproteinase-2 inhibitor",NULL,NULL
"1111","matrix-metalloproteinase-7 inhibitor",NULL,NULL
"1112","matrix-metalloproteinase-9 inhibitor",NULL,NULL
"1113","molluscicide",NULL,"A substance used to destroy pests of the phylum Mollusca."
"1114","monoamine precursor","An aromatic amino acid (like phenylalanine, tyrosine, tryptophan), from which a monoamine is derived. Monoamines are neurotransmitters like serotonin, norepinephrine, and dopamine.
",NULL
"1115","monoaminergic","An agent which functions to directly modulate the serotonin, dopamine, norepinephrine/epinephrine, and/or melatonin neurotransmitter systems in the body or brain.
",NULL
"1116","mosquitocide",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1117","mosquitofuge",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1118","motor depressant","An agent, or drug, that reduces the normal functioning level of motor neurons, mainly in voluntary muscles.
",NULL
"1119","motor stimulant","An agent, or drug, that increases the normal functioning level of motor neurons.
",NULL
"1120","mucogenic","An agent that promotes formation of mucus.
",NULL
"1121","mucokinetic","An agent that aids in the clearance of mucus from the airways, lungs, bronchi, and trachea.
",NULL
"1122","mucolytic",NULL,"A compound that alters the structure of mucus so as to decrease its viscosity and thereby facilitate its removal by ciliary action and expectoration. Compare with antitussives, which suppress the cough reflex, and expectorants, which are considered to increase the volume of secretions in the respiratory tract, so facilitating their removal by ciliary action and coughing."
"1123","mucotropic","An agent, inhaled, that augments the volume output of respiratory tract fuild.
",NULL
"1124","musculotropic","An agent that acts on muscle tissue, particularly with a stimulating effect.
",NULL
"1125","mutagenic","An agent, such as a chemical, ultraviolet light, or a radioactive element, that has the ability to induce or increase the frequency of mutation in an organism.
",NULL
"1126","mycobactericide","An agent that kills bacteria of the genus Mycobacteria.
",NULL
"1127","mycoplasmicide","An agent that kills bacteria of the genus Mycoplasma.
",NULL
"1128","mycoplasmistat","An agent that inhibits growth of bacteria of the Mycoplasma genus.
",NULL
"1129","mydriatic",NULL,"Agent that dilates the pupil. Used in eye diseases and to facilitate eye examination. It may be either a sympathomimetic or parasympatholytic. The latter cause cycloplegia or paralysis of accommodation at high doses and may precipitate glaucoma."
"1130","myocardiotonic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"1131","myocontractant","An agent that stimulates contractions of smooth muscle.
",NULL
"1132","myopic","Pertaining to, or having, nearsightedness (myopia).
",NULL
"1133","myoprotective","An agent that acts to alleviate or prevent certain condition affecting smooth muscle.
",NULL
"1134","myorelaxant","An agent, or drug, that reduces muscle contractility by blocking the transmission of nerve impulses or by decreasing the excitability of the motor end plate or by other actions
",NULL
"1135","myostimulant","An agent that stimulates an increase of the rhythm and the amplitude of smooth muscle movement.
",NULL
"1136","myotonic","Pertaining to, or having, delayed relaxation (prolonged contraction) of the skeletal muscles after voluntary contraction or electrical stimulation (myotonia).
",NULL
"1137","NADPH-oxidase inhibitor",NULL,"An EC 1.6.3.* (oxidoreductase acting on NADH or NADPH with oxygen as acceptor) inhibitor that interferes with the action of NAD(P)H oxidase (H2O2-forming), EC 1.6.3.1."
"1138","NADH-ubiquinone-oxidoreductase inhibitor",NULL,"An EC 1.6.5.* (oxidoreductase acting on NADH or NADPH with a quinone or similar as acceptor) inhibitor that interferes with the action of NAD(P)H dehydrogenase (quinone), EC 1.6.5.2."
"1139","narcotic",NULL,"A narcotic or opioid substance, synthetic or semisynthetic agent producing profound analgesia, drowsiness, and changes in mood."
"1140","natriuretic","Pertaining to the process of excretion of sodium in the urine via action of the kidneys.
",NULL
"1141","nematicide",NULL,"A substance used to destroy pests of the phylum Nematoda (roundworms)."
"1142","nematiovistat",NULL,NULL
"1143","nematistat","An effect which have been observed when nematodes are exposed to low concentrations of organophosphates and carbamates. These products do not always kill nematodes, but at times appear to disorient, paralyze, or confuse nematodes and so prevent infestation of roots.
",NULL
"1144","nemativoistat",NULL,NULL
"1145","neoplastic","An agent, or effect, that results in abnormal growth of tissue.
",NULL
"1146","neutral-endopeptidase inhibitor",NULL,"Any EC 3.4.* (hydrolases acting on peptide bond) inhibitor that interferes with the activity of a metalloendopeptidase (EC 3.4.24.*)."
"1147","nephroprotective",NULL,"Any protective agent that is able to prevent damage to the kidney."
"1148","nephrotoxic",NULL,"A role played by a chemical compound exihibiting itself through the ability to induce damage to the kidney in animals."
"1149","neurodepressant","An agent that reduces neural signal transmisission.
",NULL
"1150","neuroexcitant","An agent that increases neural signal transmisission.
",NULL
"1151","neurogenic","Something caused by, controlled by, or arising in the nervous system.
",NULL
"1152","neuro inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1153","neuroleptic","An agent, or drug, that reduces nervous tension by depressing nerve functions.
",NULL
"1154","neurolytic","Pertaining to, or causing, disintegration of nerve tissue.
",NULL
"1155","neuromyostimulant","An agent that increases activity of smooth muscle nerves.
",NULL
"1156","neuroparalytic","Something relating to, causing, or characterized by paralysis or loss of sensation due to a lesion in a nerve.
",NULL
"1157","neuropathogenic","An agent capable of causing disease of nervous tissue.
",NULL
"1158","neuroprotective",NULL,"Any compound that can be used for the treatment of neurodegenerative disorders."
"1159","neurostimulant","An agent that quickens the functional activity of neurons.
",NULL
"1160","neurotoxic",NULL,"A poison that interferes with the functions of the nervous system."
"1161","neurotransmitter",NULL,"An endogenous compound that is used to transmit information across the synapse between a neuron and another cell."
"1162","neurotropic","An agent, such as a virus, toxin, or chemical, that attacks or affects the nervous system preferentially.
",NULL
"1163","NF-kappa-B inducer","An agent that stimulates the activity of NF-kappa-B, a protein complex that controls transcription of DNA, cytokine production and cell survival.
",NULL
"1164","NF-kappa-B inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1165","nicotinic",NULL,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
"1166","nitric-oxide-genic","Pertaining to increased levels if nitric oxide in the blood, which acts as a vasodilator.
",NULL
"1167","nitric-oxide inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1168","nitric-oxide scavenger","An agent that retains nitric oxide. An example is nitric oxide scavenging by red blood cells.
",NULL
"1169","nitric-oxide-synthase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1170","nociceptive","Somehting induced by, or responding to a nociceptive stimulus, a harmful stimuli in the nervous system.
",NULL
"1171","nodulation signal","Aignaling molecules produced by bacteria known as rhizobia during the initiation of nodules on the root of legumes. A symbiosis is formed when legumes take up the bacteria.
",NULL
"1172","occuloirritant","An agent that causes irritation of the eye.
",NULL
"1173","odontolytic","An agne that promotes resorption of dental tissue.
",NULL
"1174","ophthalmic antialkali","An agent that relieves effects of an alkaline burn of the eye. 
",NULL
"1175","ornithine-decarboxylase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1176","osmoregulator","An organism that can regulate or keep the solutes or salts of its body fluid at a higher or lower concentration than the concentration of solutes in the external medium, although this regulation may be limited at extremely high or extremely low external solute concentrations.
",NULL
"1177","osteoblastogenic","An agent that stimulates production of osteoblasts.
",NULL
"1178","osteogenic","Something derived from or composed of any tissue concerned in bone growth or repair.
",NULL
"1179","osteolytic","Pertaining to the dissolution of bone, especially the loss of calcium from bone.
",NULL
"1180","ovicide","An agent that kills eggs, especially an insecticide effective against the egg stage.
",NULL
"1181","oviposition stimulant","An agent that stimulates the laying of eggs, especially by the ovipositor, a tubular structure, usually concealed but sometimes extending outside the abdomen, with which many female insects deposit eggs.
",NULL
"1182","ovulant","An agent that stimulates ovulation, the release of an ovum from an ovary.
",NULL
"1183","oxidant",NULL,"A substance that removes electrons from another reactant in a redox reaction."
"1184","oxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1185","oxytocic",NULL,"A drug that stimulates contraction of the myometrium. Oxytocics are used to induce labour, obstetric at term, to prevent or control postpartum or postabortion haemorrhage, and to assess foetal status in high risk pregnancies. They may also be used alone or with other drugs to induce abortions (abortifacients)."
"1186","oxyuricide","A substance that destroys pinworms.
",NULL
"1187","ozone scavenger","An agent that retains ozone from a gas stream .
",NULL
"1188","cytochrome-P21 inducer",NULL,NULL
"1189","cytochrome-P450-1A inducer","An agent that stimulates the activity of cytochrome-P450-1A, a cytochrome-P450 enzyme involved in phase I xenobiotic and drug metabolism, as well as metabolic activation of aromatic hydrocarbons.
",NULL
"1190","cytochrome-P450-2B inducer","An agent that stimulates the activity of cytochrome-P450-2B a cytochrome-P450 that catalyzes many reactions involved in drug metabolism (such as the anti-cancer drugs cyclophosphamide and ifosphamide) and synthesis of cholesterol, steroids and other lipids.
",NULL
"1191","cytochrome-P450-2B1 inhibitor",NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
"1192","platelet aggregation factor inhibitor",NULL,"A drug or agent which antagonizes or impairs any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system."
"1193","pancreatogenic","Somehting of pancreatic origin, or formed in the pancreas.
",NULL
"1194","pancreatoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1195","papain inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1196","paralytic","Related to, or having, paralysis, which is loss or impairment of the ability to move a body part, usually as a result of damage to its nerve supply.
",NULL
"1197","paramecicide","An agent that kills unicellular ciliated protozoans of the genus Paramecium.
",NULL
"1198","parasiticide","A substance used in medicine and veterinary medicine to kill parasites (especially those other than bacteria or fungi).
",NULL
"1199","parasympathicomimetic",NULL,NULL
"1200","parasympathomimetic","A substance, or drug, that stimulates the parasympathetic nervous system. It can act either directly by stimulating the nicotinic or muscarinic receptors (thus mimicking acetylcholine), or indirectly by inhibiting cholinesterase, promoting acetylcholine release, or other mechanisms.
",NULL
"1201","pectinolytic","An agent that induces hydrolysis of pectins.
",NULL
"1202","pediculicide",NULL,"Substance used to treat lice (genus Pediculus) infestation."
"1203","pemphigenic","An agent that induces formation of fluid-filled blisters on the skin (pemphigoid), an auto-immune disorder.
",NULL
"1204","percutaneostimulant","A stimulant that is effective through the skin.
",NULL
"1205","perfume",NULL,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
"1206","perfumery",NULL,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
"1207","peristaltic","An agnet that stimulates peristalsis, a series of muscle contractions that occur in the digestive tract that moves food through the digestive system.
",NULL
"1208","peroxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1209","peroxynitrite scavenger","An agne that binds to and removes peroxynitrite. An example is uric acid.
",NULL
"1210","pesticide",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"1211","prostaglandin-E2 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1212","phagocytotic","Having the ability to engulf a solid or a cell, through phagocytosis, a form of endocytosis involving vascular internalization.
",NULL
"1213","pheromonal",NULL,"A semiochemical used in olfactory communication between organisms of the same species eliciting a change in sexual or social behaviour."
"1214","pheromone",NULL,"A semiochemical used in olfactory communication between organisms of the same species eliciting a change in sexual or social behaviour."
"1215","phosphodiesterase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1216","phospholipase-A2 inhibitor",NULL,"An EC 3.1.1.* (carboxylic ester hydrolase) inhibitor that interferes with the action of phospholipase A2 (EC 3.1.1.4)."
"1217","phospholipase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1218","photoactive","Having the ability to respond to light photoelectrically, or to respond to sunlight or ultraviolet radiation by chemical reaction.
",NULL
"1219","photocarcinogenic",NULL,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
"1220","photodermatitigenic","An agent, or allergen, which is activated by light to sensitize the allergic response, which causes a rash or other systemic effects upon exposure.
",NULL
"1221","photosensitizer","A molecule that produces a chemical change in another molecule in a photochemicalprocess. Photosensitizers are commonly used in polymer chemistry in reactions such as photopolymerization, photocrosslinking, and photodegradation.Photosensitizers generally act by absorbing energy electromagnetic radiation in the form of ultraviolet or visible light and transferring it to adjacent molecules.
",NULL
"1222","phototoxic","An agent that renders the skin susceptible to damage (as sunburn or blisters) upon exposure to light and especially ultraviolet light.
",NULL
"1223","phytoalexin",NULL,"A toxin made by a plant that acts against an organism attacking it."
"1224","phytohormonal",NULL,"A plant growth regulator that modulates the formation of stems, leaves and flowers, as well as the development and ripening of fruit. The term includes endogenous and non-endogenous compounds (e.g. active compounds produced by bacteria on the leaf surface) as well as semi-synthetic and fully synthetic compounds."
"1225","phytohormone",NULL,"A plant growth regulator that modulates the formation of stems, leaves and flowers, as well as the development and ripening of fruit. The term includes endogenous and non-endogenous compounds (e.g. active compounds produced by bacteria on the leaf surface) as well as semi-synthetic and fully synthetic compounds."
"1226","phytotoxic","An agent poisonous to plants, having a toxic effect on plant growth.
",NULL
"1227","pigment",NULL,"An endogenous molecular entity that results in a colour of an organism as the consequence of the selective absorption of light."
"1228","piscicide","A substance poisonous to fish. The primary use for piscicides is to eliminate a dominant species of fish in a body of water, as the first step in attempting to populate the body of water with a different fish. They are also used to combat parasitic and invasive species of fish.
",NULL
"1229","pituitary sensitizer",NULL,NULL
"1230","pituitary stimulant","An agent that stimulates hormone production by the pituitary gland. Hormones secreted from the pituitary gland help control: growth, blood pressure, certain functions of the sex organs, thyroid glands and metabolism as well as some aspects of pregnancy, childbirth, nursing, water/salt concentration and the kidneys, temperature regulation and pain relief.
",NULL
"1231","protein kinase C inhibitor",NULL,"An EC 2.7.11.* (protein-serine/threonine kinase) inhibitor that interferes with the action of protein kinase C (EC 2.7.11.13)."
"1232","protein kinase D inhibitor",NULL,"An EC 2.7.* (P-containing group transferase) inhibitor that interferes with the action of protein kinases."
"1233","plasmodicide","An agent that kills malaria parasites.
",NULL
"1234","podagragenic","Pertaining to formation of podagra, painful condition of the big toe, caused by gout.
",NULL
"1235","poison",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1236","polyamine synthesis inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1237","potassium-sparing","An agent, or diuretic drug, that prevents the secretion of potassium into the urine. It may be used in the treatment of hypertension and management of congestive heart failure.
",NULL
"1238","poultice","A soft, moist mass of material, typically of plant material or flour, applied to the body to relieve soreness and inflammation.
",NULL
"1239","peroxisome proliferator activated receptor gamma antagonist",NULL,"Substance that attaches to and blocks cell receptors that normally bind naturally occurring substances."
"1240","prebiotic","Non-digestible fiber compounds that pass undigested through the upper part of the gastrointestinal tract and stimulate the growth or activity of advantageous bacteria that colonize the large bowel by acting as substrate for them.
",NULL
"1241","preservative",NULL,"Substances which are added to food in order to prevent decomposition caused by  microbial growth or by undesirable chemical changes."
"1242","pressor","An agent htat increases blood pressure by stimulating constriction of the blood vessels.
",NULL
"1243","provitamin A",NULL,"A substance that can be converted into a vitamin by animal tissues."
"1244","priapistic","Related to, or having, persistent, usually painful erection of the penis, especially as a consequence of disease and not related to sexual arousal.
",NULL
"1245","probiotic","A microorganism that provides health benefits. Commonly claimed benefits of probiotic supplements include the decrease of potentially pathogenic gastrointestinal microorganisms, the reduction of gastrointestinal discomfort, the strengthening of the immune system, the improvement of the skin's function, the improvement of bowel regularity, the strengthening of the resistance to cedar pollen allergens, the decrease in body pathogens, the reduction of flatulence and bloating, the protection of DNA, the protection of proteins and lipids from oxidative damage, and the maintaining of individual intestinal microbiota in subjects receiving antibiotic treatment.
",NULL
"1246","probiotigenic",NULL,NULL
"1247","progestational","Something that precedes pregnancy or gestation. Related to, inducing, or constituting the modifications of the female mammalian system associated especially with ovulation and corpus luteum formation.
",NULL
"1248","progesteronigenic","An agent that stimulates production of progesterone, a progestogen sex hormone involved in the menstrual cycle, pregnancy, and embryogenesis of humans and other species.
",NULL
"1249","pro HLDL","An agent that stimulates or enhances the activity of HLDL (Human Low Density Lipoprotein), which facilitates the movement of fats and cholesterol within the water based solution of the blood stream.
",NULL
"1250","prolactinogenic","Pertaining to production of the hormone prolactin, which may lead to breast enlargement. 
",NULL
"1251","proliferant","A mildly irritating substance used in sclerotherapy to strengthen weakened connective tissues.
",NULL
"1252","prooxidant","An endobiotic or xenobiotic that induces oxidative stress either by generation of ROS or by inhibiting antioxidant systems. It can include all reactive, free radical containing molecules in cells or tissues.
",NULL
"1253","propecic",NULL,NULL
"1254","prostaglandigenic","Pertaining to production of prostaglandins, a group of cyclic fatty acid compounds with varying hormonelike effects, notably the promotion of uterine contractions.
",NULL
"1255","prostaglandin inhibitor",NULL,"A compound that inhibits the action of prostaglandins."
"1256","prostaglandin secretor",NULL,NULL
"1257","prostaglandin sparer",NULL,NULL
"1258","prostaglandin synthesis inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1259","prostaglandin-synthetase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1260","prostatitigenic","Pertaining to inflammation of the prostate gland.
",NULL
"1261","prosticide",NULL,NULL
"1262","protease inhibitor",NULL,"A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases)."
"1263","protein kinase inhibitor",NULL,"An EC 2.7.* (P-containing group transferase) inhibitor that interferes with the action of protein kinases."
"1264","proteinase inhibitor",NULL,"A compound which inhibits or antagonizes the biosynthesis or actions of proteases (endopeptidases)."
"1265","proteolytic","An agent that catalyzes proteolysis, the breakdown of proteins into smaller polypeptides or amino acids.
",NULL
"1266","protisticide","An agent, which can be a herbicide, that kills protozoans.
",NULL
"1267","pruritogenic","An agent that causes pruritus, or itching.
",NULL
"1268","psychoactive",NULL,"A loosely defined grouping of drugs that have effects on psychological function."
"1269","psychotomimetic",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"1270","psychotropic",NULL,"A loosely defined grouping of drugs that have effects on psychological function."
"1271","protein-tyrosine-kinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1272","pulifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"1273","pulmonoprotective","An agent that acts to alleviate or prevent certain conditions affecting lung tissue.
",NULL
"1274","pulmonotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1275","purgative",NULL,"An agent that produces a soft formed stool, and relaxes and loosens the bowels, typically used over a protracted period, to relieve constipation. Compare with cathartic, which is a substance that accelerates defecation. A substances can be both a laxative and a cathartic."
"1276","pyrogenic","An agent that induces fever, by generating heat.
",NULL
"1277","quinone-reductase inducer","An agent that stimulates quinone reductase enzymatic activity, also a biomarker for cancer chemoprevention.
",NULL
"1278","quinone-reductase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1279","radioprotective",NULL,"Any pharmaceutical compound containing a radioisotope."
"1280","refrigerant",NULL,"A substance used in a thermodynamic heat pump cycle or refrigeration cycle that undergoes a phase change from a gas to a liquid and back. Refrigerants are used in air-conditioning systems and freezers or refrigerators and are assigned a ""R"" number (by ASHRAE - formerly the American Society of Heating, Refrigerating and Air Conditioning Engineers), which is determined systematically according to their molecular structure."
"1281","renoirritant","An agent that causes irritation or inflammation of kydney tissue.
",NULL
"1282","renotoxic",NULL,"A role played by a chemical compound exihibiting itself through the ability to induce damage to the kidney in animals."
"1283","repellent","An agent able to repel a particular thing, impervious to a particular substance.
",NULL
"1284","RES-activator",NULL,NULL
"1285","respiradepressant","An agent that supresses gas exchange, resulting in an increase of carbon dioxide concentrations and respiratory acidosis. Respiratory depression is characteristic of hypoventilation.
",NULL
"1286","respira inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1287","respiraparalytic","Related to, or having, respiratory paralysis, which occurs when the muscles associated with breathing become too weak to function properly.
",NULL
"1288","respirasensitizer","A substance that will induce hypersensitivity of the airways following inhalation of the substance.
",NULL
"1289","respirastimulant","An agent that stimulates an increase in tidal volume, and respiratory rate.
",NULL
"1290","respirodepressant","An agent that diminishes ventilation, the movement of air between the environment and the lungs via inhalation and exhalation.
",NULL
"1291","respiroinhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1292","respirostimulant","An agent that increases ventilation, the movement of air between the environment and the lungs via inhalation and exhalation.
",NULL
"1293","respirotoxic",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1294","retinoprotectant","An agent that acts to alleviate or prevent certain condition affecting the retina.
",NULL
"1295","reverse transcriptase inhibitor",NULL,"An EC 2.7.7.* (nucleotidyltransferase) inhibitor that interferes with the activity of reverse transcriptase, EC 2.7.7.49, a viral DNA polymerase enzyme that retroviruses need to reproduce."
"1296","ribosome inactivator","A protein that is a protein synthesis inhibitor which acts at the ribosome.
",NULL
"1297","RNA-genic",NULL,NULL
"1298","RNA inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1299","roborant","An agnet, or drug, that restores vigor or strength.
",NULL
"1300","rodenticide",NULL,"A substance used to destroy rodent pests."
"1301","rubefacient","A substance for topical application that produces redness of the skin, by causing dilation of the capillaries and an increase in blood circulation.
",NULL
"1302","scabicide",NULL,"An acaricide that kills mites of the genus Sarcoptes."
"1303","schistosomicide","An agent, or drug, destructive to schistosomes, blood flukes transmitted by snails to human hosts in many parts of Africa, Brazil, and Asia. Praziquantel, albendazole, niridazole, metrifonate, oxamniquine hycanthone hydrochloride, and various salts of antimony, including stibophen, are potent antischistosomal agents.
",NULL
"1304","schizophrenigenic","An agent that has an effect on, or causes schizophrenia, a mental disorder often characterized by abnormal social behavior and failure to recognize what is real.
",NULL
"1305","sclerosant","An injectable irritant that is used in the treatment of varicose veins and that causes inflammation and subsequentfibrosis, thus obliterating the lumen of the vein.
",NULL
"1306","scolicide",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"1307","seasoning","Enhancement of flavor by adding salt, herbs, or spices to food.
",NULL
"1308","secretogogue","A substance that promotes secretion.
",NULL
"1309","secretolytic","An agent that increases the production of serous mucus in the respiratory tract.
",NULL
"1310","secretomotor","A structure, often a nerve, that has the capacity to induce a gland to secrete a substance, usually mucus or serous fluid.
",NULL
"1311","sedative",NULL,"A central nervous system depressant used to induce drowsiness or sleep or to reduce psychological excitement or anxiety."
"1312","sequestrant",NULL,"A food preservative that acts by chelating with metal cations (particularly those of copper, iron and nickel) that catalyse the oxidation of fats in food."
"1313","serotonin inhibitor",NULL,"Drugs that bind to but do not activate serotonin receptors, thereby blocking the actions of serotonin or serotonergic agonists."
"1314","serotoninergic",NULL,NULL
"1315","sialogogue","An agent that stimulates the flow of saliva.
",NULL
"1316","soap",NULL,NULL
"1317","sodium-sparing","An agent that prevents excretion of sodium in the urine.
",NULL
"1318","soporific","An agent, or drug, that induces drowsiness or sleep.
",NULL
"1319","sortase-A inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1320","spasmogenic","An agnent that causes spasms, which are sudden involuntary muscular contraction or convulsive movement.
",NULL
"1321","spasmolytic","An agent, or drug, that relieves spasm of smooth muscle.
",NULL
"1322","spermicide","A contraceptive substance that destroys sperm, inserted vaginally prior to intercourse to prevent pregnancy.
",NULL
"1323","spermigenic","An agent that induces sperm production.
",NULL
"1324","spice","A seed, fruit, root, bark, berry, bud or vegetable substance primarily used for flavoring, coloring or preserving food. Spices are distinguished from herbs, which are parts of leafy green plants used for flavoring or as a garnish. Many spices have antimicrobial properties.
",NULL
"1325","spinoconvulsant","An agent that induces convulsion and/or epileptic seizures affecting spinal cord nerves.
",NULL
"1326","sprout inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1327","squalene-monooxygenase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1328","sternutatory","An agent, or substance that causes sneezing. Pepper is an exmaple. 
",NULL
"1329","stimulant","An agent, or drug, that induces temporary improvements in either mental or physical functions or both. Examples of these kinds of effects may include enhanced alertness, wakefulness, and locomotion, among others.
",NULL
"1330","stomachic","An agnet, or drug, that promotes the appetite or assists digestion.
",NULL
"1331","styptic","A sunbstance capable of causing bleeding to stop when it is applied to a wound.
",NULL
"1332","succinate-dehydrogenase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1333","succinic-dehydrogenase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1334","succinoxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1335","sucrase promoter","An agent, or inducer, that activates sucrases, enzymes located on the brush border of the small intestine that catalyze the hydrolysis of sucrose to fructose and glucose.
",NULL
"1336","sudorific","An agent, or drug, that induces sweating.
",NULL
"1337","sunscreen",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"1338","suppository","A drug delivery system that is inserted into the rectum, vagina, or urethra, where it dissolves or melts and is absorbed into the blood stream.
",NULL
"1339","suppurative","An agent that promotes formation of pus. Pertaining to or emanating from suppuration.
",NULL
"1340","surfactant",NULL,"A substance which lowers the surface tension of the medium in which it is dissolved, and/or the interfacial tension with other phases, and, accordingly, is positively adsorbed at the liquid/vapour and/or at other interfaces."
"1341","sweetener",NULL,"Substance that sweeten food, beverages, medications, etc."
"1342","sympathomimetic",NULL,"A drug that mimics the effects of stimulating postganglionic adrenergic sympathetic nerves. Included in this class are drugs that directly stimulate adrenergic receptors and drugs that act indirectly by provoking the release of adrenergic transmitters."
"1343","synergist","A substance, organ, or other agent that participates in an effect of synergy, which refers to the creation of a whole that is greater than the simple sum of its parts.
",NULL
"1344","systolic depressant","An agent that reduces systolic blood pressure, which is the pressure created as the heart contracts and pushes blood through the arteries.
",NULL
"1345","tachycardic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"1346","taenicide","An agent, or drug, that destroys tapeworms.
",NULL
"1347","teratogenic",NULL,"A role played by a chemical compound  in biological systems with adverse consequences in embryo developments, leading to birth defects, embryo death or altered development, growth retardation and functional defect."
"1348","teratologic","Pertaining to deformity, either congenital or resulting from accident.
",NULL
"1349","termiticide","An agent that kills termites, eusocial insects that are classified at the taxonomic rank of infraorder Isoptera, or as epifamily Termitoidae within the cockroach order Blattodea. 
",NULL
"1350","termitifuge",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"1351","testosterogenic","An agent that promotes production of testosterone. It may be used in treating premature ejaculation or impotence.
",NULL
"1352","testosterone-hydroxylase inducer","An agent that stimulates the activity of testosterone hydroxylase. Hydroxylation is the first step in the oxidative degradation of organic compounds.
",NULL
