,price,space,room,bedroom,furniture,latitude,longitude,city_area,floor,max_floor,apartment_type,renovation_type,balcony
40174,174600,53.0,2,1,0,41.726689214779,44.775593035791,Saburtalo District,9,23,new,white frame,1
40175,271600,91.57,3,2,0,41.751576358281,44.771870399447,Saburtalo District,12,29,construction,newly renovated,1
40176,161900,78.0,2,2,0,41.732888916063,44.722549341025,Vake District,5,13,construction,green frame,1
40177,112900,54.8,2,1,0,41.7547729,44.7642352,Saburtalo District,3,19,new,white frame,1
40178,112100,54.0,1,1,0,41.732888916063,44.722549341025,Vake District,7,13,construction,green frame,1
40179,186400,90.5,4,3,0,41.7554926,44.766335,Saburtalo District,4,16,new,white frame,1
40182,130000,54.41,3,2,0,41.73188365,44.836876299366,Other,5,12,new,green frame,1
40183,173300,72.54,3,2,0,41.73188365,44.836876299366,Other,11,12,construction,green frame,1
40184,106100,47.0,2,1,0,41.7613081,44.789730120431,Nadzaladevi District,9,17,construction,green frame,1
40185,103800,46.0,2,1,0,41.7613081,44.789730120431,Nadzaladevi District,8,17,construction,green frame,1
40186,106100,47.0,2,1,0,41.7613081,44.789730120431,Nadzaladevi District,8,17,construction,green frame,1
40187,168900,70.71,3,2,0,41.73188365,44.836876299366,Other,9,12,construction,green frame,1
40188,164900,77.0,4,3,0,41.73188365,44.836876299366,Other,9,10,new,green frame,0
40189,173900,72.81,3,2,0,41.73188365,44.836876299366,Other,9,12,new,green frame,1
40190,171800,70.0,2,1,0,41.73188365,44.836876299366,Other,12,12,new,green frame,1
40191,113700,60.0,2,1,0,41.7738544,44.8225186,Nadzaladevi District,10,12,new,green frame,1
40192,99300,44.0,2,1,0,41.7613081,44.789730120431,Nadzaladevi District,9,22,construction,green frame,1
40193,259200,121.0,3,2,0,41.73188365,44.836876299366,Other,8,10,new,green frame,0
40194,115100,51.0,2,1,0,41.73188365,44.836876299366,Other,6,8,construction,green frame,1
40195,132600,54.0,2,1,0,41.73188365,44.836876299366,Other,10,12,new,green frame,1
40196,123200,65.0,2,1,0,41.7738544,44.8225186,Nadzaladevi District,12,12,new,green frame,1
40197,227000,84.0,2,1,0,41.7245209,44.7537885,Saburtalo District,7,10,new,white frame,0
40198,167100,74.05,2,1,0,41.7613081,44.789730120431,Nadzaladevi District,7,22,construction,green frame,1
40200,90000,35.0,1,1,0,41.7335333,44.798583,Nadzaladevi District,4,12,construction,green frame,0
40201,418500,155.0,4,3,1,41.7245209,44.7537885,Saburtalo District,3,4,new,newly renovated,1
40202,127700,53.44,3,2,0,41.73188365,44.836876299366,Other,9,12,new,green frame,1
40203,188400,73.3,3,2,0,41.7335333,44.798583,Nadzaladevi District,7,12,construction,green frame,1
40205,498500,178.0,6,4,0,41.715913977581,44.777114922907,Saburtalo District,10,10,new,white frame,1
40207,177900,60.0,3,2,0,41.73188365,44.836876299366,Other,4,8,construction,white frame,1
40208,89000,45.0,2,1,0,41.68447547374447,44.85439184934387,Other,15,15,construction,white frame,1
40209,386500,138.0,4,3,0,41.715874390026,44.777023593881,Saburtalo District,5,10,new,white frame,1
40210,128800,46.0,2,1,0,41.715796227366,44.776962783421,Saburtalo District,3,10,new,white frame,1
40211,238100,85.0,3,2,0,41.715965176298,44.777140234391,Saburtalo District,3,10,new,white frame,1
40212,212900,76.0,3,2,0,41.716065737633,44.77703252788,Saburtalo District,2,10,new,white frame,1
40213,196100,70.0,3,2,0,41.715976759614,44.777097745999,Saburtalo District,5,10,new,white frame,1
40214,162400,58.0,2,1,0,41.716004077417,44.776937654439,Saburtalo District,8,10,new,white frame,1
40215,18100,18.0,1,0,0,41.7013668,44.7687247,Vake District,0,10,new,white frame,0
40216,66300,41.9,2,1,0,41.7850018,44.7553366,Saburtalo District,4,5,construction,black frame,1
40217,236400,57.4,2,1,0,41.713298430373,44.762170108526,Vake District,3,20,construction,green frame,0
40218,205900,50.0,2,1,0,41.7026572,44.8104008,Chugureti District,3,5,new,green frame,1
40219,155700,63.0,2,1,0,41.73070962354,44.785454057839,Didube District,11,25,new,white frame,0
40220,128100,74.74,3,2,0,41.789945463621,44.760735060144,Saburtalo District,4,5,construction,black frame,1
40222,149300,60.4,2,1,0,41.720716973059,44.706175157568,Saburtalo District,5,21,construction,green frame,1
40223,273700,166.78,4,3,0,41.6710145,44.8418127,Krtsanisi District,12,13,new,white frame,1
40224,214000,133.37,3,2,0,41.6710145,44.8418127,Krtsanisi District,8,8,new,white frame,0
40225,204300,133.32,3,2,0,41.6710145,44.8418127,Krtsanisi District,8,8,new,white frame,0
40226,114600,47.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40227,164700,79.95,3,2,0,41.6710145,44.8418127,Krtsanisi District,17,17,new,white frame,1
40229,378600,344.0,5,4,0,41.7271321,44.7880765,Didube District,13,14,new,white frame,1
40230,362800,213.78,5,4,0,41.6710145,44.8418127,Krtsanisi District,12,13,new,white frame,1
40231,378500,331.0,5,4,0,41.7271321,44.7880765,Didube District,13,14,new,white frame,1
40232,204300,133.02,3,2,0,41.6710145,44.8418127,Krtsanisi District,8,8,new,white frame,0
40233,128100,54.0,2,1,0,41.675235885026,44.836024842397,Krtsanisi District,5,16,construction,white frame,1
40234,174600,83.57,3,2,0,41.6710145,44.8418127,Krtsanisi District,12,13,new,white frame,1
40235,179200,75.0,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,4,16,construction,white frame,1
40236,213900,132.73,3,2,0,41.6710145,44.8418127,Krtsanisi District,8,8,new,white frame,0
40237,92400,45.0,2,1,0,41.792771298817,44.772843345761,Saburtalo District,2,8,construction,green frame,1
40238,150100,70.1,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40239,178100,81.9,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40240,167000,76.8,2,2,0,41.749348350252,44.7776963556,Nadzaladevi District,4,18,construction,white frame,1
40241,151600,70.8,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40242,149900,70.0,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,new,white frame,1
40243,151200,70.6,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40244,152800,74.0,3,2,0,41.792771298817,44.772843345761,Saburtalo District,2,8,construction,green frame,1
40245,121000,51.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40246,233400,101.2,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,newly renovated,1
40247,120500,49.4,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40248,180600,75.1,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40249,144100,54.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,8,16,construction,white frame,1
40250,183200,67.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,8,16,construction,white frame,1
40251,152400,64.7,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40252,141900,59.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,7,16,construction,white frame,1
40253,126800,52.0,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,4,16,construction,white frame,1
40254,291300,104.0,3,2,0,41.73008336233,44.726747894373,Saburtalo District,10,14,construction,white frame,1
40255,135700,54.9,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,6,16,construction,white frame,1
40256,221600,94.7,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,3,16,construction,white frame,1
40257,207300,85.0,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,9,16,construction,white frame,1
40258,172800,63.2,2,1,0,41.67452029107,44.83611546752,Krtsanisi District,8,16,construction,white frame,1
40259,176300,69.5,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,1,16,construction,white frame,1
40260,180800,68.6,3,2,0,41.67452029107,44.83611546752,Krtsanisi District,5,16,construction,white frame,1
40261,286600,127.1,3,2,0,41.721710532377,44.707742403119,Saburtalo District,12,22,construction,white frame,1
40262,118000,46.52,2,1,0,41.789545617075,44.759713965089,Saburtalo District,1,5,construction,newly renovated,0
40263,137900,52.3,2,1,0,41.720716973059,44.706175157568,Saburtalo District,9,21,construction,green frame,1
40264,108600,42.8,2,1,0,41.7260323,44.7995087,Nadzaladevi District,12,13,new,white frame,1
40265,118300,57.0,2,2,0,41.732827431086,44.722577662556,Vake District,11,13,construction,green frame,1
40266,254600,90.9,3,2,0,41.720716973059,44.706175157568,Saburtalo District,11,21,construction,green frame,1
40267,213500,86.4,3,2,0,41.720716973059,44.706175157568,Saburtalo District,6,21,construction,green frame,1
40269,84000,31.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,1,6,old,newly renovated,1
40270,205600,96.0,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,new,white frame,1
40271,319600,145.0,5,4,1,41.72301095,44.757250550764,Saburtalo District,9,9,old,old renovation,1
40272,151500,41.8,2,1,0,41.727685759261,43.529582572465,Saburtalo District,5,6,new,newly renovated,1
40273,121900,60.0,2,1,0,41.7954972,44.8190233,Gldani District,4,9,new,newly renovated,1
40274,281700,76.4,3,2,1,41.7335333,44.798583,Nadzaladevi District,13,20,new,newly renovated,1
40275,204000,85.0,3,2,0,41.721710532377,44.707742403119,Saburtalo District,15,22,construction,white frame,1
40276,197700,60.0,2,1,1,41.7245209,44.7537885,Saburtalo District,2,7,new,newly renovated,0
40277,181200,110.0,3,2,1,41.7364242,44.7822534,Didube District,2,6,old,old renovation,1
40278,174600,110.0,4,2,0,41.7335333,44.798583,Nadzaladevi District,9,9,old,old renovation,1
40280,988500,208.0,5,4,0,41.7081011,44.7696196,Vake District,6,8,new,newly renovated,1
40284,174600,60.0,2,1,1,41.721040350958,44.77316825974,Saburtalo District,4,8,old,old renovation,1
40285,823800,185.0,4,3,1,41.722811,44.7509454,Saburtalo District,7,15,new,newly renovated,1
40287,48300,20.0,1,0,1,41.7659669,44.7925615,Nadzaladevi District,4,12,old,newly renovated,1
40290,181200,58.0,2,1,0,41.7245209,44.7537885,Saburtalo District,7,22,new,white frame,0
40291,263600,78.0,3,2,1,41.7037033,44.7724816,Vake District,1,9,new,newly renovated,1
40293,187800,54.0,3,2,0,41.7224121,44.7720785,Saburtalo District,10,14,new,newly renovated,1
40294,131800,65.0,3,1,1,41.6915442,44.8183755,Isani District,1,2,old,old renovation,0
40295,174600,55.11,2,1,1,41.7206103,44.7106871,Saburtalo District,13,16,new,newly renovated,1
40296,118600,47.0,2,1,1,41.7903068,44.7593516,Saburtalo District,9,12,new,newly renovated,1
40297,494300,107.0,3,2,0,41.73188365,44.836876299366,Other,4,6,old,old renovation,1
40298,224100,70.0,2,1,1,41.7236415,44.7619559,Saburtalo District,7,7,new,newly renovated,1
40299,92300,61.0,3,2,1,41.68401965,44.919845811792,Samgori District,1,2,old,newly renovated,1
40300,148300,55.0,2,1,0,41.7240689,44.7299815,Saburtalo District,3,5,old,old renovation,0
40301,56000,43.0,2,1,0,41.7292617,44.7634137,Saburtalo District,10,10,old,black frame,0
40302,81800,38.2,1,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40304,174600,62.0,3,2,1,41.6866598,44.8379845,Isani District,8,9,old,old renovation,0
40305,205400,95.9,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40306,121900,65.0,2,1,1,41.7032135,44.8748997,Samgori District,2,9,old,newly renovated,1
40307,152300,71.1,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40308,148400,69.3,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,new,white frame,1
40309,122400,39.3,2,1,0,41.72380307451,44.715114915631,Other,4,21,construction,newly renovated,1
40310,100000,56.2,2,1,1,41.675931053469,44.838960997603,Other,2,31,construction,white frame,1
40311,85000,51.6,3,1,0,41.795952268997,44.755461284838,Saburtalo District,3,15,construction,black frame,1
40312,175400,81.9,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40313,139500,77.0,3,2,0,41.693267690317,44.864692206201,Isani District,3,0,construction,green frame,1
40314,145200,67.8,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40315,153100,71.5,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,4,18,construction,white frame,1
40316,205600,96.0,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40317,151200,70.6,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,0
40318,205400,95.9,3,2,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40319,164500,76.8,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40321,151600,70.8,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40323,149900,70.0,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40324,70700,33.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,4,9,construction,green frame,1
40325,222700,104.0,4,3,0,41.765230680862,44.78839871161,Nadzaladevi District,3,9,construction,green frame,1
40326,81600,45.0,2,1,0,41.6959611,44.875666051764,Samgori District,6,11,construction,green frame,1
40327,121000,76.6,3,2,0,41.790717067647,44.82600731849,Gldani District,5,8,construction,white frame,1
40328,156100,74.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,7,9,construction,green frame,1
40329,152300,71.1,2,1,0,41.749988699743,44.785421117574,Nadzaladevi District,5,18,construction,white frame,1
40330,172200,95.0,4,3,0,41.6959611,44.875666051764,Samgori District,6,11,construction,green frame,1
40331,182100,85.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,6,9,construction,green frame,1
40332,112400,62.0,3,2,0,41.6959611,44.875666051764,Samgori District,7,11,construction,green frame,1
40333,81600,45.0,2,1,0,41.6959611,44.875666051764,Samgori District,3,11,construction,green frame,1
40334,99700,55.0,3,2,0,41.6959611,44.875666051764,Samgori District,3,11,construction,green frame,1
40335,110400,43.5,2,1,0,41.7260323,44.7995087,Nadzaladevi District,12,13,new,white frame,1
40336,106900,59.0,3,2,0,41.6959611,44.875666051764,Samgori District,4,11,construction,green frame,1
40337,134100,74.0,3,2,0,41.6959611,44.875666051764,Samgori District,8,11,construction,green frame,1
40339,84500,45.0,1,1,0,41.7903068,44.7593516,Saburtalo District,7,9,new,black frame,1
40340,93900,50.0,2,1,0,41.790284662715,44.760526435841,Saburtalo District,5,9,new,black frame,1
40341,88800,49.0,2,1,0,41.696096,44.860788,Isani District,4,0,construction,green frame,1
40342,114200,63.0,3,2,0,41.693208041807,44.864607673781,Isani District,5,0,construction,green frame,1
40343,114600,61.0,3,2,0,41.7903068,44.7593516,Saburtalo District,5,9,new,black frame,1
40344,148300,74.0,3,2,1,41.7240689,44.7299815,Saburtalo District,6,6,old,newly renovated,1
40345,146900,92.9,4,3,0,41.79346875,44.822745752323,Gldani District,5,8,construction,white frame,0
40346,90600,50.0,2,1,0,41.696096,44.860788,Isani District,5,0,construction,green frame,1
40347,113600,63.1,3,1,0,41.7767378,44.7655909,Saburtalo District,3,6,construction,white frame,1
40349,94200,52.0,2,1,0,41.693379417156,44.864361357029,Isani District,3,0,construction,white frame,1
40350,131800,73.0,3,2,1,41.7903068,44.7593516,Saburtalo District,2,8,new,newly renovated,1
40351,158500,74.0,3,2,0,41.765230680862,44.78839871161,Nadzaladevi District,9,9,construction,green frame,1
40353,164800,55.0,2,1,1,41.725203,44.7425619,Saburtalo District,2,4,old,newly renovated,0
40357,120000,55.0,3,2,1,41.788698732157,44.739577799051,Saburtalo District,5,9,old,newly renovated,1
40362,168100,80.0,4,3,0,41.7731415,44.798383538237,Nadzaladevi District,3,8,new,newly renovated,1
40364,461300,115.0,4,3,1,41.7113476,44.7960678,Chugureti District,2,3,old,newly renovated,1
40365,154900,79.0,3,2,1,41.70693255,44.877083016785,Samgori District,9,9,old,old renovation,0
40368,181200,66.0,2,1,1,41.7081011,44.7696196,Vake District,12,12,old,old renovation,1
40369,283400,84.0,3,2,1,41.7245209,44.7537885,Saburtalo District,3,7,new,newly renovated,1
40370,247100,97.0,3,2,1,41.8811420818,44.771091189962,Saburtalo District,3,7,new,old renovation,1
40372,141700,61.0,5,2,0,41.7858421,44.7558155,Saburtalo District,2,6,new,newly renovated,1
40373,219100,85.0,3,2,1,41.8006331807,44.834321092102,Gldani District,8,9,old,newly renovated,1
40374,306400,95.0,3,2,1,41.7271321,44.7880765,Didube District,16,16,new,newly renovated,1
40376,95800,55.89,2,1,0,41.789609612201,44.7611730868,Saburtalo District,4,5,construction,black frame,1
40378,154900,54.0,2,1,1,41.7217547,44.720354,Saburtalo District,4,5,old,under renovation,0
40379,128500,52.0,3,2,0,41.73188365,44.836876299366,Other,15,16,new,newly renovated,1
40382,214200,53.0,2,1,0,41.70542735583092,44.80724595100418,Other,2,4,new,newly renovated,0
40384,85700,60.0,3,2,0,41.73188365,44.836876299366,Other,4,4,new,old renovation,0
40386,98900,49.0,3,2,0,41.666066012578,44.891890755849,Samgori District,11,12,new,under renovation,1
40387,171300,67.0,2,1,1,42.149113721576,45.866995063596,Saburtalo District,5,20,new,newly renovated,1
40388,659000,265.0,6,4,0,41.725054,44.7545015,Saburtalo District,5,6,old,newly renovated,1
40390,209200,77.0,3,2,0,41.7874621,44.749969,Saburtalo District,5,12,new,newly renovated,1
40391,178600,66.1,2,1,0,41.701355180031,44.768986875132,Vake District,6,8,new,green frame,1
40392,121400,67.0,3,2,0,41.693269374152,44.864518035131,Isani District,5,0,construction,green frame,1
40393,263600,92.0,4,2,0,41.7874621,44.749969,Saburtalo District,9,9,new,newly renovated,1
40396,177900,62.0,3,2,1,41.69230965,44.821541073305,Isani District,2,9,old,newly renovated,1
40398,189400,70.1,2,1,0,41.701355180031,44.768986875132,Vake District,6,8,new,white frame,1
40402,141700,70.0,4,3,1,41.7341813,44.728036935007,Vake District,2,14,old,old renovation,1
40403,286700,110.0,4,3,0,,,Didube District,7,9,old,newly renovated,1
40404,220800,72.0,3,2,1,41.6828831,44.8238154,Krtsanisi District,8,14,new,newly renovated,1
40406,72500,40.0,2,1,0,41.7891648,44.7414596,Saburtalo District,2,5,new,black frame,1
40407,252700,118.0,5,3,0,41.6753892,44.8206625,Mtatsminda District,8,18,new,white frame,1
40408,258700,77.0,3,2,0,41.7331648,44.7411031,Saburtalo District,9,13,new,green frame,1
40409,224100,92.0,3,2,1,41.7256561,44.7886033,Didube District,13,14,new,newly renovated,1
40410,527200,250.0,7,4,1,41.726363118043,44.77205547411,Saburtalo District,5,2,old,old renovation,1
40412,362500,86.0,3,2,1,41.7091395,44.7616907,Vake District,2,5,old,newly renovated,1
40413,131800,76.0,4,2,0,41.6988174,44.8818285,Samgori District,2,5,new,newly renovated,1
40416,171300,75.0,3,2,1,41.7217547,44.720354,Saburtalo District,5,5,old,old renovation,0
40418,247100,125.0,5,3,1,41.7240689,44.7299815,Saburtalo District,6,6,old,newly renovated,1
40419,135100,73.0,3,2,0,41.7903068,44.7593516,Saburtalo District,2,7,new,newly renovated,1
40420,125500,58.6,2,1,0,41.7547729,44.7642352,Saburtalo District,7,9,new,green frame,1
40421,321300,100.0,3,2,0,41.7084811,44.7787546,Vake District,3,10,new,newly renovated,1
40422,194400,104.0,2,1,0,41.7245209,44.7537885,Saburtalo District,4,8,old,old renovation,1
40423,224100,65.0,2,1,0,41.725203,44.7425619,Saburtalo District,4,5,old,newly renovated,1
40424,315000,73.01,2,1,1,41.7103768,44.7914041,Chugureti District,4,7,new,newly renovated,1
40425,174600,83.0,3,2,1,41.69230965,44.821541073305,Isani District,2,4,old,old renovation,0
40426,148300,88.0,2,1,1,41.7927141,44.7611428,Saburtalo District,1,14,old,newly renovated,1
40428,296600,57.0,2,1,1,41.7245209,44.7537885,Saburtalo District,15,22,new,newly renovated,0
40429,105400,72.0,2,2,0,41.7034618,44.8498781,Isani District,6,16,old,old renovation,1
40430,214200,54.0,3,2,1,41.7243775,44.7671879,Saburtalo District,6,4,new,newly renovated,1
40432,154900,53.0,2,1,1,41.7554926,44.766335,Saburtalo District,7,12,new,newly renovated,1
40433,98900,60.0,2,1,0,41.7939396,44.7940898,Gldani District,3,5,old,old renovation,0
40436,158200,59.0,2,1,1,41.7954972,44.8190233,Gldani District,13,22,new,newly renovated,1
40441,164800,52.0,2,1,0,41.7252726,44.7171083,Saburtalo District,11,23,new,newly renovated,1
40442,391500,44.0,2,1,0,41.7093734,44.7698209,Vake District,23,44,new,green frame,0
40443,179300,45.0,2,1,1,41.729506,44.7422496,Saburtalo District,7,12,new,newly renovated,1
40444,461300,168.0,5,3,0,41.7254264,44.7777392,Saburtalo District,5,9,old,old renovation,1
40445,197700,63.0,2,1,0,41.726067,44.7349385,Saburtalo District,6,12,new,newly renovated,1
40447,444800,150.0,4,2,0,41.7097105,44.7822875,Mtatsminda District,1,9,old,newly renovated,1
40449,181200,45.0,2,1,1,41.7266037,44.729069,Saburtalo District,7,12,new,newly renovated,1
40450,362500,110.0,4,3,0,41.7245209,44.7537885,Saburtalo District,11,12,new,newly renovated,1
40451,191100,90.0,3,2,1,41.7650026,44.771896051659,Didube District,4,5,old,newly renovated,0
40452,138400,70.0,3,2,0,41.73188365,44.836876299366,Other,2,9,new,newly renovated,1
40455,444800,170.0,4,2,1,41.725054,44.7545015,Saburtalo District,5,10,new,newly renovated,1
40456,378900,57.0,2,1,1,41.7093734,44.7698209,Vake District,7,9,new,newly renovated,1
40461,207600,52.0,2,1,1,41.7255482,44.7445817,Saburtalo District,10,14,new,newly renovated,1
40462,215800,90.0,3,2,0,41.7271321,44.7880765,Didube District,9,7,new,newly renovated,1
40463,431700,131.0,3,2,1,41.7245209,44.7537885,Saburtalo District,4,12,new,newly renovated,1
40464,177900,77.0,3,2,0,41.73188365,44.836876299366,Other,7,9,new,green frame,1
40467,119900,52.0,2,1,0,41.741490834373,44.817950632553,Other,11,15,new,white frame,1
40468,126900,66.0,2,1,0,41.6816329,44.8388788,Isani District,4,15,new,white frame,1
40469,230700,60.0,2,1,1,41.73064,44.7631848,Saburtalo District,5,11,new,newly renovated,1
40470,227400,60.0,2,1,1,41.7245209,44.7537885,Saburtalo District,5,11,new,newly renovated,1
40473,849100,60.0,2,1,1,41.73188365,44.836876299366,Other,4,6,old,newly renovated,1
40475,230700,74.0,2,1,0,41.7245209,44.7537885,Saburtalo District,3,7,new,old renovation,1
40476,444800,130.0,4,4,0,41.7687623,44.724123229951,Saburtalo District,4,12,new,newly renovated,1
40477,108700,76.0,3,2,0,41.7034618,44.8498781,Isani District,2,2,old,old renovation,0
40478,156500,66.0,3,2,0,41.7903068,44.7593516,Saburtalo District,8,10,new,newly renovated,1
40480,181200,65.0,3,2,0,41.73188365,44.836876299366,Other,11,17,new,newly renovated,1
40481,329500,147.0,6,4,0,41.72981255,44.73330339417,Vake District,5,14,old,old renovation,0
40482,273500,70.0,2,1,1,41.7054409,44.8072665,Chugureti District,6,10,new,newly renovated,1
40483,141700,86.0,3,2,1,41.7062401,44.8424238,Isani District,5,9,old,under renovation,1
40484,158200,72.0,2,1,0,41.6883397,44.8325599,Isani District,8,23,new,newly renovated,1
40485,148300,52.0,2,1,1,41.6761108,44.8481344,Isani District,16,26,new,newly renovated,1
40491,121900,58.0,2,1,1,41.7034618,44.8498781,Isani District,2,11,new,newly renovated,1
40493,112000,88.0,3,2,0,41.69231643009056,44.9181286273153,Samgori District,5,8,old,old renovation,1
40494,352600,110.0,3,2,0,41.716068,44.7854635,Saburtalo District,12,16,new,newly renovated,1
40495,197700,71.0,3,2,1,41.7245209,44.7537885,Saburtalo District,12,16,new,newly renovated,1
40496,288300,100.0,3,2,0,41.7331648,44.7411031,Saburtalo District,9,13,new,newly renovated,1
40497,329500,122.0,4,3,0,41.6883397,44.8325599,Isani District,22,24,new,green frame,1
40499,428400,120.0,4,2,1,41.7309687,44.7564179,Saburtalo District,3,9,new,newly renovated,1
40500,85700,59.0,2,1,1,41.7032135,44.8748997,Samgori District,4,4,old,newly renovated,0
40501,185000,89.0,4,3,0,41.72895845,44.724187548102,Vake District,14,16,old,old renovation,0
40502,180900,69.0,3,2,0,41.7230304,44.7080114,Saburtalo District,22,13,new,green frame,1
40503,210900,60.0,3,2,1,41.7224121,44.7720785,Saburtalo District,11,12,new,newly renovated,1
40504,214200,66.0,3,2,1,41.725054,44.7545015,Saburtalo District,4,18,new,newly renovated,1
40505,204300,74.0,3,2,1,41.7223038,44.78088,Saburtalo District,7,14,new,newly renovated,0
40506,257000,70.0,3,2,0,41.7141725,44.7596077,Vake District,13,16,old,newly renovated,1
40512,126500,64.0,3,2,0,41.7903068,44.7593516,Saburtalo District,8,11,new,black frame,1
40514,276800,121.0,3,0,0,41.7081011,44.7696196,Vake District,5,5,new,white frame,0
40518,148300,63.0,2,1,0,41.725054,44.7545015,Saburtalo District,3,7,old,under renovation,1
40519,1153300,207.5,5,0,0,41.70703,44.7859759,Mtatsminda District,3,5,old,white frame,1
40529,134500,65.0,3,2,0,41.8020369,44.8221893,Gldani District,5,10,new,white frame,1
40532,474500,90.0,3,2,1,41.7081011,44.7696196,Vake District,2,7,new,newly renovated,1
40534,494300,65.0,4,3,1,41.6950867,44.8040121,Krtsanisi District,2,2,old,newly renovated,0
40536,98900,28.0,1,0,1,41.717049,44.7989261,Chugureti District,1,2,old,newly renovated,0
40538,177900,67.0,3,2,1,41.73188365,44.836876299366,Other,12,14,new,newly renovated,1
40539,876500,140.0,4,3,0,41.6964053,44.7938526,Mtatsminda District,2,7,new,newly renovated,1
40540,346000,115.0,3,2,0,41.7259992,44.7860003,Didube District,6,11,new,newly renovated,1
40542,174600,90.0,2,2,0,41.7206004,44.7232035,Saburtalo District,3,5,old,old renovation,1
40543,141700,47.0,3,2,1,41.6939723,44.8232909,Isani District,1,1,old,old renovation,0
40544,257000,82.0,3,2,0,41.7245209,44.7537885,Saburtalo District,4,10,new,newly renovated,1
40546,131800,64.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,8,8,old,old renovation,1
40548,85700,53.0,2,1,0,41.7799987,44.7598596,Saburtalo District,2,4,new,black frame,1
40549,293300,78.0,4,3,0,41.7687623,44.724123229951,Saburtalo District,14,15,new,newly renovated,1
40550,97200,34.0,2,1,0,41.7245527,44.7197467,Saburtalo District,6,6,new,newly renovated,0
40551,79100,47.0,2,1,1,41.7903068,44.7593516,Saburtalo District,2,2,new,newly renovated,0
40552,103800,42.0,1,1,1,41.8001695,44.8199048471583,Gldani District,3,9,old,newly renovated,0
40553,125200,70.0,2,1,0,41.7035097,44.876997744859,Samgori District,8,10,old,old renovation,0
40555,626100,164.0,3,2,0,41.7081011,44.7696196,Vake District,13,19,new,newly renovated,1
40556,395400,85.0,3,2,0,41.7081011,44.7696196,Vake District,6,14,new,newly renovated,1
40558,148300,40.0,2,1,0,41.7225584,44.7761284,Saburtalo District,1,5,old,old renovation,0
40560,164800,44.0,2,1,0,41.7081011,44.7696196,Vake District,10,16,new,newly renovated,1
40561,224100,99.0,3,1,0,41.79228605,44.810649013864,Gldani District,6,9,old,newly renovated,1
40562,247100,87.0,3,2,1,41.7245209,44.7537885,Saburtalo District,3,10,new,newly renovated,1
40563,82400,36.0,1,1,0,41.7731415,44.798383538237,Nadzaladevi District,2,5,old,newly renovated,0
40564,346000,150.0,4,2,0,41.7178026,44.7649506,Saburtalo District,9,10,old,newly renovated,1
40565,346000,200.0,6,3,0,41.7243775,44.7671879,Saburtalo District,4,4,old,old renovation,1
