Subject-wise ranking of top 2% scientist from India (all fields),,,,,,,,
Downloded/complied based on an independent study done by Stanford University scientists (for methodology and data visit)- https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000918,,,,,,,,
Note world-wide full list of top 2% (all countries) can be found at shorturl.at/qHIJ4,,,,,,,,
"Singh, Vivek",Optics,University of Allahabad,821,3.24939172,1.457612073,370,1984,2020
"Gupta, P. K.",Optics,Indian Institute of Technology Delhi,900,3.20680911,1.597869507,387,1978,2018
"Puri, R. R.",Optics,"Indian Institute of Technology, Bombay",937,3.1946736,1.663559698,83,1977,2014
"Nishchal, Naveen K.",Optics,Indian Institute of Technology Patna,952,3.18723207,1.690190857,101,2002,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Soma, Venugopal Rao",Optoelectronics & Photonics,University of Hyderabad,499,3.4247399,0.501568028,259,1997,2020
"Rao, D. Narayana",Optoelectronics & Photonics,University of Hyderabad,585,3.36264137,0.588010614,284,1975,2020
"Bhatia, Vikram",Optoelectronics & Photonics,Corning Incorporated,610,3.34886035,0.613139273,62,1993,2018
"Abuturab, Muhammad Rafiq",Optoelectronics & Photonics,Maulana Azad College,772,3.26875735,0.775972982,28,2012,2020
"Ghatak, A. K.",Optoelectronics & Photonics,Indian Institute of Technology Delhi,1021,3.17189384,1.026254423,218,1965,2018
"Sharma, Anurag",Optoelectronics & Photonics,Indian Institute of Technology Delhi,1084,3.14501041,1.089578643,159,1976,2020
"Chattopadhyay, Tanay",Optoelectronics & Photonics,Sagardighi Thermal Power Project,1115,3.13496863,1.120738179,88,2008,2019
"Sirohi, Rajpal S.",Optoelectronics & Photonics,Tezpur University,1295,3.07968176,1.301664522,219,1969,2017
"Shakher, Chandra",Optoelectronics & Photonics,Indian Institute of Technology Delhi,1561,3.01579892,1.569033451,174,1978,2020
"Jha, Rajan",Optoelectronics & Photonics,Indian Institute of Technology Bhubaneswar,1696,2.98226781,1.704728208,115,2006,2020
"Sahu, Partha P.",Optoelectronics & Photonics,Tezpur University,1888,2.9409446,1.897716307,87,2003,2020
"Roy, Sukhdev",Optoelectronics & Photonics,Dayalbagh Educational Institute,1926,2.93434339,1.935911869,71,1990,2019
"Kothiyal, Mahendra P.",Optoelectronics & Photonics,Indian Institute of Technology Madras,2099,2.9028865,2.109802187,121,1975,2017
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Yadav, Jhillu S.",Organic Chemistry,Indian Institute of Chemical Technology,216,4.22766823,0.193916759,1198,1977,2020
"Ranu, Brindaban C.",Organic Chemistry,Indian Association for the Cultivation of Science,236,4.20303882,0.211872015,263,1973,2020
"Ajayaghosh, A.",Organic Chemistry,National Institute for Interdisciplinary Science and Technology,248,4.19150173,0.222645168,173,1987,2020
"Kaur, Navjeet",Organic Chemistry,Banasthali Vidyapith,424,4.03777588,0.380651417,110,2012,2020
"Kotha, Sambasivarao",Organic Chemistry,"Indian Institute of Technology, Bombay",473,3.99783061,0.424641793,258,1992,2020
"Majumdar, K. C.",Organic Chemistry,University of Kalyani,790,3.82565593,0.709232592,379,1977,2017
"Mehta, Goverdhan",Organic Chemistry,University of Hyderabad,813,3.8166803,0.729881136,471,1966,2020
"Kidwai, Mazaahir",Organic Chemistry,University of Delhi,831,3.80838741,0.746040866,228,1990,2019
"Patil, Nitin T.",Organic Chemistry,Indian Institute of Science Education and Research Bhopal,846,3.79977074,0.759507308,103,2000,2020
"Bhaumik, Asim",Organic Chemistry,Indian Association for the Cultivation of Science,878,3.78826104,0.788235717,389,1994,2020
"Dhakshinamoorthy, Amarajothi",Organic Chemistry,Madurai Kamaraj University,882,3.78488101,0.791826768,124,2003,2020
"Singh, Vinod K.",Organic Chemistry,Indian Institute of Technology Kanpur,936,3.76565643,0.840305958,152,1987,2020
"Sabitha, Gowravaram",Organic Chemistry,Indian Institute of Chemical Technology,996,3.74352219,0.894171724,221,1987,2019
"Polshettiwar, Vivek",Organic Chemistry,"Tata Institute of Fundamental Research, Mumbai",1062,3.72290076,0.953424067,100,2003,2020
"Jemmis, Eluvathingal D.",Organic Chemistry,"Indian Institute of Science, Bengaluru",1093,3.71407764,0.981254713,246,1976,2020
"Basavaiah, Deevi",Organic Chemistry,University of Hyderabad,1105,3.71071731,0.992027867,151,1982,2018
"Pal, Manojit",Organic Chemistry,University of Hyderabad,1127,3.70535079,1.011778648,251,1992,2020
"Anandan, Sambandam",Organic Chemistry,"National Institute of Technology, Tiruchirappalli",1179,3.68868609,1.058462312,259,1999,2020
"Bhattacharya, Santanu",Organic Chemistry,Indian Association for the Cultivation of Science,1197,3.67979323,1.074622042,308,1987,2020
"Mugesh, Govindasamy",Organic Chemistry,"Indian Institute of Science, Bengaluru",1205,3.67835286,1.081804144,142,1998,2020
"Nair, Vijay",Organic Chemistry,National Institute for Interdisciplinary Science and Technology,1223,3.67001937,1.097963874,262,1979,2019
"Prakash, Om",Organic Chemistry,"Birla Institute of Technology, Mesra",1234,3.66574897,1.107839265,282,1963,2019
"Goswami, Shyamaprosad",Organic Chemistry,"Indian Institute of Engineering Science and Technology, Shibpur",1236,3.66486173,1.10963479,247,1989,2020
"Kantam, M. Lakshmi",Organic Chemistry,Institute of Chemical Technology,1248,3.66225897,1.120407943,363,1983,2019
"Chakraborti, Asit K.",Organic Chemistry,"National Institute of Pharmaceutical Education and Research, Mohali",1326,3.63763844,1.19043344,177,1983,2020
"Pandey, Ganesh",Organic Chemistry,Banaras Hindu University,1367,3.62215348,1.227241714,133,1986,2019
"Suresh, Cherumuttathu H.",Organic Chemistry,National Institute for Interdisciplinary Science and Technology,1477,3.5916019,1.325995619,188,1995,2020
"Maiti, Debabrata",Organic Chemistry,"Indian Institute of Technology, Bombay",1573,3.56596778,1.412180845,141,2004,2020
"Brahmachari, Goutam",Organic Chemistry,Visva-Bharati University,1574,3.56525809,1.413078608,154,1995,2020
"Bandgar, Babasaheb P.",Organic Chemistry,Solapur University,1654,3.54292549,1.48489963,200,1990,2019
"Biju, Akkattu T.",Organic Chemistry,"Indian Institute of Science, Bengaluru",1668,3.53882304,1.497468309,105,2003,2020
"Das, Biswanath",Organic Chemistry,Indian Institute of Chemical Technology,1693,3.5318782,1.519912378,402,1981,2018
"Ram, Vishnu Ji",Organic Chemistry,University of Lucknow,1706,3.529052,1.531583294,214,1973,2019
"Periasamy, Mariappan",Organic Chemistry,University of Hyderabad,1727,3.52398159,1.550436313,187,1977,2020
"Kumar, Pradeep",Organic Chemistry,Institute of Genomics and Integrative Biology India,1744,3.51818675,1.56569828,518,1989,2019
"Choudary, Boyapati Manoranjan",Organic Chemistry,Tezpur University,1786,3.50979038,1.603404316,197,1985,2017
"Lohray, B. B.",Organic Chemistry,"Bhuvid Research Laboratory, USA",1789,3.50939253,1.606097605,82,1961,2008
"Perumal, Paramasivam T.",Organic Chemistry,B.S.Abdur Rahman University,1797,3.50838805,1.613279707,399,1979,2020
"Justin Thomas, K. R.",Organic Chemistry,Indian Institute of Technology Roorkee,1810,3.5056658,1.624950623,166,1992,2020
"Bhanage, Bhalchandra M.",Organic Chemistry,Institute of Chemical Technology,1850,3.495728,1.660861134,403,1992,2020
"Sharma, Rakesh K.",Organic Chemistry,Indian Institute of Technology Jodhpur,1860,3.4938631,1.669838762,198,1986,2020
"Maitra, Uday",Organic Chemistry,"Indian Institute of Science, Bengaluru",1941,3.47310956,1.742557547,132,1983,2020
"Chandrasekhar, Srivari",Organic Chemistry,Indian Institute of Chemical Technology,1949,3.47185895,1.749739649,280,1989,2020
"Mathur, Pradeep",Organic Chemistry,Indian Institute of Technology Indore,1992,3.46144952,1.788343448,207,1979,2020
"Meshram, Harshadas Mitaram",Organic Chemistry,Indian Institute of Chemical Technology,2018,3.45524359,1.81168528,135,1990,2019
"Chakraborty, Tushar Kanti",Organic Chemistry,"Indian Institute of Science, Bengaluru",2025,3.45386799,1.81796962,191,1980,2020
"Srikrishna, A.",Organic Chemistry,"Indian Institute of Science, Bengaluru",2060,3.44425039,1.849391317,258,1979,2012
"Phukan, Prodeep",Organic Chemistry,Gauhati University,2089,3.43913783,1.875426437,129,1998,2019
"Reddy, B. V.Subba",Organic Chemistry,Indian Institute of Chemical Technology,2125,3.43280866,1.907745897,465,1997,2019
"Rangappa, Kanchugarakoppal S.",Organic Chemistry,University of Mysore,2181,3.42094835,1.958020613,438,1980,2020
"Suresh, Eringathodi",Organic Chemistry,Central Salt and Marine Chemicals Research Institute India,2262,3.40386589,2.030739397,346,1993,2020
"Iqbal, Javed",Organic Chemistry,University of Hyderabad,2384,3.37892764,2.140266456,185,1983,2019
"Punniyamurthy, Tharmalingam",Organic Chemistry,Indian Institute of Technology Guwahati,2444,3.36757449,2.194132223,129,1993,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Rajasekaran, Shanmuganathan",Orthopedics,Ganga Hospital,388,3.66973202,0.678523337,227,1987,2020
"Iwata, Hisashi",Orthopedics,Nagoya Kyoritsu Hospital,653,3.50048007,1.141947782,236,1972,2010
"Jain, Anil",Orthopedics,University College of Medical Sciences,851,3.40639138,1.488204536,137,1988,2019
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Dey, Pranab",Pathology,"Postgraduate Institute of Medical Education & Research, Chandigarh",278,3.51933996,1.4102369,333,1990,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"John, T. Jacob",Pediatrics,"Christian Medical College, Vellore",138,3.84728123,0.27699719,568,1966,2020
"Bhan, Maharaj Kishan",Pediatrics,Health Systems Transformation Platform,268,3.6758003,0.537936572,295,1979,2020
"Sachdev, H. P.S.",Pediatrics,Sitaram Bhartia Institute of Science & Research,288,3.64522926,0.578081092,260,1980,2019
"Paul, Vinod K.",Pediatrics,"All India Institute of Medical Sciences, New Delhi",384,3.55508004,0.770774789,341,1980,2020
"Singhi, Sunit",Pediatrics,"Postgraduate Institute of Medical Education & Research, Chandigarh",399,3.54460686,0.800883179,423,1977,2020
"Singhi, Pratibha",Pediatrics,"Postgraduate Institute of Medical Education & Research, Chandigarh",523,3.46010301,1.049779205,326,1977,2020
"Awasthi, Shally",Pediatrics,King George's Medical University,536,3.45163641,1.075873143,227,1987,2020
"Kapil, Umesh",Pediatrics,"All India Institute of Medical Sciences, New Delhi",657,3.37693715,1.318747491,333,1983,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Kulkarni, S. K.",Pharmacology & Pharmacy,University Institute of Pharmaceutical Sciences India,132,4.06923323,0.139518661,503,1972,2020
"Panchagnula, Ramesh",Pharmacology & Pharmacy,"National Institute of Pharmaceutical Education and Research, Mohali",454,3.71349429,0.479859636,127,1991,2008
"Maitra, Amarnath",Pharmacology & Pharmacy,University of Delhi,486,3.69457284,0.513682341,97,1973,2014
"Srinivas, Nuggehally R.",Pharmacology & Pharmacy,Jubilant Generics Limited,585,3.62499284,0.618321337,344,1987,2020
"Chandra, Ramesh",Pharmacology & Pharmacy,University of Delhi,608,3.61555136,0.642631406,343,1981,2020
"Sahoo, Sanjeeb Kumar",Pharmacology & Pharmacy,Institute of Life Sciences India,647,3.59406614,0.683852829,116,1998,2020
"Jain, Narendra Kumar",Pharmacology & Pharmacy,Rajiv Gandhi Technical University,689,3.57267821,0.72824513,379,1975,2019
"Padh, Harish",Pharmacology & Pharmacy,B.V. Patel Pharmaceutical Education and Research Development (PERD) Centre,821,3.52177021,0.867763791,160,1976,2020
"Pari, Leelavinothan",Pharmacology & Pharmacy,Annamalai University,949,3.47448531,1.003054613,149,1997,2019
"Ali, Javed",Pharmacology & Pharmacy,Jamia Hamdard,969,3.46727109,1.024193804,262,1997,2020
"Vyas, Suresh P.",Pharmacology & Pharmacy,Dr. H. S. Gour Vishwavidyalaya Sagar,977,3.46406448,1.032649481,322,1988,2019
"Pandeya, S. N.",Pharmacology & Pharmacy,Saroj Institute of Technology and Management,1066,3.43012478,1.12671888,143,1979,2014
"Sharma, Vikash",Pharmacology & Pharmacy,UGC-DAE Consortium for Scientific Research India,1259,3.36521568,1.330712074,276,1975,2020
"Misra, Ambikanandan",Pharmacology & Pharmacy,The Maharaja Sayajirao University of Baroda,1279,3.35867287,1.351851265,176,1985,2019
"Chopra, Kanwaljit",Pharmacology & Pharmacy,University Institute of Pharmaceutical Sciences India,1288,3.35571494,1.361363901,234,1988,2020
"Naik, Suresh R.",Pharmacology & Pharmacy,Sinhgad Institute of Pharmaceutical Sciences,1290,3.35544202,1.36347782,178,1967,2015
"Panda, Amulya K.",Pharmacology & Pharmacy,National Institute of Immunology India,1376,3.32635261,1.454376341,143,1989,2020
"Jain, Sanjay K.",Pharmacology & Pharmacy,Dr. H. S. Gour Vishwavidyalaya Sagar,1461,3.30338864,1.544217903,274,1988,2020
"Muthu, M. S.",Pharmacology & Pharmacy,Indian Institute of Technology Banaras Hindu University,1496,3.29599591,1.581211487,60,2006,2020
"Dhawan, B. N.",Pharmacology & Pharmacy,Central Drug Research Institute India,1545,3.28112998,1.633002505,281,1956,2007
"Balakumar, Pitchai",Pharmacology & Pharmacy,J.K.K.Nattraja College of Pharmacy,1549,3.2806276,1.637230343,93,2005,2019
"Alagarsamy, V.",Pharmacology & Pharmacy,MNR College of Pharmacy,1561,3.27679323,1.649913858,117,1999,2020
"Tekade, Rakesh K.",Pharmacology & Pharmacy,"National Institute of Pharmaceutical Education and Research, Ahmedabad",1566,3.276316,1.655198656,159,2007,2020
"Goyal, Ramesh K.",Pharmacology & Pharmacy,Delhi Pharmaceutical Sciences and Research University,1652,3.2568147,1.746097177,200,1979,2020
"Kumar, Anil",Pharmacology & Pharmacy,National Botanical Research Institute India,1685,3.25020009,1.780976842,226,2000,2020
"Jain, Sanyog",Pharmacology & Pharmacy,"National Institute of Pharmaceutical Education and Research, Mohali",1691,3.24815468,1.787318599,184,2003,2019
"Mishra, Brahmeshwar",Pharmacology & Pharmacy,Indian Institute of Technology Banaras Hindu University,1755,3.23096212,1.854964011,165,1987,2020
"Sinha, V. R.",Pharmacology & Pharmacy,University Institute of Pharmaceutical Sciences India,1780,3.22381709,1.881387999,101,1990,2020
"Nalini, Namasivayam",Pharmacology & Pharmacy,Annamalai University,1784,3.22328288,1.885615837,106,1990,2016
"Singh, Bhupinder",Pharmacology & Pharmacy,University Institute of Pharmaceutical Sciences India,1792,3.22249766,1.894071514,301,1994,2020
"Kaur, Indu Pal",Pharmacology & Pharmacy,University Institute of Pharmaceutical Sciences India,1793,3.22247358,1.895128473,113,1989,2020
"Pal, Dilipkumar",Pharmacology & Pharmacy,Guru Ghasidas Vishwavidyalaya,1816,3.21873189,1.919438543,99,1999,2020
"Singh, S. K.",Pharmacology & Pharmacy,Pt. Ravishankar Shukla University,1944,3.18708712,2.054729366,186,1983,2018
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Yadav, Ganapati D.",Physical Chemistry,Institute of Chemical Technology,66,4.11000461,0.204981676,389,1979,2020
"Parida, Kulamani",Physical Chemistry,Siksha O Anusandhan (Deemed to be University),109,3.92749382,0.338530343,359,1981,2020
"Patra, Amitava",Physical Chemistry,Indian Association for the Cultivation of Science,149,3.81034299,0.462761662,211,1992,2020
"Viswanathan, B.",Physical Chemistry,Indian Institute of Technology Madras,184,3.75651075,0.571464066,408,1967,2020
"Srivastava, Rajendra",Physical Chemistry,Indian Institute of Technology Ropar,242,3.67465243,0.751599478,147,1984,2020
"Ratnasamy, Paul",Physical Chemistry,Lalit Apts,253,3.66018645,0.785763091,172,1970,2017
"Gopinath, Chinnakonda S.",Physical Chemistry,National Chemical Laboratory India,276,3.63934953,0.857196099,211,1991,2019
"Reddy, Benjaram M.",Physical Chemistry,Indian Institute of Chemical Technology,290,3.62608949,0.900677061,286,1984,2020
"Singh, Gurdip",Physical Chemistry,Deen Dayal Upadhyay Gorakhpur University India,459,3.4132281,1.425554382,207,1974,2019
"Rode, Chandrashekhar V.",Physical Chemistry,National Chemical Laboratory India,551,3.34132721,1.711286415,195,1992,2020
"Srinivasan, Kannan",Physical Chemistry,Central Salt and Marine Chemicals Research Institute India,580,3.32658585,1.801354121,63,1998,2019
"Ballav, Nirmalya",Physical Chemistry,"Indian Institute of Science Education and Research, Pune",605,3.30547119,1.878998696,100,2003,2020
"Akolekar, Deepak B.",Physical Chemistry,Dow Chemical International Private Limited,615,3.30104488,1.910056525,79,1987,2012
"Jasra, R. V.",Physical Chemistry,Reliance Industries Limited,629,3.29183631,1.953537487,254,1982,2019
"Kumar, R.",Physical Chemistry,University of Allahabad,644,3.28174418,2.000124231,141,1986,2018
"Sinha, Anil",Physical Chemistry,Indian Institute of Petroleum,658,3.27073857,2.043605193,108,1997,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Sane, Sanjay P.",Physiology,National Centre for Biological Sciences,415,3.54628151,2.094161578,44,1999,2019
"Paintal, Athar S.",Physiology,University of Delhi,496,3.4700075,2.502901549,51,1950,2005
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Tuteja, Narendra",Plant Biology & Botany,International Centre for Genetic Engineering and Biotechnology,79,4.20356395,0.069321961,390,1985,2020
"Varshney, Rajeev K.",Plant Biology & Botany,International Crops Research Institute for the Semi-Arid Tropics,123,4.11067492,0.107931661,474,1998,2020
"Yadav, Sudesh Kumar",Plant Biology & Botany,Center of Innovative and Applied Bioprocessing,447,3.82704337,0.39223945,172,2003,2020
"Subbarao, E. C.",Plant Biology & Botany,Tata Research Development and Design Centre,524,3.78791376,0.459806425,116,1956,2017
"Jain, Mukesh",Plant Biology & Botany,Jawaharlal Nehru University,591,3.75134376,0.518598468,94,2004,2020
"Gupta, P. K.",Plant Biology & Botany,Ch. Charan Singh University,629,3.73308898,0.551943209,137,1991,2020
"Upadhyaya, Hari D.",Plant Biology & Botany,International Crops Research Institute for the Semi-Arid Tropics,652,3.71945882,0.572125552,300,1983,2020
"Vadez, Vincent",Plant Biology & Botany,International Crops Research Institute for the Semi-Arid Tropics,680,3.70863294,0.596695361,213,1995,2020
"Gadgil, Sulochana",Plant Biology & Botany,"Indian Institute of Science, Bengaluru",696,3.70129133,0.610735252,73,1971,2019
"Khan, Nafees A.",Plant Biology & Botany,Aligarh Muslim University,746,3.67866337,0.65460991,139,1990,2020
"Sairam, Raj Kumar",Plant Biology & Botany,"ICAR - Indian Agricultural Research Institute, New Delhi",845,3.64220547,0.741481735,70,1975,2020
"Rout, Gyana R.",Plant Biology & Botany,Orissa University of Agriculture & Technology,857,3.63716736,0.752011653,157,1991,2020
"Tuteja, Renu",Plant Biology & Botany,"International Centre for Genetic Engineering and Biotechnology, New Delhi",924,3.6154769,0.810803696,158,1989,2020
"Ignacimuthu, Savarimuthu",Plant Biology & Botany,"St.Xavier's College, Palayamkottai",933,3.61316994,0.818701135,418,1985,2020
"Valdiya, K. S.",Plant Biology & Botany,Jawaharlal Nehru Centre for Advanced Scientific Research,1051,3.57478401,0.92224533,74,1968,2017
"Prathap, Gangan",Plant Biology & Botany,A P J Abdul Kalam Technological University,1070,3.56844706,0.9389177,292,1975,2020
"Datta, Swapan K.",Plant Biology & Botany,University of Calcutta,1073,3.56800013,0.941550179,148,1976,2020
"Dubey, Rama Shanker",Plant Biology & Botany,Banaras Hindu University,1080,3.5657299,0.947692632,108,1978,2020
"Mahato, S. B.",Plant Biology & Botany,Indian Institute of Chemical Biology,1088,3.56252348,0.954712577,129,1965,2008
"Gadgil, Madhav",Plant Biology & Botany,Goa University,1192,3.53246671,1.045971868,78,1975,2016
"Panda, S. K.",Plant Biology & Botany,Assam University,1212,3.52627585,1.063521731,75,2001,2020
"Tyagi, Akhilesh K.",Plant Biology & Botany,University of Delhi,1311,3.49566924,1.150393556,205,1979,2020
"Kumar, Sushil",Plant Biology & Botany,Anand Agricultural University,1319,3.49379746,1.157413501,406,1975,2020
"Kumar, Amar",Plant Biology & Botany,University of Delhi,1334,3.4917221,1.170575899,68,1981,2018
"Nayyar, Harsh",Plant Biology & Botany,Panjab University,1381,3.48112705,1.211818078,98,1994,2020
"Lakhotia, Subhash C.",Plant Biology & Botany,Banaras Hindu University,1677,3.41175577,1.471556059,176,1968,2019
"Sharma, Sanjeev",Plant Biology & Botany,"ICAR - Central Potato Research Institute, Shimla",1730,3.40064805,1.518063197,862,1971,2020
"Pandian, T. J.",Plant Biology & Botany,Annamalai University,1805,3.38344727,1.583875185,133,1967,2014
"Grover, Anil",Plant Biology & Botany,University of Delhi,1872,3.37036702,1.642667228,98,1985,2020
"Varma, Ajit",Plant Biology & Botany,"Amity University, Noida",1916,3.35791453,1.681276928,266,1970,2020
"Jha, Bhavanath",Plant Biology & Botany,Central Salt and Marine Chemicals Research Institute India,1978,3.34654683,1.735681505,244,1990,2020
"Siddiqui, Zaki A.",Plant Biology & Botany,Aligarh Muslim University,2018,3.33770131,1.770781232,81,1994,2020
"Eapen, Susan",Plant Biology & Botany,Bhabha Atomic Research Centre,2028,3.33494395,1.779556164,93,1976,2020
"Sharma, Tilak R.",Plant Biology & Botany,"ICAR - Indian Institute of Agricultural Biotechnology, Ranchi",2092,3.32545513,1.835715727,148,1994,2020
"Singh, Harminder Pal",Plant Biology & Botany,Panjab University,2146,3.31416335,1.883100359,122,1996,2020
"Raghavendra, Agepati S.",Plant Biology & Botany,University of Hyderabad,2186,3.30734304,1.918200086,142,1973,2020
"Sinha, Rajeshwar P.",Plant Biology & Botany,Banaras Hindu University,2215,3.30155504,1.943647388,149,1993,2020
"Akhtar, Mohd Sayeed",Plant Biology & Botany,Gandhi Faiz-e-Aam College,2221,3.30051322,1.948912347,82,1992,2018
"Singh, Kuldeep",Plant Biology & Botany,Government Medical College Srinagar,2316,3.27954837,2.032274199,121,1984,2016
"Martin, Kottackal Poulose",Plant Biology & Botany,University of Calicut,2609,3.23132436,2.2893797,44,1996,2011
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Aminabhavi, Tejraj M.",Polymers,Soniya Education Trust's College of Pharmacy,90,4.20984256,0.111565638,653,1979,2020
"Thomas, Sabu",Polymers,"Mahatma Gandhi University, Kottayam",114,4.13391795,0.141316475,1090,1986,2020
"Bhowmick, Anil K.",Polymers,Indian Institute of Technology Kharagpur,256,3.92897142,0.317342259,589,1978,2020
"Jayakumar, R.",Polymers,Amrita Institute of Medical Sciences India,350,3.83542104,0.433866369,297,2000,2020
"Bajpai, A. K.",Polymers,Government Model Science College India,478,3.73526883,0.592537498,243,1994,2020
"Prabaharan, M.",Polymers,Hindustan Institute of Technology and Science,480,3.73212951,0.595016735,77,2000,2020
"Nair, Shantikumar",Polymers,Amrita Institute of Medical Sciences India,491,3.72709378,0.608652535,369,1980,2020
"Singh, B.",Polymers,Himachal Pradesh University,541,3.70191864,0.670633445,197,1990,2020
"Sengwa, R. J.",Polymers,Jai Narain Vyas University,636,3.64331699,0.788397174,141,1988,2020
"Dutta, P. K.",Polymers,Motilal Nehru National Institute of Technology Allahabad,695,3.60793534,0.861534647,218,1993,2020
"Karak, N.",Polymers,Tezpur University,738,3.58367342,0.91483823,232,1996,2020
"Reddy, Narendra",Polymers,Jyothy Institute of Technology,751,3.57708449,0.930953266,144,2004,2020
"Bajpai, S. K.",Polymers,Government Model Science College India,757,3.5712858,0.938390976,99,1995,2020
"Sreenivasan, K.",Polymers,Sree Chitra Tirunal Institute for Medical Sciences and Technology,765,3.56621496,0.948307921,150,1983,2018
"Ratna, Debdatta",Polymers,Naval Materials Research Laboratory India,770,3.56253502,0.954506012,88,1995,2019
"Nayak, S. K.",Polymers,Central Institute of Plastics Engineering and Technology India,828,3.53302629,1.026403868,377,1999,2020
"Pillai, C. K.S.",Polymers,National Institute for Interdisciplinary Science and Technology,876,3.51322673,1.085905541,113,1973,2019
"Nayak, Amit Kumar",Polymers,Seemanta Institute of Pharmaceutical Sciences,877,3.51309975,1.087145159,133,2010,2020
"Maiti, Pralay",Polymers,Indian Institute of Technology Banaras Hindu University,920,3.49627119,1.140448742,163,1993,2020
"Palaniappan, Srinivasan",Polymers,Council of Scientific and Industrial Research India,948,3.4867136,1.175158051,131,1990,2019
"Mashelkar, Raghunath Anant",Polymers,National Chemical Laboratory India,977,3.47364904,1.211106979,248,1969,2017
"Banerjee, Susanta",Polymers,Indian Institute of Technology Kharagpur,1005,3.46487497,1.245816289,209,1992,2020
"Radhakrishnan, S.",Polymers,MAEER's Maharashtra Institute of Technology,1017,3.460188,1.260691707,149,1979,2019
"Kalia, Susheel",Polymers,Army Cadet College Wing of Indian Military Academy,1027,3.45824495,1.273087889,96,2005,2020
"Jog, Jyoti",Polymers,National Chemical Laboratory India,1053,3.44868361,1.305317962,108,1980,2016
"Kundu, Patit Paban",Polymers,Indian Institute of Technology Roorkee,1082,3.43965403,1.34126689,213,1995,2020
"Bajaj, P.",Polymers,Indian Institute of Technology Delhi,1092,3.43713803,1.353663072,175,1967,2017
"Ninan, K. N.",Polymers,Indian Space Research Organization,1111,3.43086072,1.377215818,196,1976,2018
"Varma, I. K.",Polymers,The NorthCap University,1128,3.4236861,1.398289327,300,1966,2018
"Nandi, Arun K.",Polymers,Indian Association for the Cultivation of Science,1205,3.39928354,1.493739928,234,1983,2020
"Gupta, Anju",Polymers,VMMC & Safdarjang Hospital,1235,3.38784072,1.530928474,258,1975,2020
"Srivastava, Suneel Kumar",Polymers,Indian Institute of Technology Kharagpur,1238,3.38709081,1.534647329,167,1983,2020
"Pal, Sagar",Polymers,"Indian Institute of Technology (Indian School of Mines), Dhanbad",1243,3.38590633,1.54084542,111,2005,2020
"Chand, Navin",Polymers,Advanced Materials and Processes Research Institute India,1279,3.37417833,1.585471675,204,1979,2018
"Gulrajani, M. L.",Polymers,Indian Institute of Technology Delhi,1280,3.37406519,1.586711293,207,1971,2017
"Ramesan, M. T.",Polymers,University of Calicut,1281,3.37403151,1.587950911,103,1998,2020
"Bhattacharya, A.",Polymers,Central Salt and Marine Chemicals Research Institute India,1323,3.35666158,1.640014875,69,1994,2019
"Sanghi, Rashmi",Polymers,Indian Institute of Technology Kanpur,1364,3.34552234,1.690839222,84,1995,2015
"Srinivasan, K.",Polymers,"National Institute of Technology, Tiruchirappalli",1365,3.34490132,1.69207884,139,1972,2019
"Mondal, Subrata",Polymers,"National Institute of Technical Teachers' Training & Research, Kolkata",1383,3.33839054,1.714391967,56,1997,2020
"Jeganathan, Prakash Maran",Polymers,Periyar University,1398,3.33272752,1.73298624,56,2012,2020
"Kishore, K.",Polymers,"Indian Institute of Science, Bengaluru",1429,3.32130246,1.771414404,249,1965,2003
"Chauhan, Ghanshyam S.",Polymers,Himachal Pradesh University,1442,3.31738384,1.787529441,192,1987,2020
"De, Sadhan K.",Polymers,Indian Institute of Technology Kharagpur,1458,3.31345395,1.807363332,304,1976,2017
"Singha, A. S.",Polymers,National Institute of Technology Hamirpur,1514,3.29920597,1.876781951,133,1980,2020
"Gupta, Bhuvanesh",Polymers,Indian Institute of Technology Delhi,1516,3.29900817,1.879261188,174,1983,2020
