Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2017,7/1/2017,249,Arriva London South,Arriva London,Norwood,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2017,7/1/2017,250,Arriva London South,Arriva London,Thornton Heath,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,250,Arriva London South,Arriva London,Thornton Heath,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,250,Arriva London South,Arriva London,Thornton Heath,Lambeth,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2017,7/1/2017,251,London Sovereign,London United,Edgware (Sovereign),Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,252,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Assault,Pedestrian,Male,Unknown
2017,7/1/2017,252,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,252,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,252,East London,Stagecoach,Rainham (East London Buses),Havering,Reported Minor Injury - Treated at Hospital,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2017,7/1/2017,253,Arriva London North,Arriva London,Stamford Hill,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,253,Arriva London North,Arriva London,Stamford Hill,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,254,Arriva London North,Arriva London,Ash Grove (Arriva),Hackney,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,254,Arriva London North,Arriva London,Ash Grove (Arriva),Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,254,Arriva London North,Arriva London,Ash Grove (Arriva),Hackney,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Child
2017,7/1/2017,254,Arriva London North,Arriva London,Ash Grove (Arriva),Tower Hamlets,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,254,Arriva London North,Arriva London,Ash Grove (Arriva),Tower Hamlets,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,255,Arriva London South,Arriva London,Thornton Heath,Wandsworth,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2017,7/1/2017,258,Arriva London North,Arriva London,Watford,None London Borough,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,259,Arriva London North,Arriva London,Tottenham,Haringey,Injuries treated on scene,Assault,Bus Driver,Female,Adult
2017,7/1/2017,259,Arriva London North,Arriva London,Tottenham,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,259,Arriva London North,Arriva London,Tottenham,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,259,Arriva London North,Arriva London,Tottenham,Haringey,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,260,Metroline,Metroline,Willesden,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,261,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,7/1/2017,262,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,263,Metroline,Metroline,Potters Bar,Barnet,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,263,Metroline,Metroline,Potters Bar,Barnet,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,264,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,264,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,266,Tower Transit,Tower Transit,Westbourne Park,Brent,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2017,7/1/2017,267,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,267,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,268,Arriva London North,Arriva London,Watford,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,269,Selkent,Stagecoach,Bromley,Bexley,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,270,London General,Go-Ahead,Merton,Merton,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Female,Unknown
2017,7/1/2017,270,London General,Go-Ahead,Merton,Merton,Reported Minor Injury - Treated at Hospital,Personal Injury,Pedestrian,Female,Adult
2017,7/1/2017,270,London General,Go-Ahead,Merton,Wandsworth,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,7/1/2017,271,Metroline,Metroline,Holloway,Hackney,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,271,Metroline,Metroline,Holloway,Haringey,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2017,7/1/2017,274,Metroline,Metroline,King'S Cross,Camden,Reported Minor Injury - Treated at Hospital,Personal Injury,Pedestrian,Male,Adult
2017,7/1/2017,277,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,279,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,279,Arriva London North,Arriva London,Enfield,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,279,Arriva London North,Arriva London,Enfield,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,280,London General,Go-Ahead,Merton,Sutton,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,280,London General,Go-Ahead,Merton,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,7/1/2017,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,7/1/2017,281,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2017,7/1/2017,285,London United,London United,Hounslow Heath,Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,289,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2017,7/1/2017,292,London Sovereign,London United,Edgware (Sovereign),None London Borough,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,294,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,7/1/2017,295,Metroline West,Metroline,Willesden Junction,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2017,7/1/2017,297,Metroline,Metroline,West Perivale,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,297,Metroline,Metroline,West Perivale,Brent,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,297,Metroline,Metroline,West Perivale,Brent,Injuries treated on scene,Personal Injury,Passenger,Unknown,Child
2017,7/1/2017,297,Metroline,Metroline,West Perivale,Brent,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,7/1/2017,302,Metroline,Metroline,Willesden,Barnet,Injuries treated on scene,Personal Injury,Passenger,Unknown,Child
2017,7/1/2017,302,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,307,Metroline,Metroline,Potters Bar,Enfield,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2017,7/1/2017,307,Metroline,Metroline,Potters Bar,Enfield,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,312,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2017,7/1/2017,312,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,313,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,315,London General,Go-Ahead,Stockwell,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,316,Metroline,Metroline,Cricklewood,Kensington & Chelsea,Injuries treated on scene,Collision Incident,Motorcyclist,Male,Adult
2017,7/1/2017,318,Arriva London North,Arriva London,Enfield,Hackney,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,318,Arriva London North,Arriva London,Enfield,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Adult
2017,7/1/2017,319,Arriva London South,Arriva London,Brixton,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2017,7/1/2017,319,Arriva London South,Arriva London,Brixton,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2017,7/1/2017,319,Arriva London South,Arriva London,Brixton,Wandsworth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,321,London Central,Go-Ahead,New Cross,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,321,London Central,Go-Ahead,New Cross,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2017,7/1/2017,322,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2017,7/1/2017,323,East London,Stagecoach,West Ham,Tower Hamlets,Injuries treated on scene,Collision Incident,Motorcyclist,Unknown,Adult
2017,7/1/2017,325,Arriva London North,Arriva London,Barking (Arriva),Barking & Dagenham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Unknown
2017,7/1/2017,328,Tower Transit,Tower Transit,Westbourne Park,Camden,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,7/1/2017,328,Tower Transit,Tower Transit,Westbourne Park,Kensington & Chelsea,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,328,Tower Transit,Tower Transit,Westbourne Park,Westminster,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,332,Metroline,Metroline,Cricklewood,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,333,Arriva London South,Arriva London,Brixton,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,333,Arriva London South,Arriva London,Brixton,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,333,Arriva London South,Arriva London,Brixton,Wandsworth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,341,Arriva London North,Arriva London,Tottenham,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Bus Driver,Male,Adult
2017,7/1/2017,343,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Adult
2017,7/1/2017,343,Abellio London,Abellio,Walworth,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,343,Abellio London,Abellio,Walworth,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Pedestrian,Male,Adult
2017,7/1/2017,345,Abellio London,Abellio,Walworth,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,345,Abellio London,Abellio,Walworth,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,345,Abellio London,Abellio,Walworth,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Child
2017,7/1/2017,345,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Youth
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Haringey,Injuries treated on scene,Collision Incident,Cyclist,Male,Unknown
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Adult
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Haringey,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Unknown,Adult
2017,7/1/2017,349,Arriva London North,Arriva London,Enfield,Haringey,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Unknown,Elderly
2017,7/1/2017,353,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,355,Metrobus,Go-Ahead,Croydon (Metrobus),Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,7/1/2017,357,London General,Go-Ahead,Northumberland Park,Waltham Forest,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,358,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,365,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,365,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2017,7/1/2017,365,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Youth
2017,7/1/2017,371,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2017,7/1/2017,371,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Collision Incident,Passenger,Female,Elderly
2017,7/1/2017,376,Blue Triangle Buses,Go-Ahead,River Road,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,380,Selkent,Stagecoach,Catford,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,380,Selkent,Stagecoach,Catford,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2017,7/1/2017,381,Abellio London,Abellio,Walworth,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Child
2017,7/1/2017,386,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Unknown,Adult
2017,7/1/2017,386,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Unknown,Child
2017,7/1/2017,390,Metroline,Metroline,Holloway,Camden,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,390,Metroline,Metroline,Holloway,Islington,Injuries treated on scene,Personal Injury,Pedestrian,Female,Adult
2017,7/1/2017,391,London United,London United,Fulwell (London United),Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,391,London United,London United,Fulwell (London United),Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,391,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2017,7/1/2017,395,Metroline,Metroline,West Perivale,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,395,Metroline,Metroline,West Perivale,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2017,7/1/2017,403,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,407,Abellio London,Abellio,Beddington (Abellio London),Croydon,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Adult
2017,7/1/2017,407,Abellio London,Abellio,Beddington (Abellio London),Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2017,7/1/2017,407,Abellio London,Abellio,Beddington (Abellio London),Croydon,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,407,Abellio London,Abellio,Beddington (Abellio London),Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,410,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2017,7/1/2017,410,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,417,Arriva London South,Arriva London,Norwood,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,418,Quality Line,Quality Line,Epsom,Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,423,London United,London United,Hounslow Heath,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Male,Elderly
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Ealing,Injuries treated on scene,Slip Trip Fall,Member Of Public,Male,Child
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Ealing,Injuries treated on scene,Slip Trip Fall,Member Of Public,Unknown,Unknown
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Hillingdon,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Elderly
2017,7/1/2017,427,Abellio London,Abellio,Hayes (Abellio London W),Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,430,London General,Go-Ahead,Putney,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,436,London Central,Go-Ahead,New Cross,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,440,London United,London United,Park Royal,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,444,Tower Transit,Tower Transit,Lea Interchange,Brent,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Unknown
2017,7/1/2017,450,Arriva London South,Arriva London,Norwood,Croydon,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,7/1/2017,450,Arriva London South,Arriva London,Norwood,Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,7/1/2017,453,London Central,Go-Ahead,New Cross,Southwark,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,7/1/2017,453,London General,Go-Ahead,Mandela Way (London General),Southwark,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,7/1/2017,453,London General,Go-Ahead,Mandela Way (London General),Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Cyclist,Male,Adult
2017,7/1/2017,455,Metrobus,Go-Ahead,Croydon (Metrobus),Sutton,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,7/1/2017,462,East London,Stagecoach,Barking (East London Buses),Redbridge,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,462,East London,Stagecoach,Barking (East London Buses),Redbridge,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,462,East London,Stagecoach,Barking (East London Buses),Redbridge,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Child
2017,7/1/2017,463,Quality Line,Quality Line,Epsom,Sutton,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,466,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Collision Incident,Bus Driver,Female,Adult
2017,7/1/2017,466,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Unknown,Unknown
2017,7/1/2017,468,London Central,Go-Ahead,Camberwell,Croydon,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,7/1/2017,472,Selkent,Stagecoach,Plumstead,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,476,London General,Go-Ahead,Northumberland Park,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,476,London General,Go-Ahead,Northumberland Park,Islington,Fatal,Collision Incident,Pedestrian,Female,Elderly
2017,7/1/2017,476,London General,Go-Ahead,Northumberland Park,Islington,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,483,Metroline West,Metroline,Alperton,Ealing,Injuries treated on scene,Collision Incident,Passenger,Male,Elderly
2017,7/1/2017,483,Metroline West,Metroline,Alperton,Harrow,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2017,7/1/2017,488,Tower Transit,Tower Transit,Lea Interchange,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,490,Abellio London,Abellio,Twickenham (Abellio London W),Richmond Upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,491,London General,Go-Ahead,Northumberland Park,Enfield,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2017,7/1/2017,507,London General,Go-Ahead,Waterloo,Westminster,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Member Of Public,Female,Elderly
2017,7/1/2017,607,Metroline West,Metroline,Uxbridge,Hammersmith & Fulham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,607,Metroline West,Metroline,Uxbridge,Hillingdon,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Bus Driver,Female,Elderly
2017,7/1/2017,607,Metroline West,Metroline,Uxbridge,Hillingdon,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,B11,London Central,Go-Ahead,Bexleyheath,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,B16,London Central,Go-Ahead,Bexleyheath,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,C1,London United,London United,Shepherds Bush,Kensington & Chelsea,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,C1,London United,London United,Shepherds Bush,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,C11,Metroline,Metroline,Cricklewood,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,E11,London United,London United,Park Royal,Ealing,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2017,7/1/2017,E11,London United,London United,Park Royal,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,E11,London United,London United,Park Royal,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2017,7/1/2017,E3,London United,London United,Stamford Brook,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,7/1/2017,E5,Abellio West,Abellio,Southall,Ealing,Injuries treated on scene,Slip Trip Fall,Member Of Public,Female,Adult
2017,7/1/2017,E6,Metroline West,Metroline,Greenford (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2017,7/1/2017,EL1,Blue Triangle Buses,Go-Ahead,River Road,Barking & Dagenham,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,H13,London Sovereign,London United,Harrow,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,H32,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult
2017,7/1/2017,H37,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult
2017,7/1/2017,H91,London United,London United,Hounslow Heath,Hounslow,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2017,7/1/2017,H98,London United,London United,Hounslow,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,K3,Abellio London,Abellio,Twickenham (Abellio London W),Kingston upon Thames,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2017,7/1/2017,N11,London General,Go-Ahead,Stockwell,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,7/1/2017,N11,London General,Go-Ahead,Stockwell,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,7/1/2017,N207,Metroline West,Metroline,Uxbridge,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,7/1/2017,N29,Arriva London North,Arriva London,Wood Green,Islington,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,7/1/2017,N73,Arriva London North,Arriva London,Stamford Hill,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2017,7/1/2017,OOS,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2017,7/1/2017,OOS,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2017,7/1/2017,OOS,Metroline,Metroline,West Perivale,Ealing,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,7/1/2017,OOS,Metroline,Metroline,West Perivale,Ealing,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Unknown
2017,7/1/2017,OOS,Metroline West,Metroline,Greenford (Metroline),Ealing,Injuries treated on scene,Slip Trip Fall,Bus Driver,Male,Adult
