index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
4509,461303,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,SANPETE,4354624123,Critical Access Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT 84647
(39.531803, -111.461194)"
4510,450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,JIM WELLS,3616618016,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"2500 E MAIN STREET
ALICE, TX 78332
(27.765508, -98.043713)"
4511,450054,SCOTT & WHITE MEDICAL CENTER - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,BELL,2547242111,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,"2401 S 31ST ST
TEMPLE, TX 76508
(31.078693, -97.365938)"
4512,503302,SHRINERS HOSPITAL FOR CHILDREN,911 WEST 5TH AVENUE,SPOKANE,WA,99204,SPOKANE,5096230422,Childrens,Voluntary non-profit - Private,False,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"911 WEST 5TH AVENUE
SPOKANE, WA 99204
(47.651398, -117.425957)"
4513,440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,MADISON,7316612000,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"367 HOSPITAL BLVD
JACKSON, TN 38305
(35.683683, -88.853085)"
4514,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,101 WEST 8TH AVENUE,SPOKANE,WA,99204,SPOKANE,5094743040,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,"101 WEST 8TH AVENUE
SPOKANE, WA 99204
(47.648249, -117.411872)"
4515,451305,BURLESON ST JOSEPH HEALTH CENTER,1101 WOODSON DRIVE,CALDWELL,TX,77836,BURLESON,9795673245,Critical Access Hospitals,Voluntary non-profit - Church,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1101 WOODSON DRIVE
CALDWELL, TX 77836
(30.520307, -96.717714)"
4516,511312,PRESTON MEMORIAL HOSPITAL,150 MEMORIAL DRIVE,KINGWOOD,WV,26537,PRESTON,3043291400,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"150 MEMORIAL DRIVE
KINGWOOD, WV 26537
(39.463257, -79.661136)"
4517,520019,MINISTRY SAINT MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,ONEIDA,7153612000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"2251 NORTH SHORE DR
RHINELANDER, WI 54501
(45.637134, -89.374294)"
4518,450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,DALLAS,9725666222,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"7777 FOREST LANE
DALLAS, TX 75230
(32.909447, -96.772089)"
4519,510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,CABELL,3045262000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"1340 HAL GREER BOULEVARD
HUNTINGTON, WV 25701
(38.410028, -82.428412)"
4520,520195,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,2622437408,Acute Care Hospitals,Voluntary non-profit - Private,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"13125 N PORT WASHINGTON RD
MEQUON, WI 53097
(43.256306, -87.924152)"
4521,440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,WHITE,9317389211,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"401 SEWELL DR
SPARTA, TN 38583
(35.948273, -85.47684)"
4522,490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"78 MEDICAL CENTER DRIVE
FISHERSVILLE, VA 22939
(38.092329, -78.988472)"
4523,520011,LAKEVIEW MEDICAL CENTER,1700 WEST STOUT STREET,RICE LAKE,WI,54868,BARRON,7152341515,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"1700 WEST STOUT STREET
RICE LAKE, WI 54868
(45.508042, -91.759027)"
4524,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,DALLAS,2146475300,Acute Care Hospitals,Proprietary,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"7115 GREENVILLE AVENUE SUITE 100
DALLAS, TX 75231
(32.876377, -96.761726)"
4525,500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,KING,2062449970,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"16251 SYLVESTER ROAD SW
BURIEN, WA 98166
(47.456778, -122.341455)"
4526,521336,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,54843,SAWYER,7159344321,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"11040 N STATE RD 77
HAYWARD, WI 54843
(46.0354, -91.488465)"
4527,450845,EL PASO SPECIALTY HOSPITAL,1755 CURIE SUITE A,EL PASO,TX,79902,EL PASO,9155443636,Acute Care Hospitals,Proprietary,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1755 CURIE SUITE A
EL PASO, TX 79902
(31.780945, -106.477031)"
4528,450803,DOCTORS HOSPITAL TIDWELL,510 W TIDWELL,HOUSTON,TX,77091,HARRIS,7136911111,Acute Care Hospitals,Physician,True,,2.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"510 W TIDWELL
HOUSTON, TX 77091
(29.847222, -95.407991)"
4529,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WAUKESHA,2629281000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"725 AMERICAN AVE
WAUKESHA, WI 53188
(43.011279, -88.245496)"
4530,450236,HOPKINS COUNTY MEMORIAL HOSPITAL,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,HOPKINS,9038857671,Acute Care Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,"115 AIRPORT RD
SULPHUR SPRINGS, TX 75482
(33.15622, -95.599648)"
4531,670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,DENTON,9724191530,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"4400 LONG PRAIRIE ROAD
FLOWER MOUND, TX 75028
(33.045227, -97.069331)"
4532,440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,JELLICO,TN,37762,CAMPBELL,4237847252,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"188 HOSPITAL LANE
JELLICO, TN 37762
(36.57405, -84.127349)"
4533,460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,CACHE,4357161000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.757461, -111.822737)"
4534,450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,CAMERON,9565441400,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"1040 W JEFFERSON ST
BROWNSVILLE, TX 78520
(25.917931, -97.511998)"
4535,670092,WALNUT HILL MEDICAL CENTER,7502 GREENVILLE AVENUE,DALLAS,TX,75231,DALLAS,9728636000,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"7502 GREENVILLE AVENUE
DALLAS, TX 75231
(32.884107, -96.758801)"
4536,451310,BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,BALLINGER,TX,76821,RUNNELS,3253652531,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"608 AVENUE B
BALLINGER, TX 76821
(31.74966, -99.962414)"
4537,450661,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH STREET,ODESSA,TX,79761,ECTOR,4325828340,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"520 E 6TH STREET
ODESSA, TX 79761
(31.851458, -102.366027)"
4538,520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1818 N MEADE ST,APPLETON,WI,54911,OUTAGAMIE,9207314101,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,"1818 N MEADE ST
APPLETON, WI 54911
(44.278772, -88.395612)"
4539,440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,OVERTON,9318235611,Acute Care Hospitals,Voluntary non-profit - Other,True,,2.0,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"315 OAK ST BOX 550
LIVINGSTON, TN 38570
(36.384695, -85.328097)"
4540,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,CAMERON,9563891100,Acute Care Hospitals,Proprietary,True,,4.0,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,"2101 PEASE ST
HARLINGEN, TX 78550
(26.173414, -97.670666)"
4541,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,SALEM,5407764000,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"1900 ELECTRIC ROAD
SALEM, VA 24153
(37.265106, -80.033158)"
4542,521328,RUSK COUNTY MEMORIAL HOSPITAL,900 COLLEGE AVE WEST,LADYSMITH,WI,54848,RUSK,7155325561,Critical Access Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,"900 COLLEGE AVE WEST
LADYSMITH, WI 54848
(45.455515, -91.109747)"
4543,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,BOWIE,9036141000,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,"2600 ST MICHAEL DR
TEXARKANA, TX 75504
(33.462642, -94.073864)"
4544,450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST,WEATHERFORD,TX,76086,PARKER,8175991190,Acute Care Hospitals,Proprietary,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"713 E ANDERSON ST
WEATHERFORD, TX 76086
(32.747472, -97.785759)"
4545,500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,YAKIMA,5095755102,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,"110 SOUTH NINTH AVE
YAKIMA, WA 98902
(46.597985, -120.521096)"
4546,490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,MANASSAS CITY,7033698000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"8700 SUDLEY RD
MANASSAS, VA 20110
(38.767458, -77.484936)"
4547,670089,NIX COMMUNITY GENERAL HOSPITAL,230 WEST MILLER STREET,DILLEY,TX,78017,FRIO,2102712190,Acute Care Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"230 WEST MILLER STREET
DILLEY, TX 78017
(28.670346, -99.17453)"
4548,520034,AURORA MEDICAL CTR MANITOWOC COUNTY,5000 MEMORIAL DRIVE,TWO RIVERS,WI,54241,MANITOWOC,9207945000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"5000 MEMORIAL DRIVE
TWO RIVERS, WI 54241
(44.125582, -87.615933)"
4549,450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,WASHINGTON,9798366173,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"700 MEDICAL PARKWAY
BRENHAM, TX 77833
(30.145082, -96.398937)"
4550,450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,HILLSBORO,TX,76645,HILL,2545808500,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"101 CIRCLE DRIVE
HILLSBORO, TX 76645
(32.011912, -97.099153)"
4551,451330,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861,MEDINA,8304267700,Critical Access Hospitals,Government - Hospital District or Authority,True,,4.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,"3100 AVENUE E
HONDO, TX 78861
(29.334106, -99.133409)"
4552,451301,REAGAN MEMORIAL HOSPITAL,805 NORTH MAIN,BIG LAKE,TX,76932,REAGAN,3258442561,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"805 NORTH MAIN
BIG LAKE, TX 76932
(31.197901, -101.461702)"
4553,440193,TENNOVA HEALTHCARE-LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,37087,WILSON,6154448262,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,"1411 BADDOUR PARKWAY
LEBANON, TN 37087
(36.21946, -86.329254)"
4554,670108,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,810 W HIGHWAY 71,MARBLE FALLS,TX,78654,BURNET,8302017308,Acute Care Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"810 W HIGHWAY 71
MARBLE FALLS, TX 78654
(30.577929, -98.272079)"
4555,450875,QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,POTTER,8063546100,Acute Care Hospitals,Proprietary,True,,5.0,,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"6819 PLUM CREEK
AMARILLO, TX 79124
(35.210675, -101.913568)"
4556,450893,THE HEART HOSPITAL BAYLOR DENTON,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208,DENTON,9402200600,Acute Care Hospitals,Physician,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"2801 SOUTH MAYHILL ROAD
DENTON, TX 76208
(33.177231, -97.088177)"
4557,521337,ST CROIX REGIONAL MEDICAL CENTER,235 STATE STREET,SAINT CROIX FALLS,WI,54024,POLK,7154833261,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"235 STATE STREET
SAINT CROIX FALLS, WI 54024
(45.409134, -92.642218)"
4558,521343,STOUGHTON HOSPITAL,900 RIDGE ST,STOUGHTON,WI,53589,DANE,6088736611,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"900 RIDGE ST
STOUGHTON, WI 53589
(42.920331, -89.211391)"
4559,520113,BAY AREA MEDICAL CENTER,3100 SHORE DRIVE,MARINETTE,WI,54143,MARINETTE,7157356621,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"3100 SHORE DRIVE
MARINETTE, WI 54143
(45.071929, -87.619361)"
4560,500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,98310,KITSAP,3603773911,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2520 CHERRY AVENUE
BREMERTON, WA 98310
(47.583426, -122.62601)"
4561,450669,MEDICAL CENTER OF LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,DENTON,9724201000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"500 WEST MAIN STREET
LEWISVILLE, TX 75057
(33.046306, -97.004207)"
4562,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,PETERSBURG CITY,8047655000,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,"200 MEDICAL PARK BOULEVARD
PETERSBURG, VA 23805
(37.183654, -77.361466)"
4563,460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,UTAH,8018553305,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.380458, -111.769094)"
4564,521339,GOOD SAMARITAN HEALTH CENTER,601 S CENTER AVE,MERRILL,WI,54452,LINCOLN,7155365511,Critical Access Hospitals,Voluntary non-profit - Church,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"601 S CENTER AVE
MERRILL, WI 54452
(45.175858, -89.683031)"
4565,500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,THURSTON,3604919480,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"413 LILLY ROAD NE
OLYMPIA, WA 98506
(47.052791, -122.844369)"
4566,450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,LUBBOCK,8067256000,Acute Care Hospitals,Voluntary non-profit - Church,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,"3615 19TH STREET
LUBBOCK, TX 79410
(33.577867, -101.892357)"
4567,500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001,KING,2538337711,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"202 NORTH DIVISION STREET PLAZA ONE
AUBURN, WA 98001
(47.309153, -122.229833)"
4568,490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,WASHINGTON,2762581000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,"16000 JOHNSTON MEMORIAL DRIVE
ABINGDON, VA 24211
(36.72067, -81.90856)"
4569,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,HAMILTON,4238944220,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2333 MCCALLIE AVE
CHATTANOOGA, TN 37404
(35.033739, -85.26886)"
4570,500119,VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,99216,SPOKANE,5099246650,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"12606 EAST MISSION AVENUE
SPOKANE, WA 99216
(47.671647, -117.235868)"
4571,670024,NORTH CYPRESS MEDICAL CENTER,21214 NORTHWEST FREEWAY,CYPRESS,TX,77429,HARRIS,2818900203,Acute Care Hospitals,Physician,True,,3.0,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,"21214 NORTHWEST FREEWAY
CYPRESS, TX 77429
(29.924863, -95.632574)"
