mmsi,imo,call_sign,width,avg_length,stddev_length,unique_values_length,avg_gross_tonnage,stddev_gross_tonnage,unique_values_tonnage,dead_weight,source,flag_state,last_active_date,vessel_name,former_name,change_date
515863000,8410586,XUJM7,24,73,0,1,1341,0,1,13613,encounters,Cambodia,2/24/16,YONG XIANG 7,SUMMER BAY,10/17/15
311123000,8410586,C6RO3,24,169,0,1,12660,0,1,13613,encounters,Bahamas,10/17/15,SUMMER BAY,,
374612000,8410586,3FXQ9,24,169,0,1,12660,0,1,13613,ITU,Panama,12/8/16,YONG XIANG 7,YONG XIANG 7,2/24/16
636012749,8814299,D5LN5,22,150,0,1,10629,0,1,10581,encounters,Liberia,12/8/16,ZHONG XIANG,ZHONG XIANG,3/17/16
529781000,8814299,T3QL2,23,150,0,1,10629,0,1,10581,encounters,Kiribati,3/17/16,ZHONG XIANG,,
636012748,8906975,A8HP5,23,150.3,0,1,10629,0,1,10581,ITU,Liberia,12/24/16,HONDURAS STAR,,
374445000,8609292,3EAT9,19.84,144.5,0,1,7286,0,1,7906,SFRFMO,Panama,12/26/16,QI HANG,QI HANG,12/30/15
367773000,8836405,WDC4996,13.72,60.69,0,1,7251,0,1,1160,full_inf,USA,9/18/16,OCEAN FRESH,,
412660240,8863496,,11.4,73.99,0,1,1328,0,1,1013,full_inf,China,12/21/16,HAI FENG 823,,
412420329,8307272,,10,70,0,1,8848,0,1,11200,full_inf,China,12/13/16,XIN ZHOU LUN,,
412440004,8414295,BAWE,16,32,0,1,2958,0,1,3421,full_inf,China,12/26/16,FU YUAN FU 91,,
247601000,9164770,IBMI,24.02,189.73,0,1,14868,0,1,16024,full_inf,Italy,12/30/16,CALA PALMA,,
440014000,9009669,D7AL,17.83,115,0,1,5225,0,1,6454,full_inf,Korea,12/28/16,LAKE NOVA,GREEN NOVA,7/29/15
441949000,8800224,DSMA5,17.83,124.7,0,1,4970,0,1,6522,full_inf,Korea,12/8/16,GREEN CAPE,NOR CAPE,11/3/15
249709000,8800224,9HDB5,17.83,124.7,0,1,4970,0,1,6522,encounters,Saint Kitts Nevis,11/3/15,NOR CAPE,NOR CAPE,4/17/13
325447000,8800224,J7BP8,17.83,124.7,0,1,4970,0,1,6522,encounters,Dominica,4/27/13,NOR CAPE,,
312022000,7713242,V3QW5,14,93,0,1,2502,0,1,2703,full_inf,Belize,9/19/16,FRIO CONFIDANZE,,
212373000,8216722,P3HQ8,18,115.02,0,1,4878,0,1,6182,full_inf,Cyprus,12/30/16,FORLINE 1,,
210966000,8509533,P3BI4,20,139.7,0,1,8864,0,1,6640,full_inf,Cyprus,12/30/16,BALTIC FORWARD,,
210631000,9076260,5BWC3,18,134,0,1,6864,0,1,6502,full_inf,Cyprus,12/21/16,FRIO FORWIN,FRIO AEGEAN,5/15/13
273379740,9076260,UCRZ,18,134,0,1,6864,0,1,6502,encounters,Russia,12/30/16,FRIO FORWIN,FRIO FORWIN,12/21/16
354666000,9076260,3FGY4,18,134,0,1,6864,0,1,6502,encounters,Panama,5/15/13,FRIO AEGEAN,,
258818000,8907204,LAKU6,18.5,120.5,0,1,6419,0,1,6830,full_inf,Norway,12/29/16,SILVER HORN,,
357041000,9191474,3FXS8,22.1,149.92,0,1,9859,0,1,10110,full_inf,Panama,12/23/16,WILD PEONY,,
374407000,8408870,3EDT8,22,150,0,1,9749,0,1,11979,full_inf,Panama,12/14/16,YONG HANG 9,YONG HANG 9,12/3/15
373246000,9179402,3FXS9,20.6,139,0,1,7627,0,1,9011,full_inf,Panama,12/28/16,LUCENA CARRIER,SEASON TRADER,9/17/12
548541000,9179402,DYDC,20.6,139,0,1,7627,0,1,9011,encounters,Philippines,9/17/12,SEASON TRADER,,
353773000,9172703,3FTB8,19.5,130.02,0,1,6873,0,1,8040,full_inf,Panama,12/27/16,ASIAN BRIER,,
352686000,9072501,3FUN3,21,143.75,0,1,8520,0,1,8752,full_inf,Panama,10/21/16,RONDA CARRIER,,
352686000,9072501,3FUN3,21,143.75,0,1,8520,0,1,8752,encounters,Panama,2/6/13,GLOBAL HARVEST,,
355076000,9151113,3FWY6,22.2,144,0,1,9083,0,1,10837,full_inf,Panama,12/30/16,PROCYON,,
357322000,9197052,3FGA9,22.2,145.48,0,1,9340,0,1,10947,full_inf,Panama,12/27/16,VEGA,,
352408000,9181168,3FUT8,22.1,149.92,0,1,9860,0,1,10139,full_inf,Panama,12/30/16,WILD LOTUS,,
351698000,9412749,3FAF5,22.7,143,0,1,9576,0,1,10608,full_inf,Panama,12/30/16,LADY ROSEBUD,,
355694000,9181132,3FJV8,22.1,149.92,0,1,9859,0,1,10097,full_inf,Panama,12/30/16,WILD COSMOS,,
357676000,9196424,3FQG9,20,136.42,0,1,7355,0,1,8753,full_inf,Panama,12/22/16,ASIAN ADONIS,,
351015000,9128063,3FEV7,23,151.99,0,1,10519,0,1,10316,full_inf,Panama,12/25/16,CROWN OPAL,,
352256000,9061904,3FFV3,20.8,134.02,0,1,7307,0,1,5388,full_inf,Panama,12/27/16,SASANQUA,,
357697000,9185334,3FQW9,21.4,138,0,1,7959,0,1,8057,full_inf,Panama,12/30/16,PACIFIC MAGNOLIA,,
356134000,7614271,3EJR7,13.64,100.64,0,1,2754,0,1,2388,full_inf,Panama,11/30/13,LIAN RUN,,
351238000,9263021,HO2419,9.7,65,0,1,952,0,1,704,full_inf,Panama,12/30/16,ASTRAEA 102,,
273449080,8723361,UAYO,18,126.6,0,1,6648,0,1,6626,full_inf,Russia,12/5/16,SORAKSAN,,
273817020,8521804,UBRG,22.25,152.94,0,1,12383,0,1,13536,full_inf,Russia,12/17/16,ICEBERG,RAINFROST,7/5/13
273879400,8858568,UGCT,13,85,0,1,2469,0,1,1553,full_inf,Russia,9/10/13,AMURSKIY LIMAN,,
273316080,7920326,UBKE9,13.29,75.37,0,1,1901,0,1,2225,full_inf,Russia,8/25/14,OLA,,
273382550,8812801,UIIA,16,105,0,1,4190,0,1,4487,full_inf,Russia,12/21/16,PACIFICA,ANTILLA,4/24/16
273417300,8220096,UBIF,16,114.54,0,1,4192,0,1,4320,full_inf,Russia,12/30/16,KAM STAR,,
273312950,7920546,UBYQ,13.8,95.6,0,1,2462,0,1,3416,full_inf,Russia,12/29/16,ORION,,
273820700,8860559,UHIO,13.04,86.06,0,1,2390,0,1,944,full_inf,Russia,12/29/16,PRIMORYE,,
273421150,9116979,UDEN,13,85,0,1,2416,0,1,1108,full_inf,Russia,12/7/16,SVYATOY VLADIMIR,,
273428710,8623559,UESK,9.8,55.61,0,1,720,0,1,688,full_inf,Russia,11/30/14,KAPITAN KANTSIBER,,
273811510,9159763,UEVS,13,85.06,0,1,2414,0,1,1260,full_inf,Russia,12/29/16,OSTROV KARAGINSKIY,,
273819710,8810310,UEKN,12.42,71,0,1,1415,0,1,1354,full_inf,Russia,12/30/16,SUBARU,,
273313470,8516641,UBHE3,17,103,0,1,4295,0,1,3642,full_inf,Russia,12/29/16,ANATOLIY LARIN,,
273810710,8610265,UDYO,28,179,0,1,32096,0,1,10070,full_inf,Russia,10/10/16,PETR ZITNIKOV,,
273352570,9082178,UCMP,18,134,0,1,6964,0,1,6947,full_inf,Russia,12/30/16,PYOTR ILICHYOV,FRIO LAS PALMAS,9/16/12
352966000,9082178,3FJQ3,18,134,0,1,6964,0,1,6947,encounters,Panama,9/16/12,FRIO LAS PALMAS,,
273252100,8723270,UFVQ,13.04,85.1,0,1,2416,0,1,1194,full_inf,Russia,12/22/16,VYBORGSKIY,,
273563210,9100671,UBLI,13.04,85.06,0,1,2388,0,1,900,full_inf,Russia,12/30/16,OSTROV SHIKOTAN,,
273432530,6900068,UCVU,14,99.35,0,1,3212,0,1,2538,full_inf,Russia,12/7/16,GUTSUL,,
273847300,8724418,UIEX,10,55,0,1,801,0,1,475,full_inf,Russia,12/16/16,VALENTIN,,
273897100,8897588,UATC,18.2,126.3,0,1,8289,0,1,2885,full_inf,Russia,10/31/16,KAPITAN EFREMOV,,
273434080,7379553,UEPQ,10.04,65.11,0,1,1009,0,1,1016,full_inf,Russia,12/7/16,NADEZHDA,,
273436790,8319184,UIKZ,13.6,83.89,0,1,1967,0,1,1985,full_inf,Russia,12/18/16,PETERGOF,,
273257000,8847131,UBVW,13.04,85.1,0,1,2483,0,1,1557,full_inf,Russia,12/24/16,SMOLNINSKIY,,
273856100,8856998,UFXH,18.2,126.3,0,1,8289,0,1,2886,full_inf,Russia,12/30/16,DALMOS,,
273847200,8826424,UCLW,18.2,126.3,0,1,8289,0,1,2886,full_inf,Russia,12/30/16,VICTOR GAVRILOV,,
273251100,8723347,UFXL,13.04,85.1,0,1,2416,0,1,1194,full_inf,Russia,12/30/16,PETROGRADSKIY,,
273339230,7825631,UBVF7,12.02,67.29,0,1,1252,0,1,1423,full_inf,Russia,12/17/16,OS REEFER,,
273339110,8216904,UBDF6,11.8,75.76,0,1,1431,0,1,1346,full_inf,Russia,12/21/16,ZALIV RADUGA,,
273825700,8857007,UEFW,18.2,126.3,0,1,8289,0,1,2886,full_inf,Russia,12/7/16,ZALIV VOSTOK,,
308566000,9078452,C6LZ7,18.2,121.9,0,1,4833,0,1,6065,full_inf,Bahamas,12/28/16,CORDOBA CARRIER,,
308372000,9057537,C6LJ2,18.2,121.9,0,1,4830,0,1,6064,full_inf,Bahamas,12/29/16,ANDALUCIA CARRIER,,
311091000,9213777,C6RL4,21.8,143,0,1,8597,0,1,9566,full_inf,Bahamas,12/28/16,SANTA CATHARINA,,
311126000,9019121,C6RO6,22.6,150.35,0,1,10614,0,1,10629,full_inf,Bahamas,12/25/16,DURBAN STAR,,
308705000,9059626,C6JT,25.24,178.5,0,1,14061,0,1,14140,full_inf,Bahamas,12/30/16,CHARLES ISLAND,,
308462000,9057549,C6LJ3,18.2,121.9,0,1,4830,0,1,6066,full_inf,Bahamas,12/30/16,GRANADA CARRIER,,
311043800,8819299,C6YS6,18,107.5,0,1,5084,0,1,6000,full_inf,Bahamas,12/30/16,GREEN AUSTEVOLL,,
309785000,9143740,C6OP3,22,142.15,0,1,8924,0,1,10100,full_inf,Bahamas,12/29/16,DISCOVERY BAY,,
311447000,8300377,C6SR8,23.6,144.6,0,1,12383,0,1,14803,full_inf,Bahamas,12/24/16,BRAZILIAN REEFER,,
308124000,9015216,C6KD9,24.4,158.13,0,1,13049,0,1,14178,full_inf,Bahamas,12/29/16,SCHWEIZ REEFER,CHIQUITA REEFER,10/4/13
308124000,9015216,C6KD10,24.4,158.13,0,1,13049,0,1,14178,encounters,Bahamas,10/4/13,CHIQUITA REEFER,,
616885000,8210285,D6FM9,16.24,92.23,0,1,3261,0,1,3919,full_inf,Comoros,12/30/16,SOLARTE,,
616401000,7819759,D6DA5,13.29,75.21,0,1,1753,0,1,2225,full_inf,Comoros,12/30/16,SILVER ICE,,
616575000,7904774,D6DY8,13.72,101.28,0,1,2969,0,1,3514,full_inf,Comoros,12/30/16,BLUE ICE,,
518100019,7809390,E5U2964,13.95,96.96,0,1,2768,0,1,3443,full_inf,Cook Islands,12/25/16,UNION ONE,HAI FENG 66,10/26/14
514740000,7809390,XUEC2,13.95,96.96,0,1,2768,0,1,3443,encounters,Cambodia,10/26/14,HAI FENG 66,MING FA,3/14/12
341852000,7809390,V4LW,13.95,96.96,0,1,2768,0,1,3443,encounters,Sierra Leone,3/14/12,MING FA,,
306354000,9158537,PJKV,22,150,0,1,9298,0,1,11048,full_inf,Curacao,12/29/16,AGULHAS STREAM,,
306336000,8705682,PJBY,20.54,137.49,0,1,8962,0,1,6708,full_inf,Curacao,12/29/16,CALA PORTESE,,
306216000,9051791,PJRH,22,140,0,1,8414,0,1,10086,full_inf,Curacao,12/29/16,COLD STREAM,,
306084000,9267546,PJMP,25.14,185.91,0,1,18931,0,1,16494,full_inf,Curacao,12/30/16,MESSINA STRAIT,CALA PIRA,6/1/13
310494000,9267546,ZCDQ5,25.14,185.91,0,1,18931,0,1,16494,encounters,Bermuda,6/1/13,CALA PIRA,,
306335000,8705670,PJBX,20.54,137.49,0,1,8962,0,1,6704,full_inf,Curacao,12/28/16,CALA PEVERO,,
306338000,8705656,PJBW,20.51,137.7,0,1,9008,0,1,6687,full_inf,Curacao,12/30/16,CALA PIANA,,
636015529,9053957,A8OE6,20.23,135.5,0,1,7534,0,1,8053,full_inf,Liberia,11/7/16,PRINCE OF SOUND,,
273394490,9053957,UDSR,20.23,135.5,0,1,7534,0,1,8053,encounters,Russia,12/23/16,CRYSTAL ASIA,PRINCE OF SOUND,11/7/16
636017004,9127928,D5IV7,15.85,134,0,1,5918,0,1,8500,full_inf,Liberia,12/24/16,SIERRA QUEEN,PACIFIC,6/5/15
636016279,9016662,A8JH8,22.5,150.01,0,1,10381,0,1,10621,full_inf,Liberia,12/29/16,BALTIC PILGRIM,BUZZARD BAY,10/11/13
636091093,9016662,A8JH8,22.5,150.01,0,1,10381,0,1,10621,encounters,Liberia,10/11/13,BUZZARD BAY,,
636016281,9016674,A8JH9,22.8,150.01,0,1,10381,0,1,10603,full_inf,Liberia,12/30/16,BALTIC PERFORMER,HAWK BAY,12/11/13
636091094,9016674,PJRP,22.8,150.01,0,1,10381,0,1,10603,encounters,Curacao,12/11/13,HAWK BAY,,
636014240,9172480,A8SL3,24,184.8,0,1,15292,0,1,15000,full_inf,Liberia,12/29/16,COLOMBIAN STAR,,
636017275,9140097,D5KD3,14.5,91.48,0,1,2717,0,1,3050,full_inf,Liberia,12/24/16,VICTORIA II,VICTORIA,12/11/15
636009672,8912041,ELOV9,23,153.5,0,1,12887,0,1,9160,full_inf,Liberia,12/30/16,HORNCLIFF,,
636013650,8700228,A8OL5,23.53,152,0,1,13312,0,1,12848,full_inf,Liberia,12/30/16,ZENIT,,
636013153,8911085,A8KZ8,20.6,141.01,0,1,8739,0,1,9687,full_inf,Liberia,12/29/16,WHITNEY BAY,,
636017301,9105293,D5KG4,14.5,88.94,0,1,2581,0,1,2357,full_inf,Liberia,12/22/16,FUTAGAMI,FUTUGAMI,1/31/16
636009174,8802002,ELML7,23,153.5,0,1,12887,0,1,9096,full_inf,Liberia,12/30/16,HORNBAY,,
636013069,8713562,A8KJ8,23.5,158.53,0,1,11590,0,1,12519,full_inf,Liberia,12/30/16,AFRIC STAR,,
636014241,9172478,A8SL4,24,184.8,0,1,15292,0,1,15000,full_inf,Liberia,12/30/16,COTE D IVOIRIAN STAR,,
636013148,8911073,A8KZ3,20.6,141.01,0,1,8739,0,1,9692,full_inf,Liberia,12/30/16,EVEREST BAY,,
636009381,8802014,,23,153.5,0,1,12887,0,1,9160,full_inf,Liberia,12/29/16,HORNCAP,,
636091091,9067128,A8JH6,21.8,144.52,0,1,10203,0,1,11585,full_inf,Liberia,12/21/16,FORTUNA BAY,,
636013624,9206061,A8OG9,23,150,0,1,10804,0,1,9709,full_inf,Liberia,12/21/16,SOLENT STAR,,
636013625,9206059,A80H2,23,150,0,1,10804,0,1,9709,full_inf,Liberia,12/28/16,SOUTHHAMPTON STAR,,
636016278,9070137,A8JI2,22,150.11,0,1,10374,0,1,10532,full_inf,Liberia,12/30/16,BALTIC PIONEER,,
636011106,8819213,ELWV4,22,150,0,1,10368,0,1,10695,full_inf,Liberia,12/29/16,BALTIC PRIDE,,
576411000,9143099,YJQQ9,24,154,0,1,11438,0,1,10379,full_inf,Vanuatu,12/30/16,IVORY GIRL,,
314012000,8909068,8PLL,23,156.85,0,1,10842,0,1,12350,full_inf,Barbados,12/30/16,HANSA LUBECK,,
515887000,7614812,XUJW9,17,110,0,1,2244,0,1,2404,full_inf,Cambodia,6/18/16,KAMANGA,,
514087000,8426913,XUGT4,8.4,49.9,0,1,392,0,1,243,full_inf,Cambodia,3/8/16,HAI TONG DA,,
677038700,8426913,5IM494,8.4,49.9,0,1,392,0,1,243,encounters,Tanzania,12/7/16,HAI TONG DA,HAI TONG DA,3/8/16
514295000,8619338,XUJF5,9,47,0,1,573,0,1,404,full_inf,Cambodia,9/16/15,ORIENTAL 77,ORYONG 705,10/10/13
440707000,8619338,6NLH,9,47,0,1,573,0,1,404,encounters,Korea,10/10/13,ORYONG 705,,
514930000,8304218,XUDX2,9.9,57.66,0,1,807,0,1,552,full_inf,Cambodia,4/14/15,PEREGRINO,,
334622000,7637527,HQXM3,14,102,0,1,2989,0,1,3771,full_inf,Honduras,4/6/16,NEW SEA REEFER,WISDOM SEA REEFER,12/6/15
334640000,5296795,HQXO8,12.2,79.21,0,1,1289,0,1,1722,full_inf,Honduras,1/6/16,BLISSFUL REEFER,BLISSFUL REEFER,10/2/13
0,5296795,HP5007,12.2,79.21,0,1,1289,0,1,1722,encounters,Panama,10/2/13,BLISSFUL REEFER,,
334980000,7713228,HQXQ9,14.2,92.74,0,1,2502,0,1,2703,full_inf,Honduras,9/3/16,BMW PRINCESA,SUTTI REEFER,8/26/16
529558000,8503723,T3FD2,16.21,92.23,0,1,3267,0,1,3947,full_inf,Kiribati,12/22/16,NAFTILOS,,
529874000,8214827,T3UH2,21.5,143.54,0,1,8739,0,1,9746,full_inf,Kiribati,12/8/16,MING FENG,MING FENG,11/24/15
529620000,8612304,T3HT2,16.5,127.52,0,1,4961,0,1,5691,full_inf,Kiribati,3/12/15,PUNTO RUSSO,DONA LIBRA,7/30/12
455302000,8211045,8QFP,13.26,83.26,0,1,1954,0,1,2235,full_inf,Maldives,10/20/16,VILA DHAURU,,
455266000,8304323,8QDY,13.62,83.89,0,1,1999,0,1,2187,full_inf,Maldives,6/9/16,BAROASAA,,
677026400,7905039,JVHH9,13.29,75.39,0,1,1884,0,1,2144,full_inf,Tanzania,2/18/14,TIANTAI,KESHAN,10/11/13
567255000,7637539,HSB3070,14.46,101.94,0,1,2989,0,1,3444,full_inf,Thailand,12/15/16,S LEELAWADEE,,
567487000,7637553,HSB4831,14.46,101.94,0,1,2989,0,1,2510,full_inf,Thailand,1/22/16,SEA NETWORK,,
567008100,7905833,HSB2369,15.09,80.74,0,1,2340,0,1,2991,full_inf,Thailand,8/15/13,ITFA 3,,
567391000,7713230,HSB4501,14.23,92.77,0,1,2413,0,1,2703,full_inf,Thailand,6/9/16,PATSORN,,
567115000,7116896,HSB2346,12.4,76.41,0,1,1448,0,1,1740,full_inf,Thailand,8/29/16,FERNANDO,,
567486000,7811501,HSB4828,13.09,91.12,0,1,2243,0,1,2769,full_inf,Thailand,9/2/14,K GOLDENSEA,,
567004800,7819034,HSB2579,15.09,96.98,0,1,2988,0,1,3878,full_inf,Thailand,11/27/16,SEAVIC PRINSES,,
567006700,7006376,HSB2233,12.02,82.83,0,1,1812,0,1,1835,full_inf,Thailand,4/19/15,SILVER SEA 3,,
567451000,6908993,HSB4649,13.62,99.57,0,1,2649,0,1,2435,full_inf,Thailand,12/31/16,SEAVIC AREMAR,,
567188000,7508336,HSB2752,14.74,107.68,0,1,3624,0,1,4348,full_inf,Thailand,12/31/16,SERENE REEFER,,
567293000,7635878,HSB3203,14,97,0,1,2481,0,1,2196,full_inf,Thailand,12/14/16,MISSOURI REEFER,,
566059000,9438494,9V9355,26,162.5,0,1,14030,0,1,13193,full_inf,Singapore,12/31/16,STAR QUALITY,,
566041000,9438509,9V9354,26,162.5,0,1,14030,0,1,13201,full_inf,Singapore,12/31/16,STAR STANDARD,,
566042000,9517939,9V9350,26,162.5,0,1,14022,0,1,12944,full_inf,Singapore,12/31/16,STAR LEADER,,
566006000,9350989,9V9357,26,162.5,0,1,14030,0,1,13191,full_inf,Singapore,12/31/16,STAR BEST,,
538003418,8617926,V7RC6,22.51,143,0,1,10366,0,1,10966,full_inf,Marshall Islands,12/27/16,PACIFIC BREEZE,,
538004839,8706789,V7ZJ4,24,144,0,1,12348,0,1,14933,full_inf,Marshall Islands,12/31/16,ICE GLACIER,AMAZONAS,11/13/12
235661000,8706789,VQKZ6,24,144,0,1,12348,0,1,14933,encounters,United Kingdom,0212-11-13,AMAZONAS,,
538004732,8311120,V7YT8,23.65,144.76,0,1,12411,0,1,14499,full_inf,Marshall Islands,12/26/16,ICE RUNNER,ICE RUNNER,6/28/12
319235000,8311120,ZCMO7,23.65,144.76,0,1,12411,0,1,14499,encounters,Cayman Island,6/28/12,ICE RUNNER,,
538004733,8311106,V7YT9,23.65,144.63,0,1,12401,0,1,14567,full_inf,Marshall Islands,12/31/16,ICE ROSE,ICE ROSE,7/12/12
319067000,8311106,ZCCT7,23.65,144.63,0,1,12401,0,1,14567,encounters,Cayman Island,7/12/12,ICE ROSE,,
538004840,8706777,V7ZJ5,23.63,144.6,0,1,12348,0,1,14932,full_inf,Marshall Islands,12/28/16,ICE GRACE,PARANA,12/5/12
235660000,8706777,VQKZ5,23.63,144.6,0,1,12348,0,1,14932,encounters,United Kingdom,12/5/12,PARANA,,
538001908,9160724,V7FC9,23.39,155.27,0,1,11443,0,1,12912,full_inf,Marshall Islands,12/31/16,LADY RACISCE,,
538004731,8311118,V7YT7,23.65,144.71,0,1,12401,0,1,14519,full_inf,Marshall Islands,12/31/16,ICE RIVER,ICE RIVER,7/24/12
319166000,8311118,ZCCT6,23.65,144.71,0,1,12401,0,1,14519,encounters,Cayman Island,7/24/12,ICE RIVER,,
538004729,8311132,V7YT5,23.65,144.79,0,1,12411,0,1,14572,full_inf,Marshall Islands,12/31/16,ICE RANGER,ICE RANGER,6/22/12
319245000,8311132,ZCMO6,23.65,144.79,0,1,12411,0,1,14572,encounters,Cayman Island,6/22/12,ICE RANGER,,
538005038,9194476,V7AO7,21.8,144.52,0,1,9649,0,1,11791,full_inf,Marshall Islands,1/2/17,ATLANTIC ERICA,ATLANTIC ERICA,6/24/13
357846000,9194476,3FUQ9,21.8,144.52,0,1,9649,0,1,11791,encounters,Panama,6/24/13,ATLANTIC ERICA,,
667943000,8831431,9LD2244,11.5,66.8,0,1,1110,0,1,850,full_inf,Sierra Leone,2/12/15,LUCKY 101,,
341443000,8420751,V4UF2,16,109,0,1,4361,0,1,5459,full_inf,Saint Kitts Nevis,1/2/17,HAI FENG 898,HAI FENG 898,6/27/13
352739000,8420751,3ENU6,16,109,0,1,4361,0,1,5459,encounters,Panama,6/27/13,HAI FENG 898,,
341384000,8202226,V4TY2,16.21,92.21,0,1,3138,0,1,3945,full_inf,Saint Kitts Nevis,12/15/16,REINA,REINA,6/7/13
312219000,8202226,V3ET2,16.21,92.21,0,1,3138,0,1,3945,encounters,Belize,6/7/13,REINA,,
341099000,8500630,V4JY2,19.99,139.8,0,1,8864,0,1,6333,full_inf,Saint Kitts Nevis,1/2/17,ATLANTIC LADY,,
341376000,8211100,V4ZP2,12,68,0,1,1313,0,1,1525,full_inf,Saint Kitts Nevis,12/28/16,VESTLANDIA,VESTLANDIA,10/11/13
325223000,8211100,J7AX9,12,68,0,1,1313,0,1,1525,encounters,Dominica,10/11/13,VESTLANDIA,,
341889000,8518807,V4WD2,17.8,124.69,0,1,4964,0,1,6544,full_inf,Saint Kitts Nevis,12/15/16,NOVA CALEDONIA,NOVA CALEDONIA,10/9/13
341091000,7826142,V4JU2,13.42,90.99,0,1,2493,0,1,1927,full_inf,Saint Kitts Nevis,11/26/16,SUNNY LINA,,
341353000,8604606,V4ZK2,16.2,107.48,0,1,3999,0,1,5450,full_inf,Saint Kitts Nevis,9/9/16,SPRING BAY,APUS,8/8/13
376311000,8604606,J8UC8,16.2,107.48,0,1,3999,0,1,5450,encounters,Saint Vincent Grenadines,8/8/13,APUS,,
341244000,8514796,V4TT2,16.82,115.02,0,1,4440,0,1,5506,full_inf,Saint Kitts Nevis,1/2/17,NOVAYA ZEMLYA,,
376098000,8404238,J8B4888,21,149,0,1,9096,0,1,11464,full_inf,Saint Vincent Grenadines,7/9/16,ELECTRA,ELECTRA,11/15/12
248966000,8404238,9HYA6,21,149,0,1,9096,0,1,11464,encounters,Malta,11/15/12,ELECTRA,,
376556000,8616324,J8B4759,22.6,145.5,0,1,10298,0,1,11055,full_inf,Saint Vincent Grenadines,1/2/17,BALTIC MERCHANT,TALCA,11/15/12
310324000,8616324,ZCBZ5,22.6,145.5,0,1,10298,0,1,11055,encounters,Bermuda,11/15/12,TALCA,,
375838000,8813594,J8B4817,22.5,150,0,1,10394,0,1,10713,full_inf,Saint Vincent Grenadines,1/1/17,BALTIC PRINCE,IVORY ACE,3/18/13
311704000,8813594,C6TN3,22.5,150,0,1,10394,0,1,10713,encounters,Bahamas,3/18/13,IVORY ACE,,
375804000,8520501,J8B4789,22.63,145.5,0,1,10298,0,1,11044,full_inf,Saint Vincent Grenadines,1/1/17,BALTIC MEADOW,AL ZOHAL 1,12/25/12
403025000,8520501,HZDD,22.63,145.5,0,1,10298,0,1,11044,encounters,Saudi Arabia,12/25/12,AL ZOHAL 1,,
376553000,8921470,J8B4761,22.5,150.01,0,1,10405,0,1,10742,full_inf,Saint Vincent Grenadines,1/1/17,BALTIC PRIME,BALTIC PRIME,10/18/12
636014076,8921470,A8RD8,22.5,150.01,0,1,10405,0,1,10742,encounters,Liberia,10/18/12,BALTIC PRIME,,
375254000,8616312,J8B4758,22.64,145.5,0,1,10298,0,1,11067,full_inf,Saint Vincent Grenadines,1/2/17,BALTIC MERCURY,TENO,10/19/12
310323000,8616312,ZCBZ4,22.64,145.5,0,1,10298,0,1,11067,encounters,Bermuda,10/19/12,TENO,,
616757000,7912408,D6EW9,14,90,0,1,2242,0,1,2745,full_inf,Comoros,1/1/17,DELTA REEFER,,
273431300,8883991,UAFB,13,85,0,1,2428,0,1,935,full_inf,Russia,12/26/16,PLANETA,,
566341000,9517903,9V9352,26,162.5,0,1,14022,0,1,12957,full_inf,Singapore,1/2/17,STAR CARE,,
636016511,9330056,D5GN9,26,162.5,0,1,14030,0,1,13202,full_inf,Liberia,1/2/17,STAR FIRST,STAR FIRST,5/8/15
566058000,9330056,9V9359,26,162.5,0,1,14030,0,1,13202,encounters,Singapore,5/8/15,STAR FIRST,,
566049000,9438511,9V9353,26,162.5,0,1,14030,0,1,13189,full_inf,Singapore,1/2/17,STAR TRUST,,
566028000,9438482,9V9398,26,162.5,0,1,14030,0,1,13207,full_inf,Singapore,12/28/16,STAR SERVICE 1,,
566090000,9517915,9V9351,26,162.5,0,1,14022,0,1,12955,full_inf,Singapore,1/1/17,STAR PRIDE,,
341464000,8817186,V4KJ3,9,49,0,1,489,0,1,530,full_inf,Saint Kitts Nevis,1/2/17,ATLANTC REEFER,,
357993000,9355032,3EML2,22.7,143,0,1,9576,0,1,10630,full_inf,Panama,1/2/17,LADY ROSE,,
357919000,9355044,3EOZ4,22.7,143,0,1,9576,0,1,10617,full_inf,Panama,1/2/17,LADY ROSEMARY,,
351662000,9159103,3FUG7,23,151.99,0,1,10519,0,1,10338,full_inf,Panama,1/1/17,CROWN RUBY,,
538001906,9160736,V7FC7,23.39,155.27,0,1,11443,0,1,12913,full_inf,Marshall Islands,12/14/16,LADY KORCULA,,
567476000,7724186,HSB4761,15.3,80.65,0,1,2305,0,1,2480,full_inf,Thailand,7/24/15,SEAVIC REEFER,SEAVIC REEFER,11/4/12
357048000,7724186,3FKV4,15.3,80.65,0,1,2305,0,1,2480,encounters,Panama,11/4/12,SEAVIC REEFER,,
314005000,9055709,8PTX,22.5,150.01,0,1,10374,0,1,10545,full_inf,Barbados,12/29/16,FEGULUS,FEGULUS,10/10/13
518369000,9055709,E5U2319,22.5,150.01,0,1,10374,0,1,10545,encounters,Cook Islands,10/10/13,FEGULUS,,
334548000,8608597,HQXP3,16.41,125.2,0,1,4790,0,1,5589,full_inf,Honduras,3/28/16,AMORY,BELITA,10/9/13
351795000,8608597,3EZJ8,16.41,125.2,0,1,4790,0,1,5589,encounters,Panama,10/9/13,BELITA,,
352308000,9442237,3ECO,12.4,78.52,0,1,1877,0,1,1724,full_inf,Panama,12/27/16,PRINCESA GUASIMARA,PRINCESA GUASIMARA,10/11/13
